    0.301313400268554688E-02   -0.140262036050781580E+04   -0.760090241787552312E+01    1
    0.406980514526367188E-02   -0.140191826935457607E+04   -0.760140241787544646E+01    1
    0.814437866210937500E-02   -0.139921264552824414E+04   -0.760190241787540621E+01    1
    0.839138031005859375E-02   -0.139904871534185895E+04   -0.760240241787539794E+01    1
    0.978755950927734375E-02   -0.139812228191497184E+04   -0.760290241787547671E+01    1
    0.999498367309570312E-02   -0.139798467241143317E+04   -0.760340241787553950E+01    1
    0.176787376403808594E-01   -0.139289196096016349E+04   -0.760390241787554544E+01    1
    0.199580192565917969E-01   -0.139138309372215690E+04   -0.760440241787551496E+01    1
    0.265636444091796875E-01   -0.138701491492444620E+04   -0.760490241787542143E+01    1
    0.310540199279785156E-01   -0.138404949794274080E+04   -0.760540241787541049E+01    1
    0.333962440490722656E-01   -0.138250398750070235E+04   -0.760590241787546884E+01    1
    0.490741729736328125E-01   -0.137218154872142122E+04   -0.760640241787542148E+01    1
    0.539116859436035156E-01   -0.136900444179347073E+04   -0.760690241787538035E+01    1
    0.567016601562500000E-01   -0.136717378813278219E+04   -0.760740241787540672E+01    1
    0.592794418334960938E-01   -0.136548347247524862E+04   -0.760790241787540200E+01    1
    0.644283294677734375E-01   -0.136211040129638195E+04   -0.760840241787544080E+01    1
    0.673513412475585938E-01   -0.136019740401323497E+04   -0.760890241787543875E+01    1
    0.700678825378417969E-01   -0.135842075922441632E+04   -0.760940241787537186E+01    1
    0.701866149902343750E-01   -0.135834313396097536E+04   -0.760990241787539112E+01    1
    0.788755416870117188E-01   -0.135266858339609598E+04   -0.761040241787548677E+01    1
    0.863165855407714844E-01   -0.134781860009878051E+04   -0.761090241787548649E+01    1
    0.947594642639160156E-01   -0.134232636131044569E+04   -0.761140241787539296E+01    1
    0.105457305908203125E+00   -0.133538361125140204E+04   -0.761190241787538380E+01    1
    0.108651161193847656E+00   -0.133331439315093212E+04   -0.761240241787547500E+01    1
    0.112338542938232422E+00   -0.133092746163377660E+04   -0.761290241787552002E+01    1
    0.114633560180664062E+00   -0.132944293976063500E+04   -0.761340241787543359E+01    1
    0.116603374481201172E+00   -0.132816944606328684E+04   -0.761390241787542088E+01    1
    0.130394458770751953E+00   -0.131927083758561639E+04   -0.761440241787540817E+01    1
    0.132925987243652344E+00   -0.131764069080589184E+04   -0.761490241787538835E+01    1
    0.147636413574218750E+00   -0.130818838271440450E+04   -0.761540241787541383E+01    1
    0.153435707092285156E+00   -0.130447151326754647E+04   -0.761590241787537625E+01    1
    0.156016349792480469E+00   -0.130281926391859383E+04   -0.761640241787545325E+01    1
    0.157876014709472656E+00   -0.130162927919935601E+04   -0.761690241787554800E+01    1
    0.169421195983886719E+00   -0.129425399087323763E+04   -0.761740241787551398E+01    1
    0.179265499114990234E+00   -0.128798210204346333E+04   -0.761790241787549149E+01    1
    0.179337501525878906E+00   -0.128793628581801613E+04   -0.761840241787545835E+01    1
    0.183775901794433594E+00   -0.128511366596852167E+04   -0.761890241787545452E+01    1
    0.200561046600341797E+00   -0.127446757974571165E+04   -0.761940241787546935E+01    1
    0.200773715972900391E+00   -0.127433298201931120E+04   -0.761990241787544242E+01    1
    0.202070236206054688E+00   -0.127351257528565702E+04   -0.762040241787548833E+01    1
    0.209287166595458984E+00   -0.126895079107389847E+04   -0.762090241787555822E+01    1
    0.211357593536376953E+00   -0.126764362326268747E+04   -0.762140241787555173E+01    1
    0.213689327239990234E+00   -0.126617230012534947E+04   -0.762190241787554434E+01    1
    0.216613769531250000E+00   -0.126432820779076496E+04   -0.762240241787544903E+01    1
    0.226077079772949219E+00   -0.125837021999290732E+04   -0.762290241787535283E+01    1
    0.226848602294921875E+00   -0.125788511028343146E+04   -0.762340241787540673E+01    1
    0.227498054504394531E+00   -0.125747682847259648E+04   -0.762390241787548195E+01    1
    0.229422569274902344E+00   -0.125626736765013538E+04   -0.762440241787551276E+01    1
    0.232454776763916016E+00   -0.125436298000274610E+04   -0.762490241787549827E+01    1
    0.234467983245849609E+00   -0.125309939180583297E+04   -0.762540241787549622E+01    1
    0.234561443328857422E+00   -0.125304074737539986E+04   -0.762590241787551637E+01    1
    0.238209247589111328E+00   -0.125075291114284914E+04   -0.762640241787551609E+01    1
    0.241123676300048828E+00   -0.124892656467810116E+04   -0.762690241787551404E+01    1
    0.244481563568115234E+00   -0.124682400684739605E+04   -0.762740241787547824E+01    1
    0.244564533233642578E+00   -0.124677207781718744E+04   -0.762790241787544154E+01    1
    0.247737407684326172E+00   -0.124478706650653749E+04   -0.762840241787549544E+01    1
    0.247781753540039062E+00   -0.124475933429950555E+04   -0.762890241787545342E+01    1
    0.258633613586425781E+00   -0.123798245439073821E+04   -0.762940241787542117E+01    1
    0.260425567626953125E+00   -0.123686520928074719E+04   -0.762990241787545109E+01    1
    0.261866569519042969E+00   -0.123596714804281669E+04   -0.763040241787542950E+01    1
    0.265689373016357422E+00   -0.123358631014393427E+04   -0.763090241787541945E+01    1
    0.268478870391845703E+00   -0.123185048978396480E+04   -0.763140241787543339E+01    1
    0.272992134094238281E+00   -0.122904465820088353E+04   -0.763190241787543133E+01    1
    0.275248527526855469E+00   -0.122764311263156014E+04   -0.763240241787543461E+01    1
    0.276309490203857422E+00   -0.122698438344403530E+04   -0.763290241787541479E+01    1
    0.277796745300292969E+00   -0.122606128153724262E+04   -0.763340241787540297E+01    1
    0.279282569885253906E+00   -0.122513942091100580E+04   -0.763390241787549595E+01    1
    0.281134605407714844E+00   -0.122399084399689991E+04   -0.763440241787550722E+01    1
    0.282695770263671875E+00   -0.122302308263645091E+04   -0.763490241787542612E+01    1
    0.283887386322021484E+00   -0.122228466587572916E+04   -0.763540241787542229E+01    1
    0.287326812744140625E+00   -0.122015460755505637E+04   -0.763590241787549751E+01    1
    0.299935340881347656E+00   -0.121236225441286683E+04   -0.763640241787548302E+01    1
    0.300377368927001953E+00   -0.121208953266487015E+04   -0.763690241787539215E+01    1
    0.304792404174804688E+00   -0.120936726689375382E+04   -0.763740241787541319E+01    1
    0.304889678955078125E+00   -0.120930732336960000E+04   -0.763790241787545110E+01    1
    0.309544086456298828E+00   -0.120644091257641435E+04   -0.763840241787547480E+01    1
    0.799960184097290039E+01   -0.120435134191499856E+04   -0.763890241787551538E+01    1
    0.799877119064331055E+01   -0.120384060290007824E+04   -0.763940241787543606E+01    1
    0.314861774444580078E+00   -0.120317026363916852E+04   -0.763990241787539226E+01    1
    0.315384864807128906E+00   -0.120284878084612865E+04   -0.764040241787548702E+01    1
    0.323028564453125000E+00   -0.119815608184959956E+04   -0.764090241787554003E+01    1
    0.323029994964599609E+00   -0.119815520449014275E+04   -0.764140241787543317E+01    1
    0.324653625488281250E+00   -0.119715961258669836E+04   -0.764190241787534141E+01    1
    0.798753023147583008E+01   -0.119693977001962162E+04   -0.764240241787538821E+01    1
    0.327915668487548828E+00   -0.119516063963598481E+04   -0.764290241787540925E+01    1
    0.330163478851318359E+00   -0.119378417707654489E+04   -0.764340241787542318E+01    1
    0.330537796020507812E+00   -0.119355503983362860E+04   -0.764390241787550728E+01    1
    0.798167037963867188E+01   -0.119335041943915303E+04   -0.764440241787545460E+01    1
    0.798067331314086914E+01   -0.119274023059828301E+04   -0.764490241787535396E+01    1
    0.797917938232421875E+01   -0.119182626640584272E+04   -0.764540241787535457E+01    1
    0.336818695068359375E+00   -0.118971354852516538E+04   -0.764590241787543867E+01    1
    0.338703632354736328E+00   -0.118856192420279604E+04   -0.764640241787553165E+01    1
    0.338779449462890625E+00   -0.118851561475290441E+04   -0.764690241787550917E+01    1
    0.797225093841552734E+01   -0.118759221792773451E+04   -0.764740241787542185E+01    1
    0.340573310852050781E+00   -0.118742018400873599E+04   -0.764790241787538605E+01    1
    0.797122240066528320E+01   -0.118696432189053121E+04   -0.764840241787546038E+01    1
    0.342465877532958984E+00   -0.118626503651203598E+04   -0.764890241787553737E+01    1
    0.796981811523437500E+01   -0.118610731479764672E+04   -0.764940241787545450E+01    1
    0.343710422515869141E+00   -0.118550572805134379E+04   -0.764990241787545777E+01    1
    0.346704006195068359E+00   -0.118368032980216003E+04   -0.765040241787551167E+01    1
    0.346843719482421875E+00   -0.118359517181795945E+04   -0.765090241787540570E+01    1
    0.796519660949707031E+01   -0.118328913085822114E+04   -0.765140241787546049E+01    1
    0.796504306793212891E+01   -0.118319556020622213E+04   -0.765190241787547443E+01    1
    0.796252918243408203E+01   -0.118166409517230431E+04   -0.765240241787542530E+01    1
    0.350845336914062500E+00   -0.118115743340418862E+04   -0.765290241787547298E+01    1
    0.350983619689941406E+00   -0.118107323895686886E+04   -0.765340241787548425E+01    1
    0.353269100189208984E+00   -0.117968215112774669E+04   -0.765390241787550973E+01    1
    0.795464134216308594E+01   -0.117686536786113402E+04   -0.765440241787554321E+01    1
    0.360225677490234375E+00   -0.117545308211109204E+04   -0.765490241787552517E+01    1
    0.362549781799316406E+00   -0.117404192929333249E+04   -0.765540241787545650E+01    1
    0.362977504730224609E+00   -0.117378231806353301E+04   -0.765590241787540293E+01    1
    0.365653514862060547E+00   -0.117215874815242523E+04   -0.765640241787537423E+01    1
    0.794680309295654297E+01   -0.117210667147862023E+04   -0.765690241787544323E+01    1
    0.366365909576416016E+00   -0.117172672218826551E+04   -0.765740241787551046E+01    1
    0.374049663543701172E+00   -0.116707213337951362E+04   -0.765790241787553860E+01    1
    0.376636981964111328E+00   -0.116550693906947208E+04   -0.765840241787555254E+01    1
    0.793586683273315430E+01   -0.116548356077906283E+04   -0.765890241787552295E+01    1
    0.793538331985473633E+01   -0.116519118217848882E+04   -0.765940241787548270E+01    1
    0.378062248229980469E+00   -0.116464518394811171E+04   -0.765990241787540960E+01    1
    0.378717899322509766E+00   -0.116424886844221464E+04   -0.766040241787546083E+01    1
    0.793122148513793945E+01   -0.116267608146927023E+04   -0.766090241787550408E+01    1
    0.793059730529785156E+01   -0.116229911298251318E+04   -0.766140241787546916E+01    1
    0.385773181915283203E+00   -0.115998857759459997E+04   -0.766190241787546533E+01    1
    0.389463424682617188E+00   -0.115776341851784218E+04   -0.766240241787542953E+01    1
    0.389652252197265625E+00   -0.115764961705714313E+04   -0.766290241787547899E+01    1
    0.792129182815551758E+01   -0.115668653554131561E+04   -0.766340241787555687E+01    1
    0.391733646392822266E+00   -0.115639559261072259E+04   -0.766390241787555127E+01    1
    0.394924640655517578E+00   -0.115447438834994114E+04   -0.766440241787552967E+01    1
    0.398143291473388672E+00   -0.115253818331941056E+04   -0.766490241787550630E+01    1
