0.36737E+03 0.68704E+00 0.00000E+01 208074 0 0 11528 0.31380E+02 0.00000E+01 0.36737E+03 0.00000E+01 0.00000E+01 0
1 376.41 21.887 2.8426 11041.0 376.41
2 366.49 6.0483 1.141 2894.9 366.49
3 368.57 2.5962 0.68873 1351.6 368.57
4 369.91 6.2128 1.1612 2404.4 369.91
5 367.7 2.6721 0.71055 1389.2 367.7
6 367.21 1.2325 0.46412 884.55 367.21
7 377.23 6.5532 1.201 2380.4 377.23
8 366.7 2.627 0.70044 1100.3 366.7
9 369.03 1.2178 0.45633 926.21 369.03
10 373.08 6.3215 1.1715 2776.3 373.08
11 365.68 2.6043 0.69635 1224.1 365.68
12 366.31 1.2248 0.46236 926.92 366.31
13 373.82 20.392 2.6669 9390.0 373.82
14 358.73 6.0403 1.1641 2485.6 358.73
15 365.05 2.6021 0.69695 1397.2 365.05
16 373.43 20.538 2.6886 10443.0 373.43
17 367.88 6.2761 1.1795 2690.6 367.88
18 371.97 2.6475 0.69591 1299.8 371.97
19 351.94 19.599 2.7224 10041.0 351.94
20 366.69 6.112 1.1524 2308.9 366.69
21 368.5 2.6335 0.69876 1531.7 368.5
22 368.39 21.074 2.7967 10755.0 368.39
23 368.73 6.2696 1.1756 2676.2 368.73
24 367.67 2.6269 0.69858 1244.4 367.67
25 349.81 19.78 2.7644 9682.4 349.81
26 361.54 6.3057 1.2058 2619.0 361.54
27 364.43 2.619 0.70267 1199.2 364.43
