eta_b_leading,pt_l1,pt_l2,pt_l_leading,pt_l_trailing,eta_l1,eta_l2,eta_l_leading,eta_l_trailing,pt_ll,m_ll,DeltaPhi_ll,DeltaEta_ll,pt_b_leading,pt_b_trailing,eta_b_leading,eta_b_trailing,pt_bb,m_bb,
1.20433,38.0039,193.39,193.39,38.0039,1.68473,0.168184,0.168184,1.68473,157.414,221.733,3.43644,1.51654,614.053,230.055,1.20433,-0.19459,385.875,942.532,
0.436562,124.199,114.571,124.199,114.571,0.837452,0.143857,0.837452,0.143857,29.0742,251.576,2.9111,0.693595,800.717,163.832,0.436562,0.0688422,825.923,516.06,
-0.108105,174.538,20.3918,174.538,20.3918,-1.49533,0.505486,-1.49533,0.505486,172.523,167.082,1.72809,0.989841,363.088,216.85,-0.108105,-1.69192,198.202,734.539,
0.262458,55.0642,485.381,485.381,55.0642,-1.46577,0.38397,0.38397,-1.46577,473.206,434.56,1.84944,1.0818,939.922,57.6396,0.262458,-1.23812,977.545,431.812,
1.04603,593.65,83.0918,593.65,83.0918,-0.543224,-1.04446,-0.543224,-1.04446,511.761,456.875,2.98356,-0.501234,1552.25,1155.51,1.04603,-1.00565,2267.86,3576.09,
-0.35867,237.559,57.6541,237.559,57.6541,-0.0776569,-0.561962,-0.0776569,-0.561962,183.737,238.049,3.46193,-0.484305,72.0497,32.5268,-0.35867,0.421153,39.7295,104.705,
0.268566,492.729,967.775,967.775,492.729,-0.721074,0.488609,0.488609,-0.721074,515.769,1629.17,2.84967,0.232465,947.583,390.123,0.268566,-1.23913,1096.26,1264.84,
0.489355,65.4487,469.101,469.101,65.4487,-1.3925,0.513126,0.513126,-1.3925,449.819,482.697,1.93725,0.87937,601.056,201.861,0.489355,0.531169,402.612,694.92,
0.143384,95.6378,264.882,264.882,95.6378,-2.06773,-1.01856,-1.01856,-2.06773,169.244,363.139,3.14167,1.04918,232.021,96.0245,0.143384,-1.4088,174.639,377.58,
1.2498,210.431,174.678,210.431,174.678,0.358911,1.66395,0.358911,1.66395,49.0607,466.808,2.96613,-1.30504,347.726,161.497,1.2498,0.00641326,192.493,566.565,
-2.23527,92.266,251.259,251.259,92.266,-1.88682,1.63443,1.63443,-1.88682,176.154,908.569,2.63822,0.25239,327.693,268.979,-2.23527,1.21431,59.1647,1718.87,
-0.669814,34.2507,616.322,616.322,34.2507,-0.904499,0.436406,0.436406,-0.904499,586.666,350.803,3.65146,0.468093,666.442,329.45,-0.669814,-1.89797,695.856,939.486,
1.56557,145.906,333.316,333.316,145.906,-0.678989,-0.698017,-0.698017,-0.678989,190.032,439.953,2.99883,-0.0190274,326.261,185.325,1.56557,-0.276403,198.218,701.925,
-1.50091,126.336,132.115,132.115,126.336,-1.14521,-1.46228,-1.46228,-1.14521,6.01571,261.635,3.15451,-0.317076,537.662,200.914,-1.50091,-1.81681,338.09,664.954,
0.156161,413.956,315.33,413.956,315.33,-0.804435,-0.555443,-0.804435,-0.555443,124.07,724.292,2.93287,0.248992,732.901,284.336,0.156161,-1.36259,744.747,1029.9,
-0.706282,39.9074,61.7117,61.7117,39.9074,2.16762,-0.497519,-0.497519,2.16762,42.8978,197.792,2.3788,1.6701,212.96,83.0268,-0.706282,2.46902,163.551,670.464,
1.20068,366.052,169.514,366.052,169.514,-1.49354,-1.05379,-1.49354,-1.05379,198.287,509.615,3.24711,0.439749,230.918,121.007,1.20068,-1.74182,113.389,765.872,
-0.818977,55.757,592.244,592.244,55.757,-0.524889,0.469383,0.469383,-0.524889,542.176,401.715,3.57609,0.0555054,417.622,103.417,-0.818977,0.913503,314.393,581.601,
0.722229,88.135,387.514,387.514,88.135,2.01626,1.07492,1.07492,2.01626,372.658,346.315,1.8536,0.941339,738.373,130.819,0.722229,1.4272,783.713,437.543,
1.41146,81.3594,142.942,142.942,81.3594,-1.11982,1.85557,1.85557,-1.11982,83.2944,498.615,2.61547,-0.735753,472.908,364.587,1.41146,-1.12838,144.407,1592.24,
-1.56843,226.616,314.82,314.82,226.616,-0.734954,-1.20762,-1.20762,-0.734954,454.847,320.164,1.16428,-0.472669,1563.65,213.178,-1.56843,-0.941848,1378.62,1179.86,
-0.730396,315.907,343.418,343.418,315.907,1.02216,1.07561,1.07561,1.02216,307.044,583.733,2.17607,-0.0534516,1107.82,749.626,-0.730396,1.20451,915.828,2611.52,
-0.703974,348.346,38.9405,348.346,38.9405,0.860387,-0.950425,0.860387,-0.950425,377.862,255.447,0.746289,-0.0900382,1519.57,493.362,-0.703974,-0.891105,1074.02,1710.21,
-0.452163,215.648,541.652,541.652,215.648,-0.536494,-0.395545,-0.395545,-0.536494,335.969,680.407,2.90339,0.140949,308.354,169.415,-0.452163,0.0141206,141.976,468.803,
2.32231,166.466,161.151,166.466,161.151,1.85756,0.496533,1.85756,0.496533,28.0394,405.462,2.9733,1.36103,298.89,166.296,2.32231,-0.222844,135.912,857.997,
1.41321,375.236,715.904,715.904,375.236,0.517878,-0.726916,-0.726916,0.517878,843.47,975.705,1.46241,-0.209038,1531.5,1324.14,1.41321,-1.97744,1785.96,7821.6,
0.878512,109.864,101.761,109.864,101.761,-1.64217,-0.772373,-1.64217,-0.772373,194.474,126.373,0.81138,0.869797,1520.92,616.514,0.878512,-1.15754,907.039,3029.18,
-1.56916,64.3203,226.297,226.297,64.3203,-1.67965,-0.26095,-0.26095,-1.67965,173.331,298.272,2.62442,1.4187,402.712,59.1311,-1.56916,-0.894186,406.619,244.03,
-1.0575,371.774,182.118,371.774,182.118,-0.790187,1.61904,-0.790187,1.61904,295.992,918.216,2.2378,-0.828854,917.804,345.057,-1.0575,1.33094,639.79,2008.02,
0.645799,389.693,356.548,389.693,356.548,0.895261,-0.443771,0.895261,-0.443771,406.166,824.958,4.28961,0.45149,832.372,51.2831,0.645799,-1.23171,796.04,589.633,
2.18666,185.827,122.553,185.827,122.553,-0.317113,-1.93594,-0.317113,-1.93594,119.582,393.326,2.45584,-1.61883,200.692,194.642,2.18666,-1.89886,142.548,1543.3,
-1.46694,156.739,150.985,156.739,150.985,-1.62734,0.420357,-1.62734,0.420357,97.0367,473.717,2.50102,1.20699,293.498,147.137,-1.46694,0.268712,180.882,572.542,
1.18512,57.9845,93.4246,93.4246,57.9845,-0.691836,-1.33951,-1.33951,-0.691836,150.955,49.9028,0.159354,-0.647679,674.601,454.739,1.18512,-1.15507,446.369,1917.68,
0.226649,512.201,74.5449,512.201,74.5449,1.16979,-0.0516736,1.16979,-0.0516736,437.734,465.909,3.09944,1.11812,432.125,87.0031,0.226649,1.29333,382.974,412.226,
0.518714,114.953,188.157,188.157,114.953,-1.63418,-0.25325,-0.25325,-1.63418,179.437,328.497,1.96013,1.38093,1204.57,1130.2,0.518714,-1.21516,744.849,3181.68,
-2.17252,497.039,354.352,497.039,354.352,-0.687226,0.663167,-0.687226,0.663167,381.506,975.895,4.01188,0.0240589,529.539,268.67,-2.17252,0.576358,621.214,1482.91,
1.62019,167.761,244.14,244.14,167.761,-0.891823,1.80939,1.80939,-0.891823,94.1609,831.747,2.86864,-0.91757,274.412,35.2927,1.62019,0.0972264,244.991,252.12,
0.842441,152.362,285.026,285.026,152.362,0.387909,0.110759,0.110759,0.387909,165.097,409.156,2.66554,0.27715,365.691,192.165,0.842441,-0.369596,457.955,467.011,
0.216984,34.4311,138.548,138.548,34.4311,-1.20311,-1.20905,-1.20905,-1.20311,104.232,138.05,3.07083,-0.00593645,534.64,237.826,0.216984,-1.26596,302.153,916.664,
2.09658,40.5628,95.9878,95.9878,40.5628,1.66549,-2.20526,-2.20526,1.66549,100.374,433.21,4.61153,-0.539763,217.978,120.069,2.09658,-1.45068,133.826,976.503,
-1.4428,63.6374,589.284,589.284,63.6374,0.331111,0.178348,0.178348,0.331111,579.521,302.223,1.77842,0.152763,715.829,398.516,-1.4428,0.0442254,671.761,1243.62,
0.542506,47.318,22.1768,47.318,22.1768,1.03098,-0.120408,1.03098,-0.120408,47.1258,64.5023,4.46694,0.910577,537.237,286.961,0.542506,-0.209628,276.015,833.442,
-0.6909,97.9847,39.4882,97.9847,39.4882,-0.683076,1.20676,-0.683076,1.20676,87.9134,172.116,4.25296,-0.52368,488.232,219.791,-0.6909,1.77564,275.676,1218.26,
0.56345,51.6606,943.731,943.731,51.6606,0.986074,-0.200485,-0.200485,0.986074,895.852,515.109,2.76703,0.785589,813.329,686.158,0.56345,0.993037,1097.97,1071.26,
-0.295908,459.686,89.2105,459.686,89.2105,0.0132702,-0.752955,0.0132702,-0.752955,545,171.869,0.323771,-0.739685,2149.44,39.5882,-0.295908,-0.165987,2117.97,555.715,
0.489984,226.657,259.589,259.589,226.657,-0.757948,0.284249,0.284249,-0.757948,38.8928,552.113,3.22693,0.473699,371.031,155.395,0.489984,0.292907,219.97,480.727,
1.06186,66.5012,94.055,94.055,66.5012,-1.69521,0.278002,0.278002,-1.69521,63.6534,234.695,3.88407,1.41721,411.811,100.165,1.06186,-1.12455,312.463,673.802,
0.601958,234.58,31.5102,234.58,31.5102,1.06077,-0.550001,1.06077,-0.550001,265.186,155.503,0.255637,0.510766,894.095,81.4068,0.601958,-0.878885,880.412,606.413,
-0.757969,50.8999,83.3783,83.3783,50.8999,-0.597817,0.199953,0.199953,-0.597817,40.681,138.647,2.76331,0.397864,472.473,340.493,-0.757969,-0.00845054,132.294,859.185,
-0.819732,183.516,61.5092,183.516,61.5092,-0.815452,-0.197909,-0.815452,-0.197909,200.375,155.981,1.45141,0.617543,909.072,427.598,-0.819732,0.205454,582.823,1375.76,
-0.690348,63.7653,23.9121,63.7653,23.9121,-2.18251,0.0449708,-2.18251,0.0449708,46.4267,129.581,2.52183,2.13754,393.303,69.1866,-0.690348,-1.13168,324.679,337.659,
0.326565,22.3793,295.052,295.052,22.3793,-0.223406,-1.69901,-1.69901,-0.223406,315.442,135.802,0.440178,-1.47561,569.414,267.57,0.326565,-1.02057,461.723,899.097,
2.25029,46.8084,30.1519,46.8084,30.1519,1.77746,-2.22521,1.77746,-2.22521,41.5461,280.471,2.07921,-0.447748,210.533,30.1328,2.25029,-1.08868,196.318,431.587,
1.63144,87.8295,80.3202,87.8295,80.3202,-0.546656,-0.268239,-0.546656,-0.268239,99.0219,137.911,1.88496,0.278416,829.632,397.101,1.63144,-0.30606,446.986,1726.45,
0.597627,38.6354,511.944,511.944,38.6354,0.380921,0.0931195,0.0931195,0.380921,473.59,283.726,3.2577,0.287802,551.714,368.679,0.597627,-1.1925,503.899,1199.54,
1.78861,379.34,63.2095,379.34,63.2095,0.529309,-0.836254,0.529309,-0.836254,332.387,370.778,3.81747,-0.306944,428.281,53.047,1.78861,-0.820877,395.525,583.728,
1.85923,25.2175,170.487,170.487,25.2175,1.29969,-0.57909,-0.57909,1.29969,145.681,193.071,2.9745,0.720605,210.535,146.603,1.85923,-0.316965,131.639,569.341,
-1.23753,33.9635,124.389,124.389,33.9635,1.42397,0.771941,0.771941,1.42397,121.527,110.306,4.49075,0.652028,504.93,123.995,-1.23753,1.18675,381.158,915.34,
1.22074,219.843,359.581,359.581,219.843,1.53561,-0.217952,-0.217952,1.53561,142.795,792.124,3.03702,1.31766,396.132,31.7008,1.22074,-0.476342,379.849,291.549,
0.984068,368.79,86.9036,368.79,86.9036,-0.188845,-0.453469,-0.188845,-0.453469,452.093,74.338,0.320731,-0.264624,853.787,354.769,0.984068,-0.804811,567.795,1547.68,
-1.69038,26.2724,78.6652,78.6652,26.2724,-1.51353,0.54827,0.54827,-1.51353,56.173,142.235,2.6922,0.965263,707.105,136.923,-1.69038,0.584984,584.001,1063.09,
0.925205,433.73,75.3497,433.73,75.3497,-0.636224,0.00449806,-0.636224,0.00449806,411.243,322.372,1.95796,0.631726,485.535,98.0403,0.925205,-0.78572,490.647,526.149,
1.68743,332.894,252.895,332.894,252.895,0.917011,1.54931,0.917011,1.54931,98.5078,606.828,2.94317,-0.632302,383.16,192.22,1.68743,1.31806,214.562,543.422,
-0.646546,85.3235,792.478,792.478,85.3235,-0.508362,0.213553,0.213553,-0.508362,873.032,212.481,0.353279,0.294809,1354.35,307.668,-0.646546,-0.42657,1082.4,1269.3,
-1.55239,57.841,204.605,204.605,57.841,-1.04925,-0.980094,-0.980094,-1.04925,251.71,74.6787,0.696994,0.0691606,830.956,84.2511,-1.55239,-0.732468,781.944,525.75,
-1.5258,104.055,309.919,309.919,104.055,-1.54306,-0.619247,-0.619247,-1.54306,256.323,367.707,2.26322,0.923811,657.166,484.575,-1.5258,0.646707,661.571,1749.69,
0.402116,284.649,50.3543,284.649,50.3543,-1.04244,-0.0512054,-1.04244,-0.0512054,333.216,128.332,0.289679,0.991232,1277.7,257.182,0.402116,0.00721068,1050.13,1142.43,
-0.0418543,62.3082,27.4497,62.3082,27.4497,1.65227,-0.856787,1.65227,-0.856787,56.1371,150.497,4.26351,0.795485,284.432,233.109,-0.0418543,1.65845,52.3403,712.582,
1.47518,174.492,113.541,174.492,113.541,0.456848,-0.0944428,0.456848,-0.0944428,61.4581,292.167,3.08565,0.362405,1091.38,269.157,1.47518,0.359122,824.052,1256.08,
1.34102,175.762,47.1173,175.762,47.1173,2.12571,-0.892482,2.12571,-0.892482,154.059,423.289,2.17271,1.23323,1008.54,699.902,1.34102,-0.44065,548.47,2349.02,
1.08986,24.9097,273.891,273.891,24.9097,0.503652,-0.628528,-0.628528,0.503652,280.861,141.842,1.33058,-0.124876,653.269,208.785,1.08986,1.67544,666.223,589.496,
1.69155,348.082,370.578,370.578,348.082,1.53857,1.51639,1.51639,1.53857,31.1746,718.028,3.2017,0.0221726,120.704,50.7956,1.69155,1.04383,69.9702,165.311,
0.529944,614.072,513.615,614.072,513.615,0.0752811,-1.08851,0.0752811,-1.08851,547.042,1204.18,2.14312,-1.01323,694.868,572.218,0.529944,-0.301048,794.176,1125,
0.429589,236.067,85.9049,236.067,85.9049,0.305775,0.891534,0.305775,0.891534,153.456,295.426,3.36414,-0.585759,312.774,54.141,0.429589,-0.0620907,268.656,258.5,
-0.898698,466.149,489.449,489.449,466.149,-0.35284,0.508265,0.508265,-0.35284,190.791,1027.94,2.74251,-0.155425,548.029,83.8111,-0.898698,1.11043,591.852,553.09,
1.36715,142.632,21.5202,142.632,21.5202,1.94435,0.654128,1.94435,0.654128,142.024,112.402,4.6086,1.29022,549.611,537.141,1.36715,1.72796,336.961,1051.87,
-0.152819,254.242,89.3191,254.242,89.3191,1.55289,0.0891234,1.55289,0.0891234,191.463,373.316,3.79873,1.46377,431.752,162.052,-0.152819,1.28798,293.533,662.351,
0.46497,216.401,169.545,216.401,169.545,-1.70927,0.180157,-1.70927,0.180157,84.307,562.795,2.77362,1.52912,262.785,219.654,0.46497,-1.27557,129.09,663.25,
0.0768913,199.825,45.7499,199.825,45.7499,2.35283,-0.598124,2.35283,-0.598124,170.21,434.007,3.91743,1.7547,604.802,513.593,0.0768913,2.4579,111.417,2001.42,
-0.675638,329.551,78.8859,329.551,78.8859,0.415818,-0.767997,0.415818,-0.767997,269.584,367.473,2.51614,-0.352179,338.298,112.674,-0.675638,-0.00513355,233.191,408.563,
1.42485,106.608,151.748,151.748,106.608,1.89959,-0.504044,-0.504044,1.89959,49.4964,460.849,3.30141,1.39555,335.708,114.976,1.42485,-1.02775,227.924,725.185,
-1.18047,114.343,463.155,463.155,114.343,-1.52798,0.861217,0.861217,-1.52798,356.734,826.244,2.81526,0.666761,503.785,99.1069,-1.18047,0.889724,420.342,699.415,
-1.30633,395.493,151.991,395.493,151.991,-0.459355,-0.801099,-0.459355,-0.801099,243.565,497.498,3.16413,-0.341743,237.106,218.126,-1.30633,-0.257895,24.4225,518.65,
-1.26701,127.697,36.0767,127.697,36.0767,-1.2858,0.979677,-1.2858,0.979677,125.17,216.354,1.78297,0.30612,405.952,350.934,-1.26701,0.215571,81.1623,970.188,
-0.13239,90.1825,31.4642,90.1825,31.4642,2.00149,0.840851,2.00149,0.840851,59.466,124.631,2.96488,1.16064,576.881,387.826,-0.13239,1.68667,189.566,1364.98,
0.781168,63.4731,288.973,288.973,63.4731,-1.75963,0.708794,0.708794,-1.75963,277.705,477.988,1.85864,1.05083,415.524,340.148,0.781168,-1.11466,265.458,1086.4,
-2.07754,259.81,324.605,324.605,259.81,-1.8228,0.747888,0.747888,-1.8228,64.7964,1130.4,3.14332,1.07491,140.133,67.4964,-2.07754,1.51831,77.4824,602.755,
0.505505,23.3519,70.5255,70.5255,23.3519,1.25296,-1.43136,-1.43136,1.25296,53.1758,164.099,3.75596,-0.178395,246.078,221.363,0.505505,-0.759964,125.166,549.946,
0.436178,168.94,508.268,508.268,168.94,0.455104,0.400144,0.400144,0.455104,663.806,135.029,0.461597,0.0549601,2222.25,156.245,0.436178,0.861669,2081.4,1178.63,
-0.0327822,301.264,205.558,301.264,205.558,1.82572,-0.0323599,1.82572,-0.0323599,143.538,720.493,2.70834,1.79336,270.557,108.141,-0.0327822,1.92993,232.637,493.212,
0.383018,60.7273,42.2448,60.7273,42.2448,-0.973648,0.921215,-0.973648,0.921215,98.9724,114.572,0.568755,0.052433,1103.63,569.015,0.383018,0.515277,538.057,1587.24,
0.848312,28.3922,698.687,698.687,28.3922,-0.172542,0.132628,0.132628,-0.172542,681.822,256.174,2.22326,0.0399145,938.808,901.51,0.848312,-0.930514,1189.18,2331.47,
0.665229,270.884,188.426,270.884,188.426,0.421879,0.909055,0.421879,0.909055,130.084,454.312,3.59069,-0.487176,578.281,45.9151,0.665229,1.18195,534.762,333.387,
-0.901423,28.1386,584.497,584.497,28.1386,0.0763558,1.11815,1.11815,0.0763558,608.911,155.162,0.532257,-1.04179,876.33,96.0901,-0.901423,2.05302,788.34,1332.75,
1.90919,45.3354,61.9576,61.9576,45.3354,-0.443632,-1.41065,-1.41065,-0.443632,32.1509,115.395,3.66688,-0.967018,302.068,175.31,1.90919,-1.66191,172.213,1405.98,
0.316749,41.5262,150.61,150.61,41.5262,-1.90111,-0.00603553,-0.00603553,-1.90111,110.464,233.999,2.92102,1.89508,439.575,430.065,0.316749,-1.37932,9.9587,1201.51,
-0.29921,140.899,113.751,140.899,113.751,1.65491,-0.502183,1.65491,-0.502183,30.9259,415.043,3.25867,1.15273,436.259,91.7395,-0.29921,1.78985,348.883,636.664,
0.570193,120.563,343.848,343.848,120.563,1.23999,-0.38569,-0.38569,1.23999,228.572,547.13,2.90095,0.854303,311.992,129.001,0.570193,0.127507,186.587,409.628,
-0.26197,119.698,647.702,647.702,119.698,1.01965,0.256925,0.256925,1.01965,630.042,489.165,4.47215,0.762722,1360.43,463.151,-0.26197,0.923571,936.716,1855.37,
2.1463,352.474,291.573,352.474,291.573,1.99664,0.86586,1.99664,0.86586,122.9,738.726,3.47614,1.13078,301.864,226.587,2.1463,-1.03281,227.632,1317.93,
0.6847,28.3788,90.8852,90.8852,28.3788,-0.596129,0.160538,0.160538,-0.596129,63.1295,108.569,2.96717,0.435592,722.459,528.474,0.6847,-0.00501211,204.191,1308.5,
0.0671687,336.533,70.1426,336.533,70.1426,1.68346,0.436472,1.68346,0.436472,277.691,360.54,3.65766,1.24699,472.771,74.1245,0.0671687,1.98974,413.882,550.073,
-0.364743,95.6243,33.912,95.6243,33.912,1.97258,-0.665959,1.97258,-0.665959,93.3959,217.207,1.8155,1.30662,343.398,191.006,-0.364743,1.50713,188.564,745.256,
-0.122415,631.575,29.0082,631.575,29.0082,-1.93155,-0.927368,-1.93155,-0.927368,636.831,225.604,1.41114,1.00418,1856.32,665.005,-0.122415,-0.519799,1290.95,2210.91,
-2.21731,143.914,120.914,143.914,120.914,-1.5759,1.35408,-1.5759,1.35408,28.9633,601.083,3.27514,0.221827,62.0897,42.418,-2.21731,0.906401,21.2553,255.625,
-0.374393,197.034,46.0089,197.034,46.0089,1.03728,-0.171534,1.03728,-0.171534,161.219,219.131,2.54002,0.865743,130.513,36.52,-0.374393,1.43669,130.706,176.967,
-2.27691,34.2352,29.8771,34.2352,29.8771,-1.77487,-0.490591,-1.77487,-0.490591,32.9723,70.3943,4.21419,1.28428,385.991,76.1388,-2.27691,-0.887138,310.637,428.986,
-0.23539,24.7137,39.8048,39.8048,24.7137,1.29492,0.0297072,0.0297072,1.29492,43.6041,63.6996,1.72073,1.26522,497.212,488.377,-0.23539,1.21123,15.9509,1254.76,
-0.148649,29.6551,36.0067,36.0067,29.6551,1.96803,-0.410924,-0.410924,1.96803,32.5889,112.863,2.1195,1.55711,454.724,114.304,-0.148649,0.759,340.499,503.806,
-1.02521,470.951,402.927,470.951,402.927,0.0421536,-0.11144,0.0421536,-0.11144,650.936,586.882,1.46634,-0.0692864,2079.29,990.676,-1.02521,-0.510786,1097.67,2962.63,
-0.11865,1269.67,122.079,1269.67,122.079,-0.244371,-0.949905,-0.244371,-0.949905,1364.36,394.832,0.712839,-0.705534,1780.24,114.557,-0.11865,-0.714463,1773.05,722.093,
0.888781,32.0152,181.408,181.408,32.0152,-0.823002,1.27615,1.27615,-0.823002,160.584,237.162,2.34809,-0.45315,428.986,328.767,0.888781,-0.806506,104.363,1037.11,
2.00295,178.486,138.003,178.486,138.003,-0.388193,0.364934,-0.388193,0.364934,308.115,140.977,5.8182,0.0232592,686.717,230.221,2.00295,0.138546,698.986,1039.64,
-1.58001,71.0314,100.21,100.21,71.0314,-0.460006,-1.18243,-1.18243,-0.460006,40.2724,177.711,3.47209,-0.722425,458.883,405.56,-1.58001,-0.750167,85.4451,935.816,
2.21679,286.596,150.329,286.596,150.329,0.760809,0.830637,0.760809,0.830637,378.273,219.142,1.10949,-0.0698279,1054.25,310.267,2.21679,0.353646,864.394,1618.48,
0.920422,65.5374,33.1752,65.5374,33.1752,-2.34929,1.08625,-2.34929,1.08625,41.1696,266.977,2.58881,1.26304,102.929,92.1337,0.920422,-1.38967,12.1292,339.88,
1.4051,75.0866,140.041,140.041,75.0866,-0.483686,0.91675,0.91675,-0.483686,74.5354,254.845,2.78318,-0.433064,227.404,219.988,1.4051,-0.915601,127.037,773.553,
0.137838,92.2724,51.8966,92.2724,51.8966,-1.01132,-0.696833,-1.01132,-0.696833,71.5139,127.075,4.0228,0.314483,561.013,78.3063,0.137838,-1.55225,500.285,562.949,
1.03786,262.469,164.454,262.469,164.454,-1.29805,-1.66739,-1.29805,-1.66739,137.112,411.606,2.67591,-0.369345,249.108,95.1543,1.03786,-0.916668,157.21,466.084,
0.0868429,55.2868,66.9246,66.9246,55.2868,-2.13345,-0.337558,-0.337558,-2.13345,76.8466,156.641,1.7929,1.79589,687.797,176.207,0.0868429,-1.4917,524.901,917.184,
1.36742,49.3807,206.799,206.799,49.3807,1.28977,1.55581,1.55581,1.28977,193.665,169.85,1.95726,-0.266038,485.779,361.869,1.36742,-1.41056,343.492,1757.22,
