eta_b_leading,pt_l1,pt_l2,pt_l_leading,pt_l_trailing,eta_l1,eta_l2,eta_l_leading,eta_l_trailing,pt_ll,m_ll,DeltaPhi_ll,DeltaEta_ll,pt_b_leading,pt_b_trailing,eta_b_leading,eta_b_trailing,pt_bb,m_bb,
0.255478,0.255478,0.255478,0.255478,0.255478,0.255478,0.255478,0.255478,0.255478,0.255478,0.255478,0.255478,0.255478,0.255478,0.255478,0.255478,0.255478,0.255478,0.255478,
-0.806271,254.588,407.373,407.373,254.588,-0.352997,-0.880155,-0.880155,-0.352997,158.72,665.203,3.00798,-0.527158,72.1075,70.756,-0.806271,-0.730507,12.2646,142.763,
1.56693,425.47,341.174,425.47,341.174,2.02819,-0.386421,2.02819,-0.386421,84.2993,1388.15,3.13966,1.64177,144.953,91.5444,1.56693,-0.701701,77.2606,391.391,
-0.495191,77.6194,254.398,254.398,77.6194,0.0207836,0.446749,0.446749,0.0207836,181.448,284.516,2.8495,-0.425965,505.823,216.854,-0.495191,0.333304,300.442,715.407,
2.28058,179.66,105.515,179.66,105.515,-0.884176,2.07183,-0.884176,2.07183,107.008,630.331,2.57359,-1.18766,183.022,166.685,2.28058,-0.972394,107.634,916.592,
-1.98463,233.615,176.471,233.615,176.471,0.741053,-1.72882,0.741053,-1.72882,68.9799,756.162,3.33217,-0.987763,158.603,65.0452,-1.98463,0.927169,156.298,442.071,
1.38746,91.2735,48.183,91.2735,48.183,-1.5584,1.90096,-1.5584,1.90096,63.5561,382.868,2.42167,-0.342556,161.771,34.6403,1.38746,-0.430569,127.208,216.5,
1.97354,276.912,224.905,276.912,224.905,0.75064,1.56178,0.75064,1.56178,61.253,539.76,3.27135,-0.811139,223.311,123.133,1.97354,0.999638,122.417,365.236,
-1.20658,194,513.273,513.273,194,-1.58967,0.586861,0.586861,-1.58967,319.476,1043.14,3.10554,1.00281,92.4624,51.8808,-1.20658,1.06931,49.2244,236.898,
1.40317,214.203,587.472,587.472,214.203,-0.486195,1.68188,1.68188,-0.486195,373.285,1168.79,3.151,-1.19569,90.337,52.2432,1.40317,0.0356131,85.1646,153.313,
1.15832,35.2961,139.148,139.148,35.2961,1.95367,-1.602,-1.602,1.95367,112.506,424.316,3.7693,0.351664,49.5881,39.5789,1.15832,-0.639201,29.6005,124.173,
-0.381114,149.516,31.9305,149.516,31.9305,1.39864,-1.51133,1.39864,-1.51133,119.991,311.242,2.79386,-0.112687,157.755,145.852,-0.381114,1.18298,102.152,388.048,
1.03356,253.12,73.153,253.12,73.153,-1.37829,1.53131,-1.37829,1.53131,180.386,614.538,3.05126,-0.153016,158.712,67.1653,1.03356,-1.32688,96.2142,366.741,
1.33716,119.076,190.63,190.63,119.076,1.10873,-1.43338,-1.43338,1.10873,101.141,574.895,2.66258,-0.324653,239.735,141.282,1.33716,-1.22382,150.561,704.311,
-1.81353,306.088,202.131,306.088,202.131,0.855635,-1.34159,0.855635,-1.34159,104.243,829.087,3.11052,-0.485958,218.265,40.9796,-1.81353,0.439345,200.243,309.3,
1.2932,37.3244,279.734,279.734,37.3244,1.83849,0.426593,0.426593,1.83849,256.95,242.924,4.00177,1.4119,318.735,127.549,1.2932,0.307876,231.212,434.323,
0.492497,471.562,369.542,471.562,369.542,0.610503,0.438756,0.610503,0.438756,118.042,835.868,3.28395,0.171747,73.91,56.4203,0.492497,1.25619,45.306,132.588,
-0.6684,234.8,212.986,234.8,212.986,-0.495227,-0.997627,-0.495227,-0.997627,29.8934,460.988,3.05016,-0.5024,142.276,87.7171,-0.6684,-0.860986,61.4587,222.889,
0.625497,111.36,77.107,111.36,77.107,1.11332,-1.90934,1.11332,-1.90934,34.539,440.445,3.0937,-0.79602,145.061,66.4381,0.625497,-1.32092,78.6301,297.054,
