0.46105E+04 0.20192E+01 0.00000E+01 2653280 0 0 146157 0.31698E+02 0.00000E+01 0.46105E+04 0.00000E+01 0.00000E+01 0
1 4490.6 103.07 1.1563 38734.0 4490.6
2 4662.5 46.01 0.70305 38569.0 4662.5
3 4626.6 25.566 0.55677 35928.0 4626.6
4 4678.5 46.526 0.70851 35249.0 4678.5
5 4622.9 24.591 0.53597 40683.0 4622.9
6 4609.9 13.522 0.41797 39234.0 4609.9
7 4512.2 109.65 1.2243 42059.0 4512.2
8 4547.2 45.615 0.71471 28037.0 4547.2
9 4629.5 24.399 0.53103 40913.0 4629.5
10 4629.7 45.988 0.70772 45197.0 4629.7
11 4574.2 23.648 0.52091 55441.0 4574.2
12 4629.4 13.729 0.42258 47990.0 4629.4
13 4694.9 112.37 1.2058 49030.0 4694.9
14 4595.1 45.843 0.71077 32186.0 4595.1
15 4632.1 23.63 0.514 30906.0 4632.1
16 4454.6 107.6 1.2169 48367.0 4454.6
17 4584.9 46.893 0.72868 34799.0 4584.9
18 4620.4 24.385 0.53177 39963.0 4620.4
19 4559.3 107.91 1.1924 44747.0 4559.3
20 4523.3 44.593 0.70238 29934.0 4523.3
21 4617.2 27.718 0.60486 133390.0 4617.2
22 4637.7 43.949 0.67516 25040.0 4637.7
23 4625.7 47.258 1.0294 362660.0 4625.7
24 4623.9 14.36 0.44253 106320.0 4623.9
25 4626.8 105.47 1.1484 42609.0 4626.8
26 4585.7 44.991 0.699 32876.0 4585.7
27 4580.6 24.272 0.5339 36368.0 4580.6
28 4493.7 106.83 1.1976 41571.0 4493.7
29 4576.6 46.313 0.72099 40753.0 4576.6
30 4639.0 26.304 0.57132 75898.0 4639.0
31 4606.4 109.03 1.1924 48578.0 4606.4
32 4579.9 46.553 0.72419 32984.0 4579.9
33 4647.5 23.874 0.51759 36840.0 4647.5
34 4640.8 107.69 1.169 42169.0 4640.8
35 4617.9 48.379 0.7464 65835.0 4617.9
36 4654.0 25.837 0.55935 62928.0 4654.0
37 4675.8 46.497 0.70849 26807.0 4675.8
38 4642.0 23.984 0.5206 35153.0 4642.0
39 4609.6 13.68 0.42288 36315.0 4609.6
40 4646.3 46.449 0.71224 43206.0 4646.3
41 4622.5 24.227 0.52808 32093.0 4622.5
42 4630.2 13.453 0.414 32048.0 4630.2
43 4702.8 108.44 1.1616 41175.0 4702.8
