0.42481E+03 0.57021E+00 0.00000E+01 183216 0 0 10559 0.24870E+02 0.00000E+01 0.42481E+03 0.00000E+01 0.00000E+01 0
1 407.86 10.89 1.302 4587.1 407.86
2 423.87 4.0648 0.66134 1653.4 423.87
3 423.7 1.9112 0.43994 988.56 423.7
4 421.25 10.788 1.2489 4495.7 421.25
5 424.68 4.0468 0.65716 1516.6 424.68
6 426.9 1.881 0.42972 1023.6 426.9
7 437.61 11.528 1.2846 4624.2 437.61
8 425.68 4.0618 0.65806 1650.5 425.68
9 424.53 1.8985 0.43616 989.74 424.53
10 428.92 11.097 1.2617 4726.7 428.92
11 423.51 4.018 0.6543 1707.6 423.51
12 425.29 1.8847 0.43222 1574.2 425.29
13 421.96 11.421 1.3199 4566.2 421.96
14 421.55 4.0812 0.66767 1711.6 421.55
15 428.36 1.8911 0.43057 1008.8 428.36
16 423.82 11.176 1.2859 4333.9 423.82
17 427.35 4.0462 0.65295 1540.6 427.35
18 425.37 1.8828 0.43168 1108.7 425.37
19 412.64 10.681 1.2622 4582.6 412.64
20 416.04 4.133 0.68508 2478.0 416.04
21 426.46 1.9369 0.44296 1133.2 426.46
22 430.86 10.849 1.2279 4280.8 430.86
23 423.53 4.1317 0.67278 1600.1 423.53
24 424.87 1.8964 0.43534 1192.9 424.87
25 422.35 10.934 1.2624 4695.4 422.35
26 422.51 4.1235 0.67307 1556.9 422.51
27 420.89 1.9628 0.45483 1214.3 420.89
28 430.91 11.386 1.2885 4374.1 430.91
29 420.78 4.0024 0.65596 1783.0 420.78
30 426.21 1.8736 0.42873 908.26 426.21
31 425.82 11.238 1.2869 3971.8 425.82
32 419.61 4.1153 0.67636 1602.4 419.61
33 425.56 1.8943 0.43413 1091.8 425.56
<lo_statistics>
<cumulated_time> 17.261517 </cumulated_time>
</lo_statistics>
