3.857098	0.053775128
3.6579628	0.071572155
3.3437524	0.031950124
4.3041105	0.06305746
3.4380841	0.048823193
3.536763	0.06307039
4.0407743	0.08656991
4.7024307	0.055767525
3.5834527	0.09814683
3.9001129	0.06787132
4.3090982	0.09418987
4.1334505	0.040404577
3.7686248	0.07162019
4.0658617	0.075758785
3.8974586	0.061346926
3.6624703	0.048405267
3.8167586	0.029540611
3.8973186	0.09423511
3.9816108	0.07136698
3.6078925	0.05390152
4.419144	0.04301134
3.2402604	0.044226356
4.1660643	0.087099195
4.000535	0.065243095
3.689804	0.06454025
4.2689576	0.056063626
4.009822	0.048061803
3.647253	0.040457346
4.062477	0.030381542
4.1129923	0.082092375
4.2368555	0.060884926
3.581391	0.043431383
3.521733	0.044031285
3.7509453	0.048352115
3.2233148	0.04986891
4.615943	0.05376593
3.1430838	0.05078681
3.7314243	0.050364688
4.021058	0.08279836
3.4230733	0.021717459
3.674218	0.06465159
3.8232563	0.061824113
3.6102204	0.05108284
3.703505	0.07798363
3.6172478	0.03687822
4.39488	0.10434078
3.7550569	0.041483596
3.5528839	0.06622591
3.5436187	0.04204434
4.018956	0.09411458
4.247613	0.060910664
3.740046	0.056310434
4.077997	0.085111715
3.9637184	0.06343198
3.5829918	0.12667716
3.7462494	0.087408334
3.8095918	0.030121323
3.8656838	0.037423477
3.762858	0.04802112
4.081983	0.05456936
4.1231513	0.043548997
3.3711667	0.066225514
3.6154797	0.077222824
3.4284859	0.032094147
3.721206	0.044595048
3.7505736	0.10360916
3.2784684	0.049103312
3.0516999	0.0856489
3.5526078	0.063895196
3.4013696	0.05578304
3.102026	0.03482755
3.9963603	0.054885108
4.0467935	0.092100754
3.4344418	0.041108124
3.523653	0.064461105
3.5312545	0.045352727
3.7297356	0.08184378
3.054214	0.05122324
3.2424862	0.0396985
3.913528	0.088393755
3.699019	0.05186235
4.2065663	0.063923456
3.680078	0.04858373
4.233615	0.064190544
4.0309935	0.043170728
3.3849876	0.03557564
3.9982834	0.06620617
4.0519753	0.03925056
3.6975627	0.02958792
3.9680505	0.06992827
4.02415	0.022661896
3.863603	0.06562929
3.5578125	0.050296534
3.7220855	0.06329347
3.798143	0.038633388
3.8682938	0.036210734
4.0048704	0.046089977
3.403094	0.04600354
4.2042084	0.028825192
3.8525357	0.062500134
