0.0	0.25	[1.6090522  0.9205313  1.4403121  1.3990736  0.91191816 0.84029007
 1.3999069  1.1252441  1.2817497  1.6230683  1.259037   1.9183815
 1.3733625  1.9008725  1.2634399  1.2471616  1.522589   0.99954534
 1.2501714  0.6534071  0.69248295 0.78919697 1.1696064  1.4531868
 1.2386785  1.4097693  1.3183215  0.57511044 1.130588   1.3376656
 0.7231469  1.2288291  1.1391172  0.79668045 1.3753548  1.4081538
 1.038964   1.693409   1.1981983  1.8587692 ]	[0.37716022 0.4124187  0.3464004  0.41170728 0.42695943 0.33864692
 0.28592926 0.41507882 0.3247531  0.35058603 0.26567546 0.24935465
 0.38226625 0.29913235 0.34465134 0.3259502  0.314945   0.38348022
 0.33080462 0.4778045  0.44703993 0.45466492 0.42366868 0.45791587
 0.41576323 0.34921867 0.42939186 0.34161937 0.3369095  0.3558861
 0.40628755 0.33448362 0.33600527 0.42289087 0.44334495 0.42109558
 0.35239503 0.32199952 0.46743697 0.25794256]
0.0	0.25	[1.3974938  0.8781805  1.3850608  1.3676403  0.7215347  0.65461826
 1.3706603  0.97473526 1.225934   1.4214327  1.2155094  1.8407562
 1.2288206  1.7750232  1.1525009  1.1403551  1.3965969  1.0235028
 1.1276622  0.49879694 0.538383   0.68914557 1.0806389  1.4391017
 1.0868223  1.2933815  1.1999478  0.5270996  1.0511878  1.1807625
 0.67139006 1.09133    1.0444093  0.65868235 1.2597587  1.2402108
 0.9232044  1.5966754  1.0405104  1.7599964 ]	[0.5534609  0.49825013 0.4112274  0.51489997 0.57206047 0.45714763
 0.34744868 0.5455807  0.38539785 0.5791456  0.33174172 0.3289885
 0.5093668  0.39105153 0.42090952 0.47442096 0.39760205 0.4668472
 0.45102584 0.63793725 0.5606511  0.58015585 0.5530024  0.5793895
 0.53428113 0.43775615 0.596809   0.41979054 0.43505427 0.4884594
 0.47182393 0.4774226  0.40154746 0.51691544 0.5370886  0.539729
 0.45288914 0.41576385 0.5380061  0.3726528 ]
0.0	0.25	[1.5070465  0.7760782  1.2168617  1.289906   0.6732459  0.67353773
 1.2650099  0.98899317 1.1052735  1.5640936  1.1652942  1.8312695
 1.1872778  1.7463958  1.0683208  1.1913991  1.3301563  0.923686
 1.1266131  0.4726653  0.45288372 0.63109255 1.0542002  1.3129444
 1.0277543  1.2016268  1.2527125  0.42506266 0.9982271  1.2093449
 0.48095322 1.1232183  0.9490905  0.5128975  1.0851641  1.192491
 0.8504987  1.5377269  0.81799173 1.8111937 ]	[0.35025346 0.40790066 0.34592777 0.4008485  0.41302153 0.32338732
 0.28393793 0.39428487 0.32341996 0.33053574 0.2598252  0.24158654
 0.37027562 0.29097944 0.34041995 0.3076018  0.3084629  0.3782683
 0.320381   0.45687607 0.43558204 0.43893468 0.40733203 0.4445378
 0.4007162  0.34314483 0.403724   0.337704   0.32727084 0.3381817
 0.40722668 0.3127459  0.33433554 0.4201554  0.438492   0.40762818
 0.34397456 0.31228468 0.47129354 0.24042338]
0.0	0.25	[ 0.9026413   0.20966434  0.8267307   0.67690516  0.06232548  0.2006855
  0.86693     0.34909582  0.65857506  0.8177028   0.7927542   1.4345784
  0.61865854  1.3146863   0.591939    0.66593647  0.9258585   0.36037207
  0.58672047 -0.27107525 -0.12577629 -0.0519309   0.4311638   0.68745804
  0.4503374   0.7294321   0.5229125  -0.04781866  0.50129986  0.59371233
 -0.04040766  0.6027279   0.46485233 -0.02705431  0.5360017   0.63696766
  0.35639906  1.1121256   0.25946093  1.3886416 ]	[0.6462342  0.5814893  0.48200855 0.6018198  0.6667286  0.53418595
 0.40687448 0.6351319  0.44981754 0.6812245  0.38852462 0.38607723
 0.5961032  0.4584192  0.48743612 0.5564632  0.46429902 0.54694813
 0.5288936  0.7429065  0.6515035  0.67607564 0.6460761  0.67785746
