0.55614E+03 0.68958E+00 0.00000E+01 205215 0 0 11587 0.20820E+02 0.00000E+01 0.55614E+03 0.00000E+01 0.00000E+01 0
1 547.61 13.515 1.2124 5206.4 547.61
2 555.16 5.0336 0.62988 2309.1 555.16
3 552.64 2.3573 0.41907 1540.1 552.64
4 551.38 13.665 1.2174 5575.3 551.38
5 553.22 4.944 0.62084 2728.8 553.22
6 556.47 2.3704 0.41849 2131.0 556.47
7 536.4 13.633 1.2485 4939.6 536.4
8 545.41 4.9558 0.63122 2113.6 545.41
9 555.57 2.3768 0.4203 1270.6 555.57
10 539.4 13.377 1.2183 5531.9 539.4
11 554.41 5.0512 0.63293 2037.0 554.41
12 555.3 2.3459 0.41504 1383.3 555.3
13 560.16 13.888 1.2179 5047.2 560.16
14 558.2 4.8847 0.60792 1832.5 558.2
15 554.82 2.2792 0.40359 1442.0 554.82
16 543.86 13.85 1.251 5273.8 543.86
17 557.98 4.8128 0.5992 2083.4 557.98
18 558.7 2.254 0.39634 1220.3 558.7
19 538.31 13.081 1.1936 4800.1 538.31
20 563.35 5.2658 0.64935 2202.7 563.35
21 559.11 2.3696 0.41638 1489.4 559.11
22 551.08 13.562 1.2089 5718.3 551.08
23 549.12 5.2158 0.65984 2502.0 549.12
24 558.31 2.4071 0.42358 2151.9 558.31
25 566.47 5.0628 0.62088 2144.2 566.47
26 554.13 2.3404 0.41494 1877.2 554.13
27 555.93 1.1577 0.28933 1730.9 555.93
28 566.36 13.312 1.1546 4982.3 566.36
29 560.19 5.2776 0.65447 2261.3 560.19
30 556.54 2.3807 0.42026 1506.0 556.54
31 558.37 13.972 1.2292 5924.6 558.37
32 557.15 5.0406 0.6285 1807.0 557.15
33 557.55 2.2398 0.39467 1363.5 557.55
<lo_statistics>
<cumulated_time> 28.38587 </cumulated_time>
</lo_statistics>
