0	-0.7	5.437857416346383
0	-0.6	3.1404350949844213
0	-0.5	1.4629152715735283
0	-0.4	0.9623433917810955
0	0.4	0.727920369940463
0	0.5	1.128730440174551
0	0.6	3.1560247610070884
0	0.7	3.962623331983523
-0.15	0	1.0142095396425599
-0.12	0	0.6906856316616358
-0.09	0	0.38051430983692014
-0.06	0	0.16978659167468038
0.06	0	0.14769488376365322
0.09	0	0.36013755432743977
0.12	0	0.6317284447674713
0.15	0	0.9881487167550126
-0.07	-0.7	5.180829952228987
-0.06	-0.6	3.195573262486418
-0.05	-0.5	2.739858202459294
-0.04	-0.4	0.45801256084908787
0.04	0.4	0.9780444542896616
0.05	0.5	1.0397911620817906
0.06	0.6	2.867415269545772
0.07	0.7	4.91654110232346
