eta_b_leading,pt_l1,pt_l2,pt_l_leading,pt_l_trailing,eta_l1,eta_l2,eta_l_leading,eta_l_trailing,pt_ll,m_ll,DeltaPhi_ll,DeltaEta_ll,pt_b_leading,pt_b_trailing,eta_b_leading,eta_b_trailing,pt_bb,m_bb,
0.0610086,0.0610086,0.0610086,0.0610086,0.0610086,0.0610086,0.0610086,0.0610086,0.0610086,0.0610086,0.0610086,0.0610086,0.0610086,0.0610086,0.0610086,0.0610086,0.0610086,0.0610086,0.0610086,
0.209094,88.8245,134.324,134.324,88.8245,-0.429979,-1.79048,-1.79048,-0.429979,135.549,239.019,1.89314,-1.3605,240.734,113.645,0.209094,-1.49915,176.508,443.437,
2.01419,129.201,145.205,145.205,129.201,2.05536,-1.09039,-1.09039,2.05536,79.7006,684.236,2.56354,0.964967,131.269,46.6708,2.01419,-1.33178,125.939,422.103,
-1.80553,67.561,88.1404,88.1404,67.561,-1.93051,1.7324,1.7324,-1.93051,47.2122,492.284,3.69943,0.19811,105.601,44.2969,-1.80553,1.07116,63.2638,304.641,
1.56861,306.511,280.921,306.511,280.921,-0.605227,1.43866,-0.605227,1.43866,186.766,902.173,2.50018,-0.83343,117.697,90.0276,1.56861,-0.136284,171.325,232.547,
0.494879,47.298,110.03,110.03,47.298,0.273124,-1.73884,-1.73884,0.273124,75.3298,219.732,3.72807,-1.46571,449.036,327.439,0.494879,-1.33076,160.019,1105.63,
1.41504,32.522,85.2011,85.2011,32.522,2.38892,-0.221634,-0.221634,2.38892,52.7355,208.428,3.09526,2.16729,225.925,183.429,1.41504,0.0252248,218.738,462.532,
0.714081,106.321,108.162,108.162,106.321,-0.514398,0.47018,0.47018,-0.514398,57.7967,233.966,2.59617,0.0442177,332.311,85.6601,0.714081,-2.18849,355.342,715.586,
0.621273,59.0281,169.008,169.008,59.0281,-1.52212,0.562327,0.562327,-1.52212,226.76,249.156,0.241793,0.95979,581.847,68.479,0.621273,-1.09245,650.127,387.886,
2.32639,53.6355,76.451,76.451,53.6355,-1.91219,1.39489,1.39489,-1.91219,72.6521,339.939,2.00408,0.517296,70.4647,59.0405,2.32639,-0.819875,11.43,325.943,
-1.01066,358.777,175.593,358.777,175.593,0.335249,-1.52698,0.335249,-1.52698,196.415,732.36,2.8583,-1.19173,223.52,40.7507,-1.01066,0.627629,200.931,245.746,
1.34928,21.182,91.7301,91.7301,21.182,-0.487725,-0.722641,-0.722641,-0.487725,87.3261,72.3262,1.89481,-0.234916,494.73,377.441,1.34928,0.41174,126.302,961.681,
-2.06871,129.863,260.533,260.533,129.863,-1.48585,0.311887,0.311887,-1.48585,131.39,526.595,3.21628,1.17396,185.65,80.9743,-2.06871,-0.334748,108.211,342.794,
-0.380457,369.473,27.0565,369.473,27.0565,-0.448919,-2.20712,-0.448919,-2.20712,348.174,275.211,2.5,-1.7582,515.872,175.199,-0.380457,-0.109826,349.947,602.533,
0.240787,84.4309,288.574,288.574,84.4309,0.163178,1.06616,1.06616,0.163178,223.896,332.049,3.73955,-0.902986,432.538,195.216,0.240787,1.45956,252.434,687.324,
1.68972,159.433,101.585,159.433,101.585,1.62103,0.298885,1.62103,0.298885,62.2753,311.346,3.32305,1.32214,220.05,67.5718,1.68972,-0.330673,162.227,378.16,
2.39159,93.3494,80.4599,93.3494,80.4599,1.84193,-0.754108,1.84193,-0.754108,66.13,334.812,2.37451,1.08782,180.778,119.638,2.39159,-0.543064,86.4685,670.03,
1.47035,205.802,80.9513,205.802,80.9513,-1.25546,1.32826,-1.25546,1.32826,177.181,489.34,4.15892,-0.0728063,212.718,140.811,1.47035,-1.91391,72.2304,971.945,
2.06691,24.9279,46.0754,46.0754,24.9279,2.10458,-0.671787,-0.671787,2.10458,45.7642,138.449,1.85767,1.43279,62.5202,52.8359,2.06691,-1.12964,11.0285,296.125,
-1.2611,80.4317,139.444,139.444,80.4317,1.1346,-1.8447,-1.8447,1.1346,81.2565,490.448,3.67535,-0.710099,111.512,50.4312,-1.2611,1.90395,92.6558,374.279,
1.29565,76.1797,153.575,153.575,76.1797,2.15067,-1.34683,-1.34683,2.15067,77.3982,640.479,3.13499,0.803837,229.028,72.2284,1.29565,-1.83275,177.576,636.319,
-1.74677,164.103,91.8134,164.103,91.8134,0.132969,-1.46987,0.132969,-1.46987,88.7107,324.596,2.71958,-1.33691,430.452,158.448,-1.74677,0.688282,279.34,957.819,
0.147809,556.017,227.21,556.017,227.21,-1.36229,-0.612691,-1.36229,-0.612691,338.277,757.223,2.9175,0.749601,129.957,111.765,0.147809,-1.63163,45.7676,341.409,
-0.157233,163.933,176.997,176.997,163.933,-2.02839,-0.178449,-0.178449,-2.02839,15.4919,497.039,3.19047,1.84994,384.53,224.327,-0.157233,-0.0464699,181.787,582.623,
0.0951939,48.8696,498.333,498.333,48.8696,-0.783989,-0.301758,-0.301758,-0.783989,453.116,316.055,2.77157,0.482231,146.095,100.76,0.0951939,-1.66393,50.0795,342.914,
1.27968,30.4139,28.0404,30.4139,28.0404,1.56036,-2.12111,1.56036,-2.12111,48.1314,182.419,1.20796,-0.560752,106.558,104.771,1.27968,-1.89039,62.5704,533.896,
1.38397,54.4861,69.8014,69.8014,54.4861,0.329323,0.841555,0.841555,0.329323,123.826,33.6809,0.173694,-0.512232,423.355,315.185,1.38397,1.21604,117.117,733.218,
0.126542,190.631,63.8085,190.631,63.8085,0.872624,0.699285,0.872624,0.699285,161.967,197.161,2.19298,0.173339,566.052,82.2934,0.126542,-0.175304,486.509,444.239,
-0.0315577,56.0883,77.8225,77.8225,56.0883,1.45427,0.505405,0.505405,1.45427,21.8127,147.276,3.16957,0.948864,354.667,249.796,-0.0315577,1.81494,139.741,862.793,
-1.23284,58.0286,102.523,102.523,58.0286,-0.95278,-0.341759,-0.341759,-0.95278,59.0011,156.802,2.63381,0.611022,349.878,213.772,-1.23284,0.107509,138.005,674.419,
1.44332,67.9518,114.196,114.196,67.9518,1.29224,0.304211,0.304211,1.29224,52.84,196.463,2.85036,0.988027,773.746,157.216,1.44332,0.70294,623.224,747.79,
-1.25283,192.051,116.978,192.051,116.978,-0.141076,-1.68796,-0.141076,-1.68796,100.591,388.265,3.59208,-1.54689,422.108,130.557,-1.25283,1.22877,291.664,880.037,
-1.94698,187.6,146.117,187.6,146.117,-1.96928,1.71309,-1.96928,1.71309,66.7278,1068.71,2.82458,0.256194,160.921,131.968,-1.94698,1.16639,28.9562,722.916,
-0.504251,179.044,357.469,357.469,179.044,-1.03144,0.705798,0.705798,-1.03144,178.63,709.11,3.10768,0.325645,145.849,119.144,-0.504251,1.25712,35.3085,372.551,
0.796864,128.775,192.061,192.061,128.775,-0.710275,-0.631164,-0.631164,-0.710275,69.9725,313.36,2.95151,0.0791112,308.487,119.349,0.796864,-1.21332,359.182,512.091,
-0.157861,119.485,327.556,327.556,119.485,-0.744135,-0.140379,-0.140379,-0.744135,221.524,406.789,3.52827,0.603756,596.226,285.503,-0.157861,-1.04516,670.366,686.639,
1.45604,106.362,35.2483,106.362,35.2483,2.07666,-0.231417,2.07666,-0.231417,78.2354,210.961,3.68074,1.84524,163.029,122.839,1.45604,-1.47136,69.1194,642.249,
