pt_l,pt_lbar,pt_l_lead,pt_l_trail,pt_ll,eta_l,eta_lbar,eta_l_lead,eta_l_trail,h_pt_l,h_pt_lbar,h_pt_l_lead,h_pt_l_trail,h_pt_ll,h_eta_l,h_eta_lbar,h_eta_l_lead,h_eta_l_trail,
217.896,150.718,217.896,150.718,277.8,0.457623,-2.02717,0.457623,-2.02717,220.159,165.262,220.159,165.262,288.353,0.468122,-1.92742,0.468122,-1.92742,
7.86498,0.0659447,7.86498,0.0659447,7.81592,1.60592,5.25633,1.60592,5.25633,120.351,77.3755,120.351,77.3755,196.349,-0.384394,1.74005,-0.384394,1.74005,
0.0308325,0.167484,0.167484,0.0308325,0.198311,-4.28389,-4.27077,-4.27077,-4.28389,127.499,125.149,127.499,125.149,26.1074,-0.988212,1.94276,-0.988212,1.94276,
3.41891,0.729869,3.41891,0.729869,3.93173,1.82167,1.74408,1.82167,1.74408,80.6721,285.862,285.862,80.6721,226.092,1.0634,-0.757569,-0.757569,1.0634,
33.6026,0.287604,33.6026,0.287604,33.3594,0.647766,-0.118728,0.647766,-0.118728,263.069,331.071,331.071,263.069,78.3475,-1.09318,-0.0268185,-0.0268185,-1.09318,
0.0668845,9.12199,9.12199,0.0668845,9.17601,-2.3676,-0.0724706,-0.0724706,-2.3676,65.2588,331.988,331.988,65.2588,275.254,-1.6632,0.636612,0.636612,-1.6632,
196.928,11.4478,196.928,11.4478,206.337,0.278293,0.274832,0.278293,0.274832,197.892,51.9158,197.892,51.9158,146.849,0.13947,2.47048,0.13947,2.47048,
13.0118,0.031633,13.0118,0.031633,13.0106,-0.69285,-3.49253,-0.69285,-3.49253,141.392,34.3829,141.392,34.3829,127.377,0.910215,-0.598482,0.910215,-0.598482,
49.4053,31.3239,49.4053,31.3239,18.0829,0.123506,-2.02341,0.123506,-2.02341,35.1389,104.963,104.963,35.1389,69.9059,1.42848,-1.31067,-1.31067,1.42848,
24.3774,197.381,197.381,24.3774,188.754,-1.23243,-0.76882,-0.76882,-1.23243,25.928,202.666,202.666,25.928,193.236,-1.24926,-0.76983,-0.76983,-1.24926,
0.0161996,0.026366,0.026366,0.0161996,0.0377936,-0.133429,0.181024,0.181024,-0.133429,247.333,453.242,453.242,247.333,206.552,-0.445382,-1.63533,-1.63533,-0.445382,
7.86569,0.508285,7.86569,0.508285,8.11955,-0.991142,-0.587861,-0.991142,-0.587861,90.8821,92.5814,92.5814,90.8821,62.4407,1.96138,-1.09324,-1.09324,1.96138,
23.1249,5.56694,23.1249,5.56694,28.6795,0.647672,0.810458,0.647672,0.810458,53.6895,397.343,397.343,53.6895,354.65,-0.358153,1.27819,1.27819,-0.358153,
0.0290558,0.0777414,0.0777414,0.0290558,0.106771,2.09318,1.96288,1.96288,2.09318,266.912,89.2999,266.912,89.2999,177.992,1.92846,-1.82387,1.92846,-1.82387,
32.0655,414.791,414.791,32.0655,445.804,0.875848,0.41621,0.41621,0.875848,88.6445,388.908,388.908,88.6445,311.28,1.12092,0.412781,0.412781,1.12092,
56.5146,64.3101,64.3101,56.5146,21.9477,0.986277,-0.262656,-0.262656,0.986277,56.1776,85.3627,85.3627,56.1776,38.1911,1.03467,-0.194007,-0.194007,1.03467,
0.973866,0.523239,0.973866,0.523239,1.49711,-1.18321,-1.18256,-1.18321,-1.18256,78.5422,109.493,109.493,78.5422,59.6531,-2.03916,2.22915,2.22915,-2.03916,
0.0982175,0.0545094,0.0982175,0.0545094,0.152309,1.53422,1.73059,1.53422,1.73059,151.436,29.2252,151.436,29.2252,123.417,0.983696,-0.313648,0.983696,-0.313648,
0.053751,0.144653,0.144653,0.053751,0.197791,5.73154,5.8297,5.8297,5.73154,119.184,26.1455,119.184,26.1455,94.4207,1.62739,-0.271985,1.62739,-0.271985,
0.00817191,32.8155,32.8155,0.00817191,32.8185,2.03304,2.02072,2.02072,2.03304,61.5483,156.221,156.221,61.5483,196.525,2.04748,-1.42226,-1.42226,2.04748,
9.05106,18.6027,18.6027,9.05106,27.6538,-0.410292,-0.410159,-0.410159,-0.410292,98.7081,321.388,321.388,98.7081,395.25,-0.599777,0.484939,0.484939,-0.599777,
44.638,12.7166,44.638,12.7166,39.7101,-0.668227,0.295291,-0.668227,0.295291,63.6607,131.004,131.004,63.6607,82.9842,-0.241745,0.176002,0.176002,-0.241745,
8.3005,0.0550808,8.3005,0.0550808,8.35556,-0.8059,-0.814177,-0.8059,-0.814177,20.2379,148.512,148.512,20.2379,140.827,-0.425194,-2.35892,-2.35892,-0.425194,
1.7132,60.3388,60.3388,1.7132,62.0476,1.4104,1.46835,1.46835,1.4104,132.343,135.544,135.544,132.343,8.43974,2.47889,-1.06304,-1.06304,2.47889,
4.86114,39.07,39.07,4.86114,43.9311,0.359087,0.36486,0.36486,0.359087,347.109,29.9264,347.109,29.9264,368.537,0.396816,-2.01903,0.396816,-2.01903,
0.30498,0.0309812,0.30498,0.0309812,0.335953,3.97296,3.97448,3.97296,3.97448,25.2515,73.3623,73.3623,25.2515,49.076,-0.175481,1.89387,1.89387,-0.175481,
31.2614,84.3529,84.3529,31.2614,111.744,-1.81817,-2.06873,-2.06873,-1.81817,49.9772,71.6123,71.6123,49.9772,75.2604,0.248759,-2.20633,-2.20633,0.248759,
13.2149,0.00136521,13.2149,0.00136521,13.2137,0.467322,4.42597,0.467322,4.42597,203.12,53.1059,203.12,53.1059,177.69,1.18307,-1.73487,1.18307,-1.73487,
0.184276,6.92427,6.92427,0.184276,7.07256,-3.46238,-0.547867,-0.547867,-3.46238,225.641,220.98,225.641,220.98,6.19364,1.46406,-1.32463,1.46406,-1.32463,
0.0141073,0.200719,0.200719,0.0141073,0.214728,1.89977,1.71778,1.71778,1.89977,45.3526,52.2087,52.2087,45.3526,88.5839,0.875443,-2.19732,-2.19732,0.875443,
198.078,8.15679,198.078,8.15679,194.796,-1.95351,1.18022,-1.95351,1.18022,140.06,103.7,140.06,103.7,36.4238,-2.42787,0.420433,-2.42787,0.420433,
0.026562,9.15394,9.15394,0.026562,9.17888,-4.65561,-1.98198,-1.98198,-4.65561,245.399,196.49,245.399,196.49,115.06,0.390757,-1.31969,0.390757,-1.31969,
92.1429,56.9302,92.1429,56.9302,35.2596,-1.99638,0.73249,-1.99638,0.73249,55.805,111.011,111.011,55.805,71.2029,0.503121,-1.70991,-1.70991,0.503121,
0.0251884,6.82293,6.82293,0.0251884,6.79917,-4.32267,-1.54506,-1.54506,-4.32267,61.4737,54.2672,61.4737,54.2672,13.1867,-1.64174,0.887255,-1.64174,0.887255,
85.8267,80.0695,85.8267,80.0695,49.0103,0.98158,-1.11529,0.98158,-1.11529,87.3556,76.0916,87.3556,76.0916,48.1351,1.01441,-1.15462,1.01441,-1.15462,
145.483,11.9375,145.483,11.9375,156.482,-0.682444,0.597638,-0.682444,0.597638,144.436,21.8571,144.436,21.8571,127.036,-0.685394,-1.02476,-0.685394,-1.02476,
234.858,396.302,396.302,234.858,212.748,0.373605,-1.18823,-1.18823,0.373605,252.653,189.302,252.653,189.302,64.1939,1.19424,-1.19977,1.19424,-1.19977,
135.905,19.067,135.905,19.067,117.841,-0.230418,-1.0713,-0.230418,-1.0713,132.863,21.3258,132.863,21.3258,151.666,-0.177578,1.77752,-0.177578,1.77752,
0.210585,114.628,114.628,0.210585,114.725,4.84516,-1.49034,-1.49034,4.84516,25.4661,355.866,355.866,25.4661,365.086,-1.58475,1.07,1.07,-1.58475,
0.13942,136.978,136.978,0.13942,137.09,5.63329,-1.09804,-1.09804,5.63329,52.866,75.6635,75.6635,52.866,61.8657,0.263464,1.12644,1.12644,0.263464,
0.00836244,8.31254,8.31254,0.00836244,8.30837,-3.57144,1.45998,1.45998,-3.57144,43.2641,43.8631,43.8631,43.2641,29.1307,0.308578,-2.19554,-2.19554,0.308578,
0.93773,50.713,50.713,0.93773,50.0866,-0.408984,-0.819661,-0.819661,-0.408984,140.065,50.6825,140.065,50.6825,91.705,-0.818132,-0.77507,-0.818132,-0.77507,
16.4367,0.0330508,16.4367,0.0330508,16.4586,1.89441,-4.39984,1.89441,-4.39984,236.732,256.583,256.583,236.732,33.9448,-1.10266,1.00344,1.00344,-1.10266,
5.26355,81.9217,81.9217,5.26355,77.8236,1.02787,2.11784,2.11784,1.02787,30.7362,84.4651,84.4651,30.7362,108.093,-2.32465,2.14321,2.14321,-2.32465,
0.0449063,0.136322,0.136322,0.0449063,0.180951,4.33226,4.21323,4.21323,4.33226,87.5376,24.6034,87.5376,24.6034,111.904,1.62705,-2.44391,1.62705,-2.44391,
24.3944,0.0524903,24.3944,0.0524903,24.3797,-1.14276,-3.5872,-1.14276,-3.5872,135.923,209.597,209.597,135.923,74.4526,-1.64226,1.77379,1.77379,-1.64226,
17.7773,8.60535,17.7773,8.60535,26.3691,1.49935,1.48746,1.49935,1.48746,76.4848,40.2818,76.4848,40.2818,91.2135,-2.09194,0.795545,-2.09194,0.795545,
0.178615,0.0269584,0.178615,0.0269584,0.205554,1.84064,1.79137,1.84064,1.79137,222.073,62.7795,222.073,62.7795,162.134,-1.67997,0.9133,-1.67997,0.9133,
0.0797144,0.0898449,0.0898449,0.0797144,0.167093,0.165378,-0.313277,-0.313277,0.165378,48.3366,91.6849,91.6849,48.3366,77.0244,-0.456141,-0.00194866,-0.00194866,-0.456141,
0.195702,0.0245892,0.195702,0.0245892,0.22022,-4.36851,-4.41702,-4.36851,-4.41702,54.5552,109.506,109.506,54.5552,72.8243,1.33754,-2.31131,-2.31131,1.33754,
0.08381,0.0454715,0.08381,0.0454715,0.129257,5.91092,5.94564,5.91092,5.94564,141.128,26.1397,141.128,26.1397,115.583,-1.95174,1.19989,-1.95174,1.19989,
321.421,40.1244,321.421,40.1244,287.208,1.38804,0.523629,1.38804,0.523629,339.037,36.2071,339.037,36.2071,308.849,1.42307,0.478664,1.42307,0.478664,
3.07467,0.458438,3.07467,0.458438,3.2452,-0.819679,-1.58115,-0.819679,-1.58115,168.213,41.0624,168.213,41.0624,129.515,-0.209863,0.945913,-0.209863,0.945913,
32.4383,8.21651,32.4383,8.21651,36.2555,-0.904941,1.5004,-0.904941,1.5004,198.646,59.5593,198.646,59.5593,257.622,-0.663868,-1.72763,-0.663868,-1.72763,
0.139627,0.221594,0.221594,0.139627,0.36122,-1.49557,-1.49606,-1.49606,-1.49557,67.8345,63.9249,67.8345,63.9249,4.22255,0.680024,-1.61931,0.680024,-1.61931,
83.5421,0.50642,83.5421,0.50642,83.0492,1.18072,-1.42967,1.18072,-1.42967,83.5757,48.9959,83.5757,48.9959,102.788,1.17687,-1.79159,1.17687,-1.79159,
2.36475,24.8934,24.8934,2.36475,24.1703,1.71498,-2.15254,-2.15254,1.71498,171.836,139.026,171.836,139.026,34.9624,-1.62779,1.94813,-1.62779,1.94813,
15.3891,54.99,54.99,15.3891,47.5083,1.15138,-1.68081,-1.68081,1.15138,25.2786,35.3861,35.3861,25.2786,10.4703,-2.09776,0.807018,0.807018,-2.09776,
16.1954,0.287432,16.1954,0.287432,16.4309,-0.570391,0.652619,-0.570391,0.652619,110.855,100.752,110.855,100.752,57.8907,0.213019,2.05709,0.213019,2.05709,
0.0355341,49.8742,49.8742,0.0355341,49.8459,5.48159,0.446583,0.446583,5.48159,260.094,178.259,260.094,178.259,154.971,-1.38311,0.83549,-1.38311,0.83549,
0.253457,0.244622,0.253457,0.244622,0.496819,1.96593,1.92132,1.96593,1.92132,350.345,244.141,350.345,244.141,106.943,-0.888162,0.753489,-0.888162,0.753489,
0.00543357,0.0182717,0.0182717,0.00543357,0.0230119,6.45732,7.36977,7.36977,6.45732,35.2276,111.144,111.144,35.2276,122.425,2.33652,-0.806358,-0.806358,2.33652,
127.768,27.2126,127.768,27.2126,151.595,-0.38388,-1.26701,-0.38388,-1.26701,121.327,53.3589,121.327,53.3589,101.739,-0.454307,1.90882,-0.454307,1.90882,
0.776867,0.903554,0.903554,0.776867,1.68042,0.907603,0.906895,0.906895,0.907603,381.361,75.3436,381.361,75.3436,306.366,1.29975,-0.62392,1.29975,-0.62392,
4.90714,94.82,94.82,4.90714,99.3777,-4.19412,-1.53866,-1.53866,-4.19412,48.2176,93.7073,93.7073,48.2176,77.9316,1.91038,-1.52988,-1.52988,1.91038,
0.0213443,0.0908301,0.0908301,0.0213443,0.111911,1.4815,0.923941,0.923941,1.4815,94.4065,68.3996,94.4065,68.3996,71.694,0.614389,-1.9469,0.614389,-1.9469,
1.33413,0.0324218,1.33413,0.0324218,1.36649,-2.6442,-2.64456,-2.6442,-2.64456,219.76,219.997,219.997,219.76,61.6069,1.32708,-0.419538,-0.419538,1.32708,
10.9423,11.4878,11.4878,10.9423,7.81473,-0.951392,-0.776728,-0.776728,-0.951392,490.676,190.904,490.676,190.904,309.283,-0.968254,-0.32318,-0.968254,-0.32318,
0.0194062,0.0268875,0.0268875,0.0194062,0.0445046,-4.92355,-6.51992,-6.51992,-4.92355,176.75,121.372,176.75,121.372,74.8225,1.26189,-1.23131,1.26189,-1.23131,
178.483,4.23227,178.483,4.23227,182.587,-0.334652,-0.386213,-0.334652,-0.386213,164.124,316.34,316.34,164.124,152.516,-0.429494,1.05722,1.05722,-0.429494,
0.100874,0.525093,0.525093,0.100874,0.625621,-2.50512,-2.52846,-2.52846,-2.50512,120.369,110.393,120.369,110.393,44.4799,-0.977752,0.703447,-0.977752,0.703447,
9.76964,0.0400745,9.76964,0.0400745,9.79633,2.13848,5.61221,2.13848,5.61221,143.612,56.1573,143.612,56.1573,98.6565,-1.75179,0.739463,-1.75179,0.739463,
13.1102,0.0169168,13.1102,0.0169168,13.1168,-1.50459,2.13797,-1.50459,2.13797,286.5,141.149,286.5,141.149,145.386,1.62805,-1.36291,1.62805,-1.36291,
0.835446,11.7995,11.7995,0.835446,11.1582,-2.80219,-1.54512,-1.54512,-2.80219,119.373,84.853,119.373,84.853,85.0133,-0.639092,1.58264,-0.639092,1.58264,
139.695,50.8727,139.695,50.8727,160.805,-0.111773,2.25927,-0.111773,2.25927,142.644,56.3571,142.644,56.3571,175.348,-0.0105712,2.23755,-0.0105712,2.23755,
2.28433,0.286811,2.28433,0.286811,2.16034,1.64612,4.93758,1.64612,4.93758,106.856,35.7678,106.856,35.7678,78.2072,2.43665,-2.36875,2.43665,-2.36875,
1.88901,2.83452,2.83452,1.88901,4.69426,4.38223,4.55597,4.55597,4.38223,116.49,245.566,245.566,116.49,150.606,-1.17301,0.950525,0.950525,-1.17301,
0.051715,5.53248,5.53248,0.051715,5.49432,-5.5462,-0.702399,-0.702399,-5.5462,285.698,93.0547,285.698,93.0547,197.181,-0.342593,-1.31987,-0.342593,-1.31987,
0.351599,0.398501,0.398501,0.351599,0.750099,-1.89628,-1.90022,-1.90022,-1.89628,20.73,57.0286,57.0286,20.73,66.3533,-2.40988,0.681778,0.681778,-2.40988,
12.1757,33.5428,33.5428,12.1757,30.9958,-2.61765,2.32832,2.32832,-2.61765,58.8304,33.6501,58.8304,33.6501,43.6001,-1.88281,2.32164,-1.88281,2.32164,
0.136714,0.0826974,0.136714,0.0826974,0.21941,3.4345,3.42933,3.4345,3.42933,44.0131,115.466,115.466,44.0131,72.1013,-0.0123538,-2.44814,-2.44814,-0.0123538,
4.35732,0.720633,4.35732,0.720633,5.04729,0.293596,0.760608,0.293596,0.760608,81.4739,246.459,246.459,81.4739,298.076,1.12558,0.184819,0.184819,1.12558,
0.101863,8.57121,8.57121,0.101863,8.65283,1.93996,-0.690225,-0.690225,1.93996,83.9741,30.1972,83.9741,30.1972,55.0103,0.157511,-1.63205,0.157511,-1.63205,
26.399,19.4681,26.399,19.4681,39.1049,-1.58613,-1.64426,-1.58613,-1.64426,254.806,21.1437,254.806,21.1437,245.787,1.09594,-1.56298,1.09594,-1.56298,
0.0647392,0.0790166,0.0790166,0.0647392,0.140977,-5.44315,-5.8143,-5.8143,-5.44315,103.244,53.5408,103.244,53.5408,50.1803,-0.811453,1.54076,-0.811453,1.54076,
9.02004,127.371,127.371,9.02004,127.309,1.94581,2.10506,2.10506,1.94581,36.8357,128.9,128.9,36.8357,100.496,-2.004,2.10553,2.10553,-2.004,
197.729,0.273874,197.729,0.273874,197.938,1.36832,2.689,1.36832,2.689,173.867,111.116,173.867,111.116,81.7707,1.08077,1.12258,1.08077,1.12258,
70.9139,62.882,70.9139,62.882,11.5948,-1.0098,-0.188263,-1.0098,-0.188263,87.3071,87.7847,87.7847,87.3071,5.72537,-0.888198,-0.204313,-0.204313,-0.888198,
15.8133,0.118182,15.8133,0.118182,15.7291,-0.765523,0.372267,-0.765523,0.372267,140.105,349.913,349.913,140.105,212.188,-0.569545,0.536078,0.536078,-0.569545,
11.0049,8.64122,11.0049,8.64122,15.9775,-2.16593,-3.35696,-2.16593,-3.35696,152.288,20.1108,152.288,20.1108,151.97,-0.342077,-2.34841,-0.342077,-2.34841,
0.0327437,0.022098,0.0327437,0.022098,0.054839,-3.97483,-4.03199,-3.97483,-4.03199,153.078,182.895,182.895,153.078,83.5007,0.971659,-0.960469,-0.960469,0.971659,
0.189109,0.136218,0.189109,0.136218,0.325326,4.29424,4.29593,4.29424,4.29593,265.725,174.126,265.725,174.126,112.574,0.656069,0.178485,0.656069,0.178485,
3.3633,3.96561,3.96561,3.3633,3.06253,0.894636,-1.31685,-1.31685,0.894636,93.3872,96.0857,96.0857,93.3872,3.08179,1.6311,-1.4254,-1.4254,1.6311,
0.00074081,0.0172598,0.0172598,0.00074081,0.017476,-7.36929,-7.02803,-7.02803,-7.36929,121.278,116.17,121.278,116.17,24.3093,0.859052,-1.17591,0.859052,-1.17591,
2.1979,1.42641,2.1979,1.42641,2.13747,-5.38345,3.93839,-5.38345,3.93839,24.1498,40.4876,40.4876,24.1498,53.5694,1.66977,-1.16226,-1.16226,1.66977,
310.946,83.9756,310.946,83.9756,228.398,0.306763,2.13019,0.306763,2.13019,295.894,100.492,295.894,100.492,195.47,0.221298,1.88134,0.221298,1.88134,
23.6669,60.8105,60.8105,23.6669,38.6719,2.47135,-1.90146,-1.90146,2.47135,24.5817,70.6832,70.6832,24.5817,72.1167,2.47281,-2.31307,-2.31307,2.47281,
0.0780494,0.0221855,0.0780494,0.0221855,0.100089,1.28484,1.21223,1.28484,1.21223,116.076,250.496,250.496,116.076,159.896,-0.268875,0.943446,0.943446,-0.268875,
32.5279,43.8452,43.8452,32.5279,76.358,1.17253,1.2304,1.2304,1.17253,360.258,298.939,360.258,298.939,108.116,0.333571,1.63633,0.333571,1.63633,
0.0567669,0.0867871,0.0867871,0.0567669,0.143554,-0.0290219,-0.0465108,-0.0465108,-0.0290219,119.308,94.1623,119.308,94.1623,32.9958,-1.53745,2.09155,-1.53745,2.09155,
15.9803,0.637858,15.9803,0.637858,16.1385,0.565379,-1.4789,0.565379,-1.4789,131.017,125.591,131.017,125.591,59.5105,1.30451,-0.99011,1.30451,-0.99011,
0.358296,0.0447597,0.358296,0.0447597,0.403004,3.04013,3.03627,3.04013,3.03627,87.6771,86.43,87.6771,86.43,4.23143,-1.14644,1.23899,-1.14644,1.23899,
77.5553,2.94005,77.5553,2.94005,76.5392,0.606866,-2.28864,0.606866,-2.28864,142.816,239.55,239.55,142.816,114.526,0.498209,-2.34032,-2.34032,0.498209,
8.13928,121.141,121.141,8.13928,123.763,-1.96284,-2.23359,-2.23359,-1.96284,65.1931,131.967,131.967,65.1931,70.5725,0.500917,-2.20415,-2.20415,0.500917,
134.627,58.4037,134.627,58.4037,76.3254,-1.53651,1.86755,-1.53651,1.86755,139.06,48.1307,139.06,48.1307,101.449,-1.56476,2.07918,-1.56476,2.07918,
5.22614,0.687407,5.22614,0.687407,4.62139,1.31687,0.729627,1.31687,0.729627,72.5087,40.0193,72.5087,40.0193,36.9337,-1.47014,2.05652,-1.47014,2.05652,
0.0374976,0.0542891,0.0542891,0.0374976,0.0917482,-1.97521,-1.89877,-1.89877,-1.97521,50.6007,55.2783,55.2783,50.6007,35.8421,-2.41339,1.68736,1.68736,-2.41339,
3.8427,0.768881,3.8427,0.768881,4.32685,-0.682042,-2.22455,-0.682042,-2.22455,290.78,178.437,290.78,178.437,119.528,1.16065,-0.51301,1.16065,-0.51301,
31.198,0.120669,31.198,0.120669,31.1471,-0.449684,-5.36241,-0.449684,-5.36241,471.749,475.03,475.03,471.749,683.351,-0.25534,-0.41136,-0.41136,-0.25534,
5.42488,15.4236,15.4236,5.42488,20.8414,-0.466253,-0.296334,-0.296334,-0.466253,80.1867,211.825,211.825,80.1867,135.28,0.633273,1.38111,1.38111,0.633273,
2.94688,0.435766,2.94688,0.435766,3.21975,2.70473,-2.09534,2.70473,-2.09534,24.8908,60.8836,60.8836,24.8908,39.6103,0.777543,-1.14943,-1.14943,0.777543,
0.0107717,0.0400938,0.0400938,0.0107717,0.0431476,0.890281,1.13789,1.13789,0.890281,27.2851,226.202,226.202,27.2851,199.254,-1.06979,-0.0436239,-0.0436239,-1.06979,
0.0265411,46.0353,46.0353,0.0265411,46.0097,-1.70279,2.09757,2.09757,-1.70279,21.552,137.809,137.809,21.552,116.321,1.32014,0.419206,0.419206,1.32014,
0.0778075,0.11225,0.11225,0.0778075,0.190003,-2.81474,-2.78519,-2.78519,-2.81474,227.062,115.808,227.062,115.808,122.27,0.638441,-1.36337,0.638441,-1.36337,
0.0855148,0.104449,0.104449,0.0855148,0.189672,0.174815,0.292475,0.292475,0.174815,117.584,98.9057,117.584,98.9057,24.8781,-1.85594,1.88954,-1.85594,1.88954,
20.6707,0.025194,20.6707,0.025194,20.6555,1.44835,0.556465,1.44835,0.556465,134.05,92.4001,134.05,92.4001,68.6359,-1.05728,1.17525,-1.05728,1.17525,
0.104612,0.176506,0.176506,0.104612,0.281117,0.103055,0.0187754,0.0187754,0.103055,123.801,150.026,150.026,123.801,72.406,0.295608,1.04891,1.04891,0.295608,
0.0500152,32.4332,32.4332,0.0500152,32.3837,-0.470545,0.925062,0.925062,-0.470545,73.0222,35.845,73.0222,35.845,66.558,-0.590091,1.34977,-0.590091,1.34977,
11.5827,0.225,11.5827,0.225,11.7911,-0.301589,-3.07827,-0.301589,-3.07827,94.0089,23.3976,94.0089,23.3976,100.848,-1.84306,1.54288,-1.84306,1.54288,
0.0352313,0.0479473,0.0479473,0.0352313,0.0831657,2.83481,2.82156,2.82156,2.83481,515.941,358.195,515.941,358.195,161.852,0.17776,-1.35941,0.17776,-1.35941,
0.10599,0.304617,0.304617,0.10599,0.410602,-0.153656,-0.130718,-0.130718,-0.153656,83.1013,36.2508,83.1013,36.2508,113.186,1.42035,-0.207881,1.42035,-0.207881,
0.0366297,0.151236,0.151236,0.0366297,0.187181,1.44401,1.57108,1.57108,1.44401,212.679,80.5812,212.679,80.5812,142.466,0.586691,-0.874224,0.586691,-0.874224,
0.0605254,9.44502,9.44502,0.0605254,9.41952,-2.49079,-0.653172,-0.653172,-2.49079,277.104,198.562,277.104,198.562,81.7902,-0.429712,-2.05511,-0.429712,-2.05511,
0.681049,1.16828,1.16828,0.681049,1.49945,-1.28421,-0.886862,-0.886862,-1.28421,47.6628,39.6579,47.6628,39.6579,27.3842,1.43053,-0.230809,1.43053,-0.230809,
0.0142457,0.0971558,0.0971558,0.0142457,0.111303,-3.68773,-3.84891,-3.84891,-3.68773,79.791,190.156,190.156,79.791,136.616,-2.38021,-0.266922,-0.266922,-2.38021,
0.223723,1.16596,1.16596,0.223723,1.38968,-0.151895,-0.149768,-0.149768,-0.151895,350.889,196.247,350.889,196.247,156.27,-1.12487,0.860647,-1.12487,0.860647,
28.0251,19.5336,28.0251,19.5336,47.5313,-1.59954,-1.65816,-1.59954,-1.65816,323.835,115.336,323.835,115.336,215.147,-1.29837,0.296767,-1.29837,0.296767,
4.49473,13.0934,13.0934,4.49473,14.2211,0.30591,2.25972,2.25972,0.30591,64.2718,39.8944,64.2718,39.8944,73.4154,-0.287261,2.21499,-0.287261,2.21499,
0.0322818,28.3763,28.3763,0.0322818,28.3558,4.94603,0.636072,0.636072,4.94603,127.731,98.0161,127.731,98.0161,64.2267,1.51263,-1.88097,1.51263,-1.88097,
0.0684902,0.00675364,0.0684902,0.00675364,0.0752177,4.32009,4.42058,4.32009,4.42058,206.612,150.307,206.612,150.307,111.606,1.75257,-1.51406,1.75257,-1.51406,
0.0450872,0.000833903,0.0450872,0.000833903,0.0458976,-1.099,-2.09306,-1.099,-2.09306,38.3328,170.534,170.534,38.3328,156.16,0.332518,0.515855,0.515855,0.332518,
46.5455,39.4355,46.5455,39.4355,85.965,1.74696,1.69347,1.74696,1.69347,76.7156,51.2034,76.7156,51.2034,31.4396,-1.95525,1.37824,-1.95525,1.37824,
37.9858,82.0427,82.0427,37.9858,105.052,-1.1346,-1.88081,-1.88081,-1.1346,38.8911,243.886,243.886,38.8911,220.917,-1.12286,-0.0623817,-0.0623817,-1.12286,
0.294062,0.135219,0.294062,0.135219,0.429166,1.5358,1.56353,1.5358,1.56353,96.2051,113.156,113.156,96.2051,31.3509,-0.689917,2.17602,2.17602,-0.689917,
40.272,34.4093,40.272,34.4093,22.0789,-1.17303,1.89234,-1.17303,1.89234,43.5044,90.868,90.868,43.5044,59.4069,-1.10218,1.25866,1.25866,-1.10218,
30.2321,1.73208,30.2321,1.73208,28.698,0.402737,1.54139,0.402737,1.54139,143.721,74.5033,143.721,74.5033,79.6479,0.996461,0.899069,0.996461,0.899069,
0.294113,32.2125,32.2125,0.294113,31.9186,6.85561,-0.764943,-0.764943,6.85561,182.974,64.341,182.974,64.341,129.813,0.740291,-1.07575,0.740291,-1.07575,
0.0735341,0.0105558,0.0735341,0.0105558,0.083797,2.26996,3.44527,2.26996,3.44527,260.539,21.5058,260.539,21.5058,239.042,-1.67656,-0.975235,-1.67656,-0.975235,
9.70194,180.441,180.441,9.70194,188.116,-1.01335,-0.781032,-0.781032,-1.01335,110.024,205.709,205.709,110.024,95.7177,1.41768,-0.7922,-0.7922,1.41768,
1.8391,26.4719,26.4719,1.8391,25.6153,-1.95895,1.65833,1.65833,-1.95895,114.966,26.0867,114.966,26.0867,109.965,-2.15673,1.67832,-2.15673,1.67832,
0.0124851,0.0019691,0.0124851,0.0019691,0.0143886,1.01594,0.848811,1.01594,0.848811,56.6764,189.491,189.491,56.6764,147.926,-0.899463,1.28079,1.28079,-0.899463,
0.0757567,3.75498,3.75498,0.0757567,3.69409,-1.74994,-1.39614,-1.39614,-1.74994,61.8153,223.631,223.631,61.8153,162.314,0.472567,-1.00843,-1.00843,0.472567,
6.26602,11.2918,11.2918,6.26602,17.5001,1.44908,1.46982,1.46982,1.44908,140.685,35.182,140.685,35.182,110.805,-1.976,0.826238,-1.976,0.826238,
0.0199757,0.453342,0.453342,0.0199757,0.473318,0.872782,0.754565,0.754565,0.872782,243.747,210.503,243.747,210.503,81.1981,0.697729,-1.44781,0.697729,-1.44781,
0.0576462,0.0760623,0.0760623,0.0576462,0.133708,-1.79558,-1.97198,-1.97198,-1.79558,249.073,71.7059,249.073,71.7059,179.468,-0.143254,1.45907,-0.143254,1.45907,
0.109006,13.4714,13.4714,0.109006,13.3667,-4.80566,1.48888,1.48888,-4.80566,43.8911,26.4885,43.8911,26.4885,54.2178,0.41065,-1.96904,0.41065,-1.96904,
0.0725916,33.594,33.594,0.0725916,33.6274,2.35235,1.62628,1.62628,2.35235,108.503,491.135,491.135,108.503,393.23,0.631147,1.5764,1.5764,0.631147,
71.2359,21.4758,71.2359,21.4758,92.7117,-0.317006,-0.317021,-0.317006,-0.317021,24.5748,88.3526,88.3526,24.5748,97.8559,-0.474011,0.115894,0.115894,-0.474011,
0.0598607,0.472562,0.472562,0.0598607,0.53242,2.76672,2.7689,2.7689,2.76672,27.2705,23.8719,27.2705,23.8719,42.2402,1.6278,-2.31694,1.6278,-2.31694,
