pt_ll
278.806
245.824
59.6184
52.6936
48.6484
126.412
54.8288
119.997
37.3807
126.415
104.15
52.5553
59.1529
77.5987
40.3685
51.3116
191.171
16.7737
59.0625
188.683
107.594
34.7011
67.9506
117.95
170.235
57.921
14.8256
55.9045
22.7333
340.407
180.762
150.379
238.354
72.5444
57.7517
21.7295
257.901
374.923
299.341
51.7753
79.0386
72.9808
114.407
41.3441
135.066
69.1948
263.629
41.0916
103.676
133.73
60.6034
119.204
26.5694
105.481
53.941
89.7321
96.0012
98.6504
53.1379
187.972
23.3899
89.1807
228.683
48.5355
79.5774
155.169
59.6302
340.39
10.8122
121.813
212.444
433.366
126.664
193.574
83.794
154.785
35.0639
70.5105
50.2175
91.0782
134.35
19.3443
17.9083
161.831
323.224
85.8522
109.866
100.175
89.633
37.4128
271.07
38.4728
200.979
127.504
77.0839
87.0836
90.6212
195.003
131.08
146.096
78.7041
69.5121
56.5756
209.024
424.102
104.632
93.6596
281.847
223.398
111.957
89.2034
134.03
76.488
264.032
56.6326
33.5364
72.8645
405.155
146.193
72.6705
320.408
51.4185
196.831
156.542
173.304
68.0361
113.792
211.711
83.7241
76.5233
47.3477
72.0855
165.2
20.8387
55.8401
116.005
70.2256
144.408
61.3731
146.286
206.631
79.6169
219.204
115.768
181.996
314.269
184.546
44.287
122.37
157.242
134.505
35.3306
193.445
234.475
127.374
183.683
48.5347
186.118
172.409
238.652
86.6186
156.178
142.953
56.2538
218.467
300.289
49.1266
15.6404
74.6775
101.296
70.5808
335.164
56.4694
82.8003
41.7579
169.113
180.018
92.9265
133.701
195.427
590.231
389.646
492.241
176.336
43.2534
369.762
109.405
339.706
42.6318
506.35
120.84
193.648
303.794
50.8003
179
48.7068
89.5518
355.189
159.999
299.602
10.5027
47.6072
201.69
138.247
250.444
200.549
197.745
36.8009
66.0448
231.994
64.0512
118.198
124.21
130.036
162.348
86.606
237.248
22.1291
218.33
126.934
83.3357
90.7416
53.5836
178.156
193.666
88.081
96.8221
56.79
59.0154
126.199
208.846
651.709
208.055
125.233
217.94
36.6647
41.542
63.5852
198.59
88.5876
83.3475
35.1188
46.7597
17.7495
77.7563
21.6844
123.071
79.7146
714.853
69.8718
160.898
21.91
339.062
40.1924
451.414
104.222
336.273
91.1304
105.094
259.207
348.209
416.139
44.3799
32.7441
48.0754
77.85
175.664
51.5362
265.852
99.9214
73.4504
75.4481
118.273
139.034
269.359
51.5296
241.42
107.86
57.5241
192.892
80.6379
127.399
88.611
36.8099
72.6067
38.355
156.781
94.5797
128.686
135.211
106.23
134.28
26.5938
85.2797
112.503
81.9565
268.321
136.65
615.452
148.634
19.0373
38.2563
81.6988
184.099
126.987
136.237
298.005
35.0812
248.706
182.093
130.272
62.3983
134.519
31.1221
147.991
106.315
52.2626
148.824
79.2115
167.574
228.429
281.476
65.3409
19.8848
10.6558
34.9002
289.907
316.882
112.388
181.544
324.803
82.3099
81.6425
99.9222
217.563
34.2134
88.7249
133.52
114.935
68
56.3722
15.2024
98.4803
82.1941
36.0178
180.377
124.686
80.0212
47.3542
66.8942
44.0284
76.6978
58.1549
122.763
87.8946
179.83
202.253
24.9293
158.946
266.66
42.396
87.5318
361.874
71.0528
164.379
67.4421
160.714
93.1604
115.563
37.4657
214.018
273.602
3.86612
36.304
238.015
117.614
32.3123
102
98.5234
233.32
105.327
81.6285
36.1448
96.6104
71.2381
463.853
44.4413
237.362
63.0317
86.6076
299.058
142.405
252.155
356.363
60.1124
70.6011
129.4
49.2959
216.843
186.342
26.4771
86.181
432.306
197.531
483.847
241.846
82.627
69.0479
32.792
100.693
117.328
88.997
42.3259
26.484
45.3892
306.957
108.527
33.1922
353.822
443.618
202.059
338.142
202.497
245.734
154.96
308.382
331.54
142.465
57.461
467.346
351.907
103.952
124.009
94.4858
94.3327
189.908
35.5115
195.823
508.936
121.645
122.404
16.4155
50.5153
70.866
260.247
67.4013
204.376
149.593
83.9677
255.221
141.077
89.8655
40.9604
75.4416
106.354
101.773
344.549
224.396
29.5825
138.148
313.138
349.931
77.9293
67.6813
37.4058
182.649
103.591
161.185
118.798
234.89
44.2928
47.5591
70.3545
58.7773
18.0032
28.3749
41.5117
158.584
130.938
443.225
72.9412
66.2004
134.98
331.93
189.096
156.306
213.733
258.678
138.094
314.845
69.1551
375.342
211.601
109.474
169.865
