b_eta_lead,h_l_pt,h_lbar_pt,h_l_pt_lead,h_l_pt_trail,h_l_eta,h_lbar_eta,h_l_eta_lead,h_l_eta_trail,h_ll_pt,h_ll_m,h_l_abs_diff_phi,h_l_diff_abs_eta,h_b_pt_lead,h_b_pt_trail,h_b_eta_lead,h_b_eta_trail,h_bb_pt,h_bb_m,
-1.07442,78.6738,154.669,154.669,78.6738,-1.08869,2.40809,2.40809,-1.08869,111.016,647.938,2.39042,-1.31941,199.077,62.2925,-1.07442,1.19919,139.152,383.148,
1.4776,249.293,72.3137,249.293,72.3137,1.40723,0.128416,1.40723,0.128416,211.756,303.833,2.24598,1.27881,283.713,187.472,1.4776,0.619009,98.7372,507.579,
0.898987,135.604,57.6023,135.604,57.6023,1.17888,-0.180771,1.17888,-0.180771,93.414,213.094,2.5515,0.998114,470.247,364.812,0.898987,1.55016,170.926,865.794,
2.29755,127.09,161.175,161.175,127.09,1.8482,-0.460889,-0.460889,1.8482,45.0866,498.303,2.93502,1.38731,179.454,35.4585,2.29755,0.0102247,158.677,270.484,
-0.585059,1064.17,353.92,1064.17,353.92,0.382883,0.842366,0.382883,0.842366,1219.88,777.035,1.25994,-0.459483,1496.37,902.94,-0.585059,0.535354,2391.89,1389.22,
-0.325881,47.1389,53.4341,53.4341,47.1389,-0.0149954,-1.69666,-1.69666,-0.0149954,19.7231,136.727,3.51621,-1.68166,422.176,182.525,-0.325881,-0.998975,240.404,587.663,
-1.50036,43.3403,44.2292,44.2292,43.3403,1.72303,-0.947022,-0.947022,1.72303,46.5048,171.716,2.02205,0.776013,321.893,250.095,-1.50036,0.937928,89.2514,1043.6,
0.377502,44.3807,158.812,158.812,44.3807,0.105893,-1.33672,-1.33672,0.105893,115.495,212.94,2.95502,-1.23082,130.699,57.6311,0.377502,-1.51932,83.708,255.167,
0.610986,410.632,60.2976,410.632,60.2976,-0.382702,0.618009,-0.382702,0.618009,350.614,354.654,3.23054,-0.235307,669.484,464.624,0.610986,-1.82257,737.34,1931.09,
1.35806,262.05,153.685,262.05,153.685,-0.378283,2.09215,-0.378283,2.09215,112.484,747.914,3.29203,-1.71387,99.0307,61.1124,1.35806,-0.0893339,75.9692,189.153,
0.253819,216.753,77.8985,216.753,77.8985,-0.159099,-0.106223,-0.159099,-0.106223,147.832,254.975,3.53454,0.0528759,495.296,273.662,0.253819,0.220301,224.228,737.101,
-0.486935,42.3503,232.194,232.194,42.3503,0.259697,0.0319429,0.0319429,0.259697,194.33,195.25,3.56336,0.227754,634.802,177.133,-0.486935,0.338457,459.787,732.184,
2.21952,36.4669,61.6737,61.6737,36.4669,2.96881,-0.531926,-0.531926,2.96881,25.2447,281.243,3.17077,2.43689,192.777,90.8729,2.21952,-0.788893,106.44,625.092,
-1.00096,43.4191,28.9061,43.4191,28.9061,2.00951,-1.38771,2.00951,-1.38771,54.5344,193.11,1.46975,0.621809,249.563,129.684,-1.00096,1.83003,123.571,786.023,
1.29015,37.5523,85.816,85.816,37.5523,0.715188,-2.40937,-2.40937,0.715188,53.4784,281.726,3.55018,-1.69418,190.637,122.241,1.29015,-2.01206,173.803,809.793,
1.40786,301.642,294.795,301.642,294.795,-0.860448,0.797793,-0.860448,0.797793,167.81,795.939,3.71155,0.062655,324.205,191.923,1.40786,-1.29136,400.287,955.922,
-1.56183,317.657,173.445,317.657,173.445,0.119735,-1.95567,0.119735,-1.95567,149.063,744.765,2.98072,-1.83593,217.643,71.1428,-1.56183,0.707758,161.001,424.01,
0.395762,82.6381,26.9005,82.6381,26.9005,1.2186,-1.40493,1.2186,-1.40493,97.5169,169.844,1.11505,-0.186327,701.271,49.2534,0.395762,-0.159877,662.455,372.216,
-0.883962,230.99,91.6286,230.99,91.6286,1.00089,-1.60061,1.00089,-1.60061,156.278,569.466,2.65057,-0.599721,45.8096,35.161,-0.883962,-0.234554,31.2788,80.3695,
2.18787,48.4371,28.4887,48.4371,28.4887,-1.89359,2.08091,-1.89359,2.08091,72.6148,267.122,0.697565,-0.187315,117.412,106.241,2.18787,1.80214,49.2281,227.675,
1.61085,133.474,151.175,151.175,133.474,1.5111,-0.859776,-0.859776,1.5111,38.1305,507.089,3.37991,0.651324,101.7,99.9155,1.61085,-0.251557,43.1917,294.014,
0.796563,201.206,173.235,201.206,173.235,0.758366,-0.563874,0.758366,-0.563874,258.999,378.784,1.61979,0.194492,597.174,43.0292,0.796563,-0.54519,639.161,263.475,
-2.02456,80.6825,167.796,167.796,80.6825,-0.690197,-2.21641,-2.21641,-0.690197,109.861,296.351,2.55805,-1.52621,192.567,176.172,-2.02456,-0.322182,41.7503,510.226,
-0.194896,87.6646,74.3226,87.6646,74.3226,1.23757,-0.113926,1.23757,-0.113926,44.3135,195.198,2.61191,1.12364,270.991,50.4331,-0.194896,0.894167,232.224,261.596,
0.424236,263.998,421.643,421.643,263.998,0.781207,1.91236,1.91236,0.781207,158.536,776.688,3.09127,-1.13115,188.246,53.7281,0.424236,1.21347,136.938,216.662,
-0.538429,186.048,545.066,545.066,186.048,0.639856,-0.974663,-0.974663,0.639856,361.636,854.83,3.00506,-0.334807,145.032,100.377,-0.538429,1.09409,46.3518,326.649,
-0.415256,41.2833,99.9903,99.9903,41.2833,-0.461379,-1.94998,-1.94998,-0.461379,62.1723,164.497,2.82168,-1.4886,365.556,317.81,-0.415256,-2.02609,90.7808,913.045,
-2.02798,201.709,168.664,201.709,168.664,1.55544,-2.35824,1.55544,-2.35824,37.6704,1331.26,3.23968,-0.802802,219.867,183.01,-2.02798,1.26474,45.8845,1079.99,
1.80144,169.603,216.803,216.803,169.603,-1.12164,1.87862,1.87862,-1.12164,160.838,889.089,2.31656,-0.756985,178.028,66.4497,1.80144,-0.468956,124.134,371.165,
0.320793,83.6091,295.413,295.413,83.6091,-1.67409,0.618129,0.618129,-1.67409,212.496,544.101,3.03254,1.05596,92.1299,34.4496,0.320793,-2.13363,59.7703,209.511,
-1.93176,158.096,133.232,158.096,133.232,1.95087,-1.29538,1.95087,-1.29538,55.436,762.691,2.79852,0.65549,101.963,99.0511,-1.93176,1.72768,39.7656,642.441,
-1.24275,338.736,192.298,338.736,192.298,0.872201,-1.51473,0.872201,-1.51473,157.067,917.467,2.91858,-0.642527,97.0511,61.9378,-1.24275,0.741026,107.922,218.102,
0.908688,252.245,23.45,252.245,23.45,-1.18519,-0.198592,-1.18519,-0.198592,228.888,172.797,3.22611,0.986597,429.086,344.128,0.908688,-1.13038,182.604,1195.68,
1.68247,59.589,96.1117,96.1117,59.589,-1.11246,0.443339,0.443339,-1.11246,64.8234,192.186,2.41826,0.669125,259.2,67.1901,1.68247,-2.40005,222.192,1027.54,
1.45986,153.75,207.135,207.135,153.75,-0.632895,-1.22882,-1.22882,-0.632895,73.1484,369.507,3.42274,-0.595928,395.793,59.7441,1.45986,-1.59415,453.634,678.912,
-0.081043,84.2855,44.703,84.2855,44.703,-0.328173,-1.35538,-0.328173,-1.35538,39.8428,139.242,3.0675,-1.02721,400.416,303.558,-0.081043,-1.9356,98.4023,1020.88,
-2.33962,26.8185,33.2899,33.2899,26.8185,-2.53095,2.37217,2.37217,-2.53095,46.3305,346.344,4.89204,0.15878,96.7932,53.8646,-2.33962,1.34329,47.0156,467.339,
0.163639,375.15,265.908,375.15,265.908,0.170908,0.70167,0.170908,0.70167,153.473,645.112,2.79861,-0.530762,276.379,100.338,0.163639,0.877412,217.51,332.204,
1.00862,42.7421,479.739,479.739,42.7421,-0.845212,-0.00159083,-0.00159083,-0.845212,453.208,288.216,2.27589,0.843621,855.975,185.341,1.00862,-1.76886,1033.06,1514.08,
-1.49747,49.2699,63.5308,63.5308,49.2699,-1.0389,0.198656,0.198656,-1.0389,15.4784,133.875,3.2492,0.840245,443.246,252.334,-1.49747,0.597819,230.109,1064.44,
1.08602,21.8478,98.6509,98.6509,21.8478,-2.01724,1.96008,1.96008,-2.01724,114.858,334.804,0.806486,0.0571563,143.482,101.299,1.08602,-1.44086,242.901,394.941,
-1.85048,72.6227,281.697,281.697,72.6227,-2.43017,0.0675411,0.0675411,-2.43017,220.745,535.01,3.64198,2.36263,462.001,130.866,-1.85048,0.690787,331.913,952.429,
0.873396,126.859,309.139,309.139,126.859,1.11649,-1.75085,-1.75085,1.11649,226.983,867.298,2.44456,-0.634359,155.597,124.245,0.873396,-1.78676,56.8039,561.547,
-1.19226,255.857,61.0857,255.857,61.0857,0.965452,-0.547738,0.965452,-0.547738,204.226,319.222,3.63798,0.417714,290.723,215.328,-1.19226,1.47661,157.895,1006.91,
-0.367387,176.835,296.194,296.194,176.835,1.20268,0.241965,0.241965,1.20268,238.282,468.14,4.07638,0.960711,660.973,48.52,-0.367387,0.488915,619.356,388.919,
0.291131,143.083,195.183,195.183,143.083,-0.778323,0.20377,0.20377,-0.778323,61.2321,373.961,3.33439,0.574553,110.823,73.1667,0.291131,-0.818226,38.5744,209.068,
-0.444567,79.5487,66.1584,79.5487,66.1584,0.990836,2.00285,0.990836,2.00285,102.04,129.169,1.59862,-1.01202,718.196,398.523,-0.444567,1.31947,349.581,1510.44,
1.94715,22.3014,105.342,105.342,22.3014,2.05334,-1.42398,-1.42398,2.05334,91.791,281.591,2.31095,0.629359,201.332,153.107,1.94715,-0.54967,75.0129,661.278,
1.12725,56.7246,211.038,211.038,56.7246,-1.65266,0.173195,0.173195,-1.65266,260.829,236.578,0.560657,1.47947,755.498,53.9809,1.12725,-2.3915,729.019,1200.55,
1.29616,80.6362,61.2164,80.6362,61.2164,1.87614,-1.04221,1.87614,-1.04221,83.918,307.973,1.90168,0.833934,164.857,147.408,1.29616,-1.91345,67.8125,805.112,
-0.894298,290.563,195.822,290.563,195.822,0.746783,-1.10205,0.746783,-1.10205,103.098,694.654,3.31227,-0.355271,67.4607,48.5023,-0.894298,0.602359,75.0128,131.112,
1.7475,285.309,125.737,285.309,125.737,0.144144,2.18339,0.144144,2.18339,160.712,593.073,3.24252,-2.03925,235.022,171.986,1.7475,-0.105882,67.5916,589.033,
0.682077,131.753,97.8942,131.753,97.8942,1.12233,-0.91631,1.12233,-0.91631,33.8631,355.714,3.13695,0.206017,344.608,64.7978,0.682077,-1.37861,296.429,463.718,
-2.39566,42.8104,30.4526,42.8104,30.4526,-1.63928,2.38454,-1.63928,2.38454,28.5522,273.611,2.41269,-0.745257,137.27,92.9715,-2.39566,1.69834,102.533,885.311,
0.585368,61.5319,62.7086,62.7086,61.5319,-1.81654,0.857464,0.857464,-1.81654,73.2852,241.983,4.40325,0.959081,257.607,189.601,0.585368,-1.59462,194.706,710.335,
-1.71252,112.33,118.961,118.961,112.33,-2.14387,0.0576746,0.0576746,-2.14387,25.1455,385.231,3.35181,2.0862,305.414,82.1706,-1.71252,0.652189,223.394,565.832,
-0.0253339,25.3135,144.249,144.249,25.3135,0.780342,-1.43683,-1.43683,0.780342,131.02,195.461,4.08582,-0.656486,523.216,339.538,-0.0253339,-1.18038,195.951,988.982,
-0.0653205,46.2328,430.594,430.594,46.2328,-0.111551,-0.292701,-0.292701,-0.111551,389.388,276.4,3.58725,-0.181149,1303.07,46.3938,-0.0653205,-0.667541,1262.01,515.893,
0.52845,43.6477,28.7685,43.6477,28.7685,-2.12357,0.374504,-2.12357,0.374504,29.9586,131.173,2.39025,1.74907,217.101,93.9522,0.52845,-2.07033,130.966,561.732,
-1.0793,99.9351,455.938,455.938,99.9351,-0.0221307,-0.194131,-0.194131,-0.0221307,506.29,232.415,5.14812,-0.172,700.036,511.972,-1.0793,-0.378833,1156.61,564.852,
1.57248,32.2403,254.97,254.97,32.2403,0.0335024,1.50256,1.50256,0.0335024,227.928,227.395,3.68198,-1.46906,417.735,105.684,1.57248,-0.882999,337.868,769.37,
-2.23878,62.5028,52.9638,62.5028,52.9638,-1.61078,-0.68162,-1.61078,-0.68162,45.2662,119.805,3.93101,0.929159,339.171,309.414,-2.23878,-0.250749,37.3622,997.818,
-1.3112,94.2946,229.95,229.95,94.2946,-1.54251,-0.271489,-0.271489,-1.54251,161.255,345.162,2.54052,1.27102,251.626,163.984,-1.3112,1.37859,376.352,748.199,
1.38635,54.7834,122.528,122.528,54.7834,-0.508953,-0.432562,-0.432562,-0.508953,168.082,56.8061,0.703545,0.0763913,541.529,125.548,1.38635,-0.699385,426.296,827.685,
1.43906,295.416,83.4874,295.416,83.4874,1.29629,-0.0858935,1.29629,-0.0858935,311.637,318.691,4.77074,1.21039,389.61,119.712,1.43906,-0.518375,420.642,581.443,
-2.25492,197.584,39.6391,197.584,39.6391,0.0755867,-1.40454,0.0755867,-1.40454,165.324,222.422,3.70073,-1.32896,259.004,190.632,-2.25492,0.693927,68.4353,1023,
-0.72311,578.793,43.0976,578.793,43.0976,0.240374,1.50228,0.240374,1.50228,619.561,219.484,0.342166,-1.26191,325.731,57.1435,-0.72311,1.03222,329.25,337.275,
-0.0243147,74.2729,83.0527,83.0527,74.2729,0.417973,0.707763,0.707763,0.417973,47.9409,151.574,2.53213,-0.28979,559.928,110.203,-0.0243147,1.46335,451.293,653.717,
2.46269,116.97,88.8196,116.97,88.8196,2.11414,-0.0409932,2.11414,-0.0409932,36.2133,333.335,3.36557,2.07315,310.851,48.372,2.46269,-0.726362,281.6,623.999,
-0.137927,248.48,260.519,260.519,248.48,-0.480037,2.18657,2.18657,-0.480037,53.1324,1030.96,3.34534,-1.70653,69.8785,36.5364,-0.137927,2.01286,34.0837,166.417,
-1.13729,80.4409,152.347,152.347,80.4409,2.4199,-0.95144,-0.95144,2.4199,137.798,606.585,2.02221,1.46846,270.363,58.1228,-1.13729,2.05139,245.347,632.211,
-0.0479847,203.618,173.643,203.618,173.643,1.30222,-0.451905,1.30222,-0.451905,105.328,520.522,2.59793,0.850317,366.942,276.89,-0.0479847,0.963325,99.9489,720.779,
-2.15892,59.3005,37.0204,59.3005,37.0204,1.53813,-2.68981,1.53813,-2.68981,39.0589,392.351,2.44276,-1.15168,140.624,63.884,-2.15892,2.05418,184.256,773.357,
0.0311526,201.852,35.4857,201.852,35.4857,-1.30884,0.776414,-1.30884,0.776414,172.113,266.285,3.66879,0.532428,510.218,501.648,0.0311526,-0.848049,43.2916,1117.67,
0.00470287,69.0837,148.767,148.767,69.0837,-0.601098,1.60102,1.60102,-0.601098,79.742,338.573,3.11141,-0.999918,299.106,130.045,0.00470287,1.88141,215.571,566.665,
-1.25076,45.7105,232.542,232.542,45.7105,-1.39429,1.07937,1.07937,-1.39429,251.171,346.559,1.23917,0.314918,459.827,106.216,-1.25076,-1.50065,416.033,391.258,
1.94695,20.9597,33.872,33.872,20.9597,-2.19854,1.73234,1.73234,-2.19854,41.8908,189.787,1.45204,0.466199,232.246,96.4403,1.94695,-2.35826,173.319,1302.42,
-0.795747,54.2478,45.9942,54.2478,45.9942,-1.20037,1.50931,-1.20037,1.50931,8.4139,206.497,3.10887,-0.308941,305.445,162.443,-0.795747,0.764939,143.247,589.347,
1.03252,258.441,62.7239,258.441,62.7239,-1.69655,0.626786,-1.69655,0.626786,197.333,445.956,3.33987,1.06977,191.564,153.671,1.03252,-2.34136,75.7283,957.052,
-0.0412093,76.1756,619.94,619.94,76.1756,-0.869374,0.0281179,0.0281179,-0.869374,544.904,477.828,3.3038,0.841256,758.638,209.789,-0.0412093,-0.399248,956.603,218.043,
0.42562,83.2415,211.054,211.054,83.2415,-0.221856,-1.05596,-1.05596,-0.221856,127.974,288.41,3.09305,-0.834103,372.289,66.9016,0.42562,-1.42464,321.357,455.711,
-0.892287,121.74,66.6154,121.74,66.6154,0.796223,-1.01875,0.796223,-1.01875,94.3686,247.941,2.26308,-0.222525,344.908,66.7393,-0.892287,0.108179,291.049,332.902,
-0.374359,308.063,224.92,308.063,224.92,-0.73858,1.395,-0.73858,1.395,140.42,848.015,2.70832,-0.656418,87.5682,58.6135,-0.374359,0.660844,47.2672,161.216,
-2.16192,142.058,115.299,142.058,115.299,-1.63493,1.1069,-1.63493,1.1069,181.563,505.66,1.58634,0.52803,237.602,48.8888,-2.16192,0.146364,264.414,328.681,
-1.00271,35.2013,58.2653,58.2653,35.2013,2.15263,0.694243,0.694243,2.15263,42.1021,110.254,2.34277,1.45839,414.493,52.1995,-1.00271,0.764248,383.663,400.756,
-1.94445,55.0551,62.8782,62.8782,55.0551,0.302975,0.0808453,0.0808453,0.302975,109.023,46.8389,5.49892,0.22213,290.91,195.832,-1.94445,1.01613,120.381,1101.67,
-1.39207,255.564,39.2736,255.564,39.2736,1.84042,-1.89034,1.84042,-1.89034,217.512,662.141,2.91129,-0.0499156,218.04,176.416,-1.39207,0.473167,358.698,454.067,
-2.05299,57.3461,82.2551,82.2551,57.3461,-1.2254,0.526457,0.526457,-1.2254,139.542,136.366,0.0591997,0.698943,346.213,43.1282,-2.05299,-0.552962,389.116,207.836,
-2.47944,31.4278,97.6966,97.6966,31.4278,0.00204029,-2.0988,-2.0988,0.00204029,66.373,177.756,3.20869,-2.09676,139.552,42.5987,-2.47944,1.19711,106.467,496.497,
-1.00944,80.4136,180.855,180.855,80.4136,-1.56024,2.46228,2.46228,-1.56024,144.584,911.4,2.24996,-0.902039,242.566,75.728,-1.00944,1.8093,206.896,575.948,
0.925906,75.2309,690.503,690.503,75.2309,1.11966,1.05846,1.05846,1.11966,615.489,455.759,3.06989,0.0611976,125.748,82.6942,0.925906,0.422984,44.2286,210.973,
0.166415,143.114,287.576,287.576,143.114,-0.341921,1.23429,1.23429,-0.341921,250.574,497.954,4.19945,-0.892366,137.156,75.2795,0.166415,0.439318,81.5993,204.358,
0.903775,251.279,158.266,251.279,158.266,-2.12985,0.776324,-2.12985,0.776324,162.513,889.489,2.46024,1.35352,146.686,110.335,0.903775,-1.53453,124.809,454.06,
1.50765,85.3029,62.73,85.3029,62.73,2.03838,-1.80233,2.03838,-1.80233,22.7936,509.848,3.18486,0.236057,214.186,92.0266,1.50765,-1.30811,122.249,609.072,
1.39918,73.7495,58.2991,73.7495,58.2991,-1.17115,0.439213,-1.17115,0.439213,40.6069,171.946,3.72243,0.731935,193.536,193.276,1.39918,-1.89829,28.4713,1042.87,
-1.08236,76.7532,170.626,170.626,76.7532,-0.460643,1.27461,1.27461,-0.460643,93.9178,320.551,3.11608,-0.813969,192.988,57.0992,-1.08236,0.931156,147.201,323.236,
-2.00426,200.226,62.6622,200.226,62.6622,-2.25702,0.391688,-2.25702,0.391688,158.621,443.959,2.42105,1.86533,245.078,140.065,-2.00426,-0.0757913,142.283,552.187,
-0.958679,127.603,85.662,127.603,85.662,-0.899195,0.866085,-0.899195,0.866085,86.1147,286.262,3.87746,0.0331101,375.42,79.8358,-0.958679,2.07539,296.346,827.356,
-0.117124,104.551,415.022,415.022,104.551,0.124045,-1.76099,-1.76099,0.124045,315.083,613.42,2.883,-1.63695,155.658,58.313,-0.117124,-1.42018,139.477,211.544,
1.30207,74.8849,74.0201,74.8849,74.0201,1.88795,-0.919875,1.88795,-0.919875,44.8973,318.236,3.75405,0.968076,310.871,71.4982,1.30207,-1.20444,248.58,563.355,
2.06119,20.7154,68.6101,68.6101,20.7154,2.72622,-0.669167,-0.669167,2.72622,71.8214,205.955,1.56311,2.05705,242.484,148.68,2.06119,-0.961564,130.307,898.978,
-1.97222,45.2768,414.545,414.545,45.2768,-1.71585,-0.197946,-0.197946,-1.71585,372.061,353.863,2.80792,1.5179,373.515,38.4035,-1.97222,-0.912522,338.22,276.406,
-0.797145,214.035,256.976,256.976,214.035,-0.881364,-0.0447428,-0.0447428,-0.881364,119.933,498.26,3.62374,0.836622,552.496,103.156,-0.797145,-0.237478,467.874,488.355,
-2.26368,24.9994,79.4818,79.4818,24.9994,-1.64382,0.844139,0.844139,-1.64382,99.6793,145.218,0.717721,0.799686,186.656,40.0389,-2.26368,1.11873,169.426,479.705,
-1.73482,25.3058,61.657,61.657,25.3058,1.69368,-1.58264,-1.58264,1.69368,40.7663,210.125,3.61308,0.11104,57.2083,57.031,-1.73482,2.0113,31.8053,379.941,
-2.23122,48.6079,39.9673,48.6079,39.9673,2.89735,-2.40279,2.89735,-2.40279,12.5019,626.951,2.93624,0.494563,65.9375,30.743,-2.23122,1.2215,88.3181,248.863,
-1.22251,126.887,48.582,126.887,48.582,1.52843,-1.22205,1.52843,-1.22205,114.809,319.604,4.26988,0.306372,159.445,94.1857,-1.22251,0.965901,80.1902,405.261,
0.253971,165.61,46.0989,165.61,46.0989,0.00186572,-0.813445,0.00186572,-0.813445,127.883,183.926,2.61466,-0.811579,302.965,274.957,0.253971,-1.72611,69.6669,882.626,
-1.41868,108.463,99.175,108.463,99.175,1.25547,1.29362,1.25547,1.29362,146.846,146.852,4.71071,-0.038151,464.442,45.3363,-1.41868,1.46428,427.696,644.678,
-0.0816533,26.4052,25.795,26.4052,25.795,1.59505,-1.35386,1.59505,-1.35386,14.0008,119.17,2.59901,0.241191,406.253,271.903,-0.0816533,1.45679,158.4,868.155,
-1.96417,84.41,122.664,122.664,84.41,0.502923,-1.4806,-1.4806,0.502923,40.4738,311.793,3.01158,-0.977681,219.14,205.119,-1.96417,1.02409,20.2309,992.744,
-1.16351,96.2685,20.2837,96.2685,20.2837,1.43232,-1.49666,1.43232,-1.49666,101.56,189.739,4.87583,-0.0643393,241.56,153.653,-1.16351,0.98582,154.396,618.798,
-1.31632,48.336,63.0326,63.0326,48.336,-1.94957,1.94636,1.94636,-1.94957,71.2648,388.84,4.509,0.00320814,159.614,55.2,-1.31632,1.9506,128.55,493.781,
-0.511209,36.3739,79.7434,79.7434,36.3739,1.95854,0.0322007,0.0322007,1.95854,71.0279,151.56,2.0427,1.92634,519.092,313.262,-0.511209,0.256837,214.906,866.69,
-2.03545,108.656,44.3319,108.656,44.3319,-0.0491424,-2.41032,-0.0491424,-2.41032,64.5184,247.264,3.21368,-2.36118,121.221,59.6076,-2.03545,0.458365,62.3185,323.226,
0.654684,324.342,78.9789,324.342,78.9789,-1.25876,1.54762,-1.25876,1.54762,252.642,687.823,3.52002,-0.288864,324.694,178.986,0.654684,-0.744177,163.068,602.058,
-0.602052,385.785,38.4951,385.785,38.4951,-1.045,1.14293,-1.045,1.14293,348.418,403.738,2.91117,-0.0979309,551.652,76.666,-0.602052,1.12328,603.558,438.732,
1.03194,88.2802,377.545,377.545,88.2802,0.955037,-0.230935,-0.230935,0.955037,293.892,428.088,2.85608,0.724101,348.597,146.126,1.03194,0.156293,232.909,484.365,
1.08027,55.4422,147.212,147.212,55.4422,1.55222,-0.704201,-0.704201,1.55222,105.351,304.034,2.56074,0.848019,362.382,210.046,1.08027,-1.35442,152.748,1014.9,
1.81889,196.405,136.702,196.405,136.702,2.36292,-1.15386,2.36292,-1.15386,151.414,969.17,2.26455,1.20906,95.2954,40.613,1.81889,-1.20555,99.6604,284.518,
1.16557,336.844,258.563,336.844,258.563,1.09072,-1.05653,1.09072,-1.05653,358.391,898.721,1.87319,0.0341886,376.815,289.612,1.16557,-0.604004,476.148,812.479,
-1.85845,22.5449,153.42,153.42,22.5449,2.16954,-1.50541,-1.50541,2.16954,130.893,378.737,3.10479,0.664131,97.6627,60.233,-1.85845,2.27305,38.1764,615.242,
1.52426,44.5828,81.269,81.269,44.5828,-1.68083,1.86929,1.86929,-1.68083,72.8146,359.924,4.24107,-0.188465,375.689,100.909,1.52426,-1.1206,327.145,762.952,
1.75646,232.694,203.528,232.694,203.528,-1.77526,0.712085,-1.77526,0.712085,101.7,811.706,2.69008,1.06317,191.378,117.801,1.75646,-1.63318,283.892,800.131,
-0.698209,62.4584,22.8254,62.4584,22.8254,-0.142834,-0.909343,-0.142834,-0.909343,57.6932,69.4573,1.96441,-0.766509,645.388,390.822,-0.698209,-0.753864,257.149,1015.74,
1.48483,307.319,156.086,307.319,156.086,1.02302,-0.400327,1.02302,-0.400327,157.654,551.928,3.34528,0.62269,254.222,30.8831,1.48483,0.908391,224.699,186.417,
-1.25624,58.9744,86.5535,86.5535,58.9744,0.899495,-1.63845,-1.63845,0.899495,138.406,238.341,5.64289,-0.738953,480.178,34.2137,-1.25624,0.982749,462.619,419.527,
1.57296,173.955,31.3907,173.955,31.3907,-0.818933,1.07446,-0.818933,1.07446,144.654,217.742,2.80853,-0.255524,121.168,96.2092,1.57296,-0.973978,96.7474,406.639,
-0.360479,226.848,30.7312,226.848,30.7312,1.36472,0.893034,1.36472,0.893034,230.64,121.376,4.76913,0.471684,694.521,102.868,-0.360479,0.899142,763.191,432.497,
-2.02995,28.8902,127.289,127.289,28.8902,0.122324,-2.14692,-2.14692,0.122324,99.0134,207.803,3.32354,-2.0246,319.402,115.672,-2.02995,1.23935,209.373,1023.69,
1.98108,57.9787,72.0027,72.0027,57.9787,1.25662,-2.1555,-2.1555,1.25662,85.045,357.863,1.72874,-0.898882,192.997,62.0714,1.98108,-1.32026,152.19,587.36,
-1.8621,39.7595,27.8296,39.7595,27.8296,-1.953,3.00293,-1.953,3.00293,16.2962,399.042,3.4769,-1.04993,50.9903,34.2722,-1.8621,1.49517,66.5622,223.074,
-0.474653,48.5811,141.014,141.014,48.5811,-0.512548,1.63368,1.63368,-0.512548,107.963,264.538,2.45413,-1.12113,330.474,42.4709,-0.474653,0.726689,288.316,285.138,
-1.7467,83.7791,184,184,83.7791,0.523814,-1.75919,-1.75919,0.523814,101.44,428.16,3.26797,-1.23537,115.08,75.7578,-1.7467,0.56173,66.0661,322.883,
-1.86784,58.7073,42.1928,58.7073,42.1928,2.08966,-2.46159,2.08966,-2.46159,80.0781,483.259,1.32911,-0.371929,80.6258,47.2234,-1.86784,1.65444,77.2115,363.428,
2.10672,95.3628,126.203,126.203,95.3628,-0.0257995,1.03707,1.03707,-0.0257995,36.7408,250.333,3.32387,-1.01127,66.2589,32.6703,2.10672,-0.362776,38.2142,174.587,
1.11618,24.658,121.203,121.203,24.658,0.419808,1.00761,1.00761,0.419808,99.2945,111.709,3.5693,-0.587807,530.622,115.663,1.11618,0.711682,447.529,479.333,
0.453077,229.496,66.0554,229.496,66.0554,0.256545,0.170944,0.256545,0.170944,188.462,227.912,2.35971,0.0856011,756.509,389.347,0.453077,0.394932,722.62,892.041,
-1.09662,29.3904,265.609,265.609,29.3904,-0.178542,0.109562,0.109562,-0.178542,236.273,178.472,3.08413,0.0689801,669.883,371.134,-1.09662,-0.132467,306.022,1123.05,
-1.29412,56.2132,248.915,248.915,56.2132,-1.60689,0.880629,0.880629,-1.60689,201.844,440.327,3.65492,0.726262,195.267,122.444,-1.29412,0.90184,156.253,496.862,
-0.476729,54.3893,430.153,430.153,54.3893,-0.0591992,0.0262911,0.0262911,-0.0591992,382.061,298.298,2.68603,0.0329081,563.691,130.478,-0.476729,0.198989,450.355,564.249,
-1.32288,71.1577,204.615,204.615,71.1577,-1.18169,0.504872,0.504872,-1.18169,180.99,309.039,2.07912,0.67682,725.706,247.129,-1.32288,0.988771,609.041,1438.25,
0.90034,94.8116,220.757,220.757,94.8116,0.849794,-0.819334,-0.819334,0.849794,133.204,393.715,3.44252,0.03046,353.961,113.836,0.90034,-1.47546,253.652,716.562,
1.08677,284.3,233.855,284.3,233.855,1.14401,-1.39368,1.14401,-1.39368,104.851,985.311,2.78319,-0.249674,128.787,71.014,1.08677,-0.734389,158.05,234.693,
-2.12301,32.2365,38.0597,38.0597,32.2365,-2.57106,2.22587,2.22587,-2.57106,64.8464,383.299,5.48759,0.345199,88.917,86.9001,-2.12301,1.74965,83.6577,617.162,
-0.945335,210.363,283.244,283.244,210.363,-1.55467,-1.01575,-1.01575,-1.55467,247.854,447.152,2.1283,0.538914,547.206,82.9346,-0.945335,-1.72248,506.153,412.984,
-0.442422,256.539,76.7707,256.539,76.7707,-0.471382,-0.447424,-0.471382,-0.447424,197.011,268.874,2.55903,0.0239574,460.808,283.178,-0.442422,0.126059,212.875,744.568,
