b_eta_lead,h_l_pt,h_lbar_pt,h_l_pt_lead,h_l_pt_trail,h_l_eta,h_lbar_eta,h_l_eta_lead,h_l_eta_trail,h_ll_pt,h_ll_m,h_l_abs_diff_phi,h_l_diff_abs_eta,h_b_pt_lead,h_b_pt_trail,h_b_eta_lead,h_b_eta_trail,h_bb_pt,h_bb_m,
-0.120154,522.145,82.2089,522.145,82.2089,0.565474,0.902691,0.565474,0.902691,557.033,244.717,1.20271,-0.337217,872.348,174.837,-0.120154,0.373351,798.677,706.766,
0.214203,266.653,25.2901,266.653,25.2901,-2.02231,1.43937,-2.02231,1.43937,241.84,477.903,3.32673,0.582941,243.983,65.7615,0.214203,-1.26396,178.247,330.354,
-1.80675,78.7666,99.6637,99.6637,78.7666,-2.38543,1.43356,1.43356,-2.38543,27.9664,610.876,2.93144,0.951867,89.0729,61.0085,-1.80675,1.89252,30.2677,480.802,
1.5166,91.8379,70.238,91.8379,70.238,-1.10891,1.91306,-1.10891,1.91306,22.8501,381.574,3.23444,-0.804148,390.163,156.844,1.5166,-0.691428,311.417,804.866,
-1.31415,168.039,119.911,168.039,119.911,-1.79148,-0.529112,-1.79148,-0.529112,71.3888,338.27,3.51521,1.26237,39.2987,33.4495,-1.31415,-1.9366,20.8425,74.9074,
1.58396,132.306,105.624,132.306,105.624,-0.989426,2.02829,-0.989426,2.02829,39.0613,559.933,3.38351,-1.03886,118.152,102.282,1.58396,-1.33858,91.0131,492.933,
-1.43546,112.7,208.814,208.814,112.7,-0.856383,0.308343,0.308343,-0.856383,159.008,337.327,3.99278,0.548041,347.705,77.6278,-1.43546,0.53589,274.637,501.441,
2.4356,46.4591,49.8847,49.8847,46.4591,2.04158,-2.27432,-2.27432,2.04158,16.2352,421.851,2.81043,-0.232748,89.0477,46.7506,2.4356,-0.906001,96.5223,345.811,
-1.90599,54.7958,147.736,147.736,54.7958,-1.44006,0.272487,0.272487,-1.44006,102.639,246.226,2.65269,1.16757,151.991,136.221,-1.90599,1.99658,190.492,1015.71,
1.99291,37.4982,29.629,37.4982,29.629,1.61774,-2.30129,1.61774,-2.30129,58.5971,234.125,1.02702,-0.683542,114.758,33.345,1.99291,-1.3061,148.084,310.95,
-0.426597,352.267,92.0307,352.267,92.0307,-0.79409,-0.28164,-0.79409,-0.28164,280.758,356.758,2.54769,0.51245,591.254,179.436,-0.426597,-1.81291,535.374,739.781,
1.23561,181.525,25.1888,181.525,25.1888,-1.85182,1.46662,-1.85182,1.46662,160.87,366.264,2.57315,0.385205,157.775,34.3986,1.23561,-1.69504,160.556,320.805,
-0.961307,318.663,288.089,318.663,288.089,1.27498,-0.678189,1.27498,-0.678189,105.08,913.14,2.80825,0.596789,150.403,146.623,-0.961307,0.810057,8.46763,422.011,
-2.19365,41.903,33.0229,41.903,33.0229,1.8888,-1.35661,1.8888,-1.35661,26.0669,194.28,2.47023,0.532191,125.803,50.5924,-2.19365,1.2424,88.2402,457.77,
1.30682,39.0508,146.825,146.825,39.0508,1.79961,-0.585577,-0.585577,1.79961,108.762,272.13,3.33507,1.21404,413.032,134.109,1.30682,-0.533223,288.153,680.94,
0.287846,253.474,138.376,253.474,138.376,1.99586,-0.10204,1.99586,-0.10204,118.229,599.623,2.99713,1.89382,424.276,370.781,0.287846,1.50075,69.1281,945.339,
-2.03947,23.2683,45.3437,45.3437,23.2683,3.54684,-0.835455,-0.835455,3.54684,33.4375,293.123,2.34772,2.71139,91.2099,34.401,-2.03947,1.90607,100.669,402.61,
-0.207808,198.131,133.157,198.131,133.157,0.107211,1.09517,0.107211,1.09517,86.1382,360.898,2.79164,-0.987961,394.96,173.543,-0.207808,1.49942,222.538,728.271,
1.74652,237.072,165.779,237.072,165.779,-0.692776,1.18602,-0.692776,1.18602,87.1537,582.535,3.39514,-0.49324,268.165,61.5989,1.74652,-1.10632,232.567,557.487,
1.54466,91.0478,50.6748,91.0478,50.6748,-1.96109,1.41582,-1.96109,1.41582,78.6024,374.072,4.18058,0.545266,131.165,40.769,1.54466,-0.308189,92.2981,216.296,
1.57511,92.1777,128.306,128.306,92.1777,1.06471,-1.50361,-1.50361,1.06471,38.1644,422.704,3.25474,-0.4389,263.37,47.3163,1.57511,-0.489065,227.037,350.333,
-1.04647,268.92,177.937,268.92,177.937,0.571511,-1.70759,0.571511,-1.70759,100.17,752.493,2.94972,-1.13608,53.2329,48.7318,-1.04647,0.135241,46.5037,112.125,
1.86136,383.091,44.244,383.091,44.244,1.20476,1.80137,1.20476,1.80137,348.39,259.72,3.77411,-0.596614,371.35,117.934,1.86136,0.946271,260.808,460.227,
-0.593952,95.6359,132.837,132.837,95.6359,-1.05777,1.41722,1.41722,-1.05777,105.345,409.52,2.2366,-0.359446,398.504,54.6681,-0.593952,2.29094,349.476,660.506,
-0.708741,746.907,91.1177,746.907,91.1177,-0.439896,-1.13725,-0.439896,-1.13725,676.805,527.901,2.48856,-0.697358,201.185,190.308,-0.708741,-1.19369,314.015,255.193,
-0.423426,106.831,118.799,118.799,106.831,-0.723387,0.143398,0.143398,-0.723387,86.1914,231.575,3.91867,0.579988,212.483,121.521,-0.423426,-0.914802,198.092,284.946,
-1.14695,26.9932,25.553,26.9932,25.553,1.14549,-0.453676,1.14549,-0.453676,27.9823,64.4321,2.01962,0.691814,254.57,51.8161,-1.14695,1.24709,230.278,401.095,
-1.81202,93.6646,43.0777,93.6646,43.0777,0.485891,0.872,0.485891,0.872,57.9641,126.284,2.69232,-0.386109,258.507,63.2179,-1.81202,0.470917,298.304,380.772,
-1.48489,89.7702,53.66,89.7702,53.66,0.544132,-1.89214,0.544132,-1.89214,109.958,233.087,4.83233,-1.34801,431.967,170.909,-1.48489,1.32235,375.114,1141.87,
1.49311,185.058,155.485,185.058,155.485,2.01675,-0.691281,2.01675,-0.691281,57.2859,699.038,3.43185,1.32547,244.58,148.897,1.49311,-0.341701,118.373,550.017,
-0.264784,300.764,382.586,382.586,300.764,-1.52647,-0.16573,-0.16573,-1.52647,89.0086,840.881,3.24493,1.36074,108.704,99.5875,-0.264784,-2.13615,69.0089,300.318,
1.0638,279.083,35.5672,279.083,35.5672,-0.0610933,0.651485,-0.0610933,0.651485,251.899,202.012,2.4829,-0.590392,417.374,48.5336,1.0638,-0.278614,384.231,338.49,
1.79199,27.9412,150.164,150.164,27.9412,-0.796438,2.3204,2.3204,-0.796438,127.21,319.457,3.69302,-1.52396,224.911,184.1,1.79199,0.200134,46.5522,543.474,
-2.27975,55.383,25.1975,55.383,25.1975,-2.2123,0.576548,-2.2123,0.576548,32.724,159.41,3.48151,1.63576,281.864,43.7914,-2.27975,1.70658,246.885,828.781,
1.34758,20.4013,42.3275,42.3275,20.4013,0.60225,-1.94668,-1.94668,0.60225,23.7462,112.956,3.45311,-1.34443,134.046,131.73,1.34758,-1.87494,90.3797,687.068,
1.38733,101.319,294.741,294.741,101.319,1.02846,-0.779012,-0.779012,1.02846,215.506,487.451,3.69869,0.249449,101.237,92.7821,1.38733,-1.59116,43.7877,450.979,
0.622585,48.0041,443.723,443.723,48.0041,0.0212321,-1.67072,-1.67072,0.0212321,400.628,397.842,2.70985,-1.64949,679.458,202.018,0.622585,-1.96497,483.274,1461.58,
-1.40413,91.0407,134.455,134.455,91.0407,-1.52256,1.70125,1.70125,-1.52256,57.3237,575.417,3.48156,-0.178697,70.7568,55.392,-1.40413,1.7321,16.4705,313.764,
0.621793,39.7378,33.2993,39.7378,33.2993,1.37498,-1.6148,1.37498,-1.6148,33.2417,167.204,2.21196,-0.239813,380.62,329.169,0.621793,-1.06569,118.225,970.011,
-0.0586836,308.253,219.258,308.253,219.258,0.676394,-0.466635,0.676394,-0.466635,105.319,604.584,2.92453,0.209759,184.51,80.7909,-0.0586836,0.238123,103.83,249.911,
-0.781038,156.85,194.246,194.246,156.85,-1.43123,0.891454,0.891454,-1.43123,126.025,600.249,3.84552,0.539779,158.202,47.5578,-0.781038,1.59656,121.869,308.205,
-1.40463,87.812,297.862,297.862,87.812,-0.845235,-0.09843,-0.09843,-0.845235,251.701,317.284,2.25538,0.746805,320.235,199.186,-1.40463,0.777514,171.001,828.75,
-1.93096,128.345,22.6104,128.345,22.6104,-1.63173,-0.539116,-1.63173,-0.539116,108.428,121.876,2.69195,1.09262,446.56,286.223,-1.93096,-0.259552,170.475,981.556,
1.20563,183.848,311.652,311.652,183.848,1.24011,-0.842321,-0.842321,1.24011,136.741,760.995,2.93811,0.397787,520.929,104.754,1.20563,-0.945423,419.726,768.127,
-0.952202,105.34,104.163,105.34,104.163,1.89251,-0.953764,1.89251,-0.953764,95.6929,449.902,4.09023,0.938742,183.077,106.603,-0.952202,1.90832,104.018,615.733,
0.422968,91.6816,33.4415,91.6816,33.4415,-0.477111,0.281747,-0.477111,0.281747,118.442,58.986,0.745711,0.195364,692.774,513.917,0.422968,-0.00138226,185.502,1220.44,
0.611272,47.1322,43.5365,47.1322,43.5365,0.602813,-1.02576,0.602813,-1.02576,9.45165,122.017,2.94833,-0.422944,810.735,656.486,0.611272,-0.413148,160.287,1666.15,
-1.44733,342.642,21.046,342.642,21.046,-1.90439,-1.08246,-1.90439,-1.08246,336.697,155.103,1.88678,0.821929,510.026,133.855,-1.44733,-1.76256,397.092,514.312,
-1.36685,112.14,171.114,171.114,112.14,-1.96973,1.58211,1.58211,-1.96973,108.318,836.617,3.80985,0.387619,315.007,66.4942,-1.36685,1.1263,252.45,543.874,
0.0860872,212.208,94.1272,212.208,94.1272,0.357367,-1.78499,0.357367,-1.78499,198.784,432.312,1.93894,-1.42762,604.075,296.598,0.0860872,-1.75683,564.942,1139.08,
-1.34117,285.092,72.2515,285.092,72.2515,0.809226,-1.17351,0.809226,-1.17351,223.612,434.66,2.65918,-0.364289,462.463,78.054,-1.34117,0.334504,384.957,526.031,
-0.863575,211.914,213.586,213.586,211.914,-1.40673,0.092543,0.092543,-1.40673,16.5826,550.509,3.21916,1.31418,129.69,101.187,-0.863575,-0.83641,221.42,68.0715,
1.36809,65.8381,124.322,124.322,65.8381,1.45952,-0.639632,-0.639632,1.45952,172.256,240.636,0.922762,0.819884,185.799,163.87,1.36809,-1.05002,307.362,558.765,
1.28234,57.5504,102.63,102.63,57.5504,0.946303,-1.10917,-1.10917,0.946303,53.0841,240.656,3.50838,-0.162865,472.686,213.632,1.28234,-1.0676,266.813,1130.58,
-0.966686,31.5315,269.375,269.375,31.5315,-0.0851187,-1.03539,-1.03539,-0.0851187,243.588,198.682,3.72026,-0.950267,767.164,156.339,-0.966686,0.104689,731.7,686.743,
1.51709,45.222,43.9826,45.222,43.9826,1.21639,-2.43119,1.21639,-2.43119,46.8883,279.595,2.035,-1.2148,149.165,40.24,1.51709,-2.02693,145.918,459.912,
-0.772914,101.704,325.209,325.209,101.704,-0.335109,-0.0657287,-0.0657287,-0.335109,224.666,366.325,3.26709,0.269381,432.603,184.422,-0.772914,-0.86699,383.078,487.37,
0.135061,101.916,36.0442,101.916,36.0442,-1.14343,1.11637,-1.14343,1.11637,71.1485,205.435,3.58897,0.0270507,321.622,151.061,0.135061,-1.23534,209.89,537.597,
-0.654032,70.8955,116.695,116.695,70.8955,-0.864059,1.12608,1.12608,-0.864059,72.1091,274.055,3.76392,-0.262019,360.366,66.4477,-0.654032,1.52518,324.197,494.975,
0.425991,28.1701,313.381,313.381,28.1701,-0.072832,-1.19205,-1.19205,-0.072832,322.129,158.595,1.2975,-1.11922,669.039,487.239,0.425991,1.37244,186.85,1276.57,
-1.6019,44.264,481.973,481.973,44.264,0.497007,0.665426,0.665426,0.497007,485.382,204.784,1.53943,-0.168419,436.468,40.9599,-1.6019,-0.992982,458.178,166.039,
-0.201041,120.202,126.597,126.597,120.202,2.05526,-1.34122,-1.34122,2.05526,6.64302,696.642,3.12701,0.714041,83.0379,44.4352,-0.201041,1.22735,73.5413,141.303,
-0.819534,31.8485,133.238,133.238,31.8485,2.50928,0.0258282,0.0258282,2.50928,101.61,244.219,3.03876,2.48345,367.02,312.505,-0.819534,1.26407,679.079,845.661,
-2.06035,167.031,54.8143,167.031,54.8143,0.00555285,-2.40054,0.00555285,-2.40054,112.388,347.334,3.07673,-2.39499,337.147,104.314,-2.06035,0.900271,247.674,863.397,
-0.221146,44.4043,313.186,313.186,44.4043,2.0973,-0.0248579,-0.0248579,2.0973,280.793,372.811,3.84497,2.07244,234.01,172.822,-0.221146,2.03328,84.7925,684.475,
-1.69611,54.9807,220.461,220.461,54.9807,-0.646737,0.82943,0.82943,-0.646737,248.865,213.319,1.13159,-0.182693,179.162,31.3927,-1.69611,1.81124,151.016,446.077,
0.13035,149.189,110.626,149.189,110.626,-1.24491,0.47229,-1.24491,0.47229,179.016,311.965,4.63813,0.772615,415.809,49.981,0.13035,-2.35327,452.858,472.371,
-1.13117,30.0934,195.805,195.805,30.0934,-3.04788,1.80596,1.80596,-3.04788,166.508,875.879,3.35385,1.24192,128.036,89.5468,-1.13117,1.33341,86.0061,391.844,
0.614003,184.317,121.292,184.317,121.292,0.732563,-1.75498,0.732563,-1.75498,63.1806,561.722,3.17122,-1.02242,198.196,162.326,0.614003,-1.48532,87.7238,570.189,
0.907224,251.588,229.666,251.588,229.666,-0.229901,1.74375,-0.229901,1.74375,38.862,733.763,3.008,-1.51385,82.2924,69.4831,0.907224,0.436494,59.8025,145.846,
-0.260885,118.937,101.428,118.937,101.428,0.698933,0.852105,0.698933,0.852105,166.502,145.333,4.84914,-0.153172,755.212,704.906,-0.260885,0.557243,121.439,1588.89,
0.981922,315.538,135.353,315.538,135.353,1.07414,-1.13449,1.07414,-1.13449,205.26,685.006,3.62192,-0.0603491,46.4605,44.8303,0.981922,-0.237994,59.8164,92.0335,
-0.553422,101.786,360.786,360.786,101.786,-0.711008,1.71476,1.71476,-0.711008,273.708,695.864,2.67549,-1.00375,61.2704,54.1663,-0.553422,1.66184,84.6079,175.68,
2.01827,59.4372,62.743,62.743,59.4372,1.91352,-1.75527,-1.75527,1.91352,24.7163,391.354,2.73775,0.158254,73.6547,32.8742,2.01827,-1.58056,104.976,291.162,
-1.03878,136.364,27.0267,136.364,27.0267,0.301594,-0.0826634,0.301594,-0.0826634,126.085,106.536,2.05453,0.21893,525.457,343.481,-1.03878,0.34261,194.01,1060.65,
1.25104,68.098,275.464,275.464,68.098,0.803502,-1.26969,-1.26969,0.803502,208.44,434.24,2.98715,-0.466193,181.558,152.055,1.25104,-0.867094,146.712,518.494,
-1.58686,61.7443,36.0214,61.7443,36.0214,-0.881441,1.63921,-0.881441,1.63921,85.9309,159.892,1.03414,-0.757771,352.079,30.092,-1.58686,0.879388,324.472,382.959,
-1.26819,36.6907,322.333,322.333,36.6907,-2.02596,1.92204,1.92204,-2.02596,292.653,795.501,2.54738,0.103923,242.125,86.3524,-1.26819,0.981216,318.322,407.374,
1.63428,200.473,324.776,324.776,200.473,1.42329,-0.186129,-0.186129,1.42329,196.41,667.572,3.74676,1.23716,158.057,148.453,1.63428,-0.0339382,57.821,417.137,
0.785145,61.2648,26.089,61.2648,26.089,-1.30649,1.21499,-1.30649,1.21499,54.3793,146.628,4.23213,0.0915082,128.546,110.768,0.785145,-0.243996,18.6114,271.66,
0.200582,30.6351,728.863,728.863,30.6351,1.18839,0.15282,0.15282,1.18839,748.549,206.579,0.888908,1.03557,695.29,110.095,0.200582,-0.124925,788.833,202.374,
0.614702,40.0103,98.7971,98.7971,40.0103,0.855643,1.1813,1.1813,0.855643,63.2958,125.236,2.76622,-0.325657,792.7,630.585,0.614702,0.438351,175.659,1433.44,
1.33481,47.1741,121.149,121.149,47.1741,0.79032,-1.61867,-1.61867,0.79032,114.842,260.376,1.90172,-0.82835,289.809,69.4757,1.33481,-0.861342,247.022,460.641,
-0.243547,676.937,86.8493,676.937,86.8493,0.398256,-0.502689,0.398256,-0.502689,697.073,385.351,1.39879,-0.104433,730.183,58.0506,-0.243547,-0.179281,761.648,214.436,
-2.04056,99.551,83.5095,99.551,83.5095,-1.38552,0.800198,-1.38552,0.800198,35.4335,300.879,2.79332,0.585322,240.201,70.3799,-2.04056,-0.362897,172.722,358.565,
0.245969,96.1052,196.589,196.589,96.1052,0.293248,-2.02287,-2.02287,0.293248,103.788,480.086,2.95232,-1.72962,347.33,111.438,0.245969,-1.81975,256.539,614.964,
-0.745316,74.4946,154.359,154.359,74.4946,-0.962954,-0.955063,-0.955063,-0.962954,79.8748,214.464,3.15346,0.00789173,335.016,308.447,-0.745316,-1.08791,79.1363,654.68,
0.8176,112.119,284.808,284.808,112.119,1.16632,-0.278982,-0.278982,1.16632,201.497,442.836,2.55208,0.88734,91.1402,38.4498,0.8176,-2.46157,121.435,298.015,
0.0882754,24.25,90.5888,90.5888,24.25,0.273827,-1.65836,-1.65836,0.273827,68.2715,140.069,2.79574,-1.38453,462.015,281.31,0.0882754,-1.53343,185.822,971.318,
1.2697,323.115,99.4308,323.115,99.4308,0.360608,-1.72226,0.360608,-1.72226,309.431,529.572,1.86353,-1.36165,325.085,108.88,1.2697,-1.67394,401.635,794.651,
-1.32675,184.956,206.983,206.983,184.956,1.29187,-1.15073,-1.15073,1.29187,30.6689,720.971,3.25071,0.141144,45.2569,34.611,-1.32675,1.30804,12.2877,158.824,
-1.05391,135.851,101.434,135.851,101.434,1.67273,-0.350645,1.67273,-0.350645,63.334,361.642,2.68472,1.32209,266.815,236.162,-1.05391,1.58946,132.544,1000.65,
-0.30802,379.679,393.868,393.868,379.679,0.0795188,1.1862,1.1862,0.0795188,564.122,694.813,1.50741,-1.10668,212.088,123.918,-0.30802,1.60535,192.615,453.695,
-0.807605,85.108,216.28,216.28,85.108,-1.3918,1.56101,1.56101,-1.3918,131.179,624.86,3.15181,-0.169216,134.286,46.6403,-0.807605,1.05204,134.376,209.146,
0.956892,391.833,64.295,391.833,64.295,0.311324,0.704175,0.311324,0.704175,336.701,314.044,2.64498,-0.392851,382.066,110.961,0.956892,0.424694,325.857,389.179,
0.564068,30.2318,180.285,180.285,30.2318,-1.02907,2.10047,2.10047,-1.02907,157.479,365.334,2.48244,-1.07139,339.548,112.036,0.564068,-0.582379,426.68,282.695,
-0.440621,84.8852,281.856,281.856,84.8852,0.99726,0.972918,0.972918,0.99726,202.996,305.46,3.4603,0.0243426,417.755,129.399,-0.440621,0.176328,540.256,175.758,
2.04189,31.3549,23.7682,31.3549,23.7682,-2.01074,1.559,-2.01074,1.559,11.8546,167.004,3.47683,0.451743,163.29,95.816,2.04189,-1.68025,106.767,819.887,
1.31853,91.4146,51.7141,91.4146,51.7141,-0.282256,1.44299,-0.282256,1.44299,60.8024,186.321,2.45861,-1.16074,343.45,338.822,1.31853,-1.09194,41.3993,1241.07,
0.208726,181.022,155.035,181.022,155.035,-1.32342,0.916849,-1.32342,0.916849,76.5875,563.575,2.70816,0.406566,229.365,146.657,0.208726,-2.06621,111.315,633.431,
-0.0986885,971.551,136.427,971.551,136.427,0.885538,0.0522511,0.885538,0.0522511,840.241,786.827,2.88661,0.833287,559.807,244.146,-0.0986885,-0.601802,681.273,474.924,
1.57475,78.5573,64.9295,78.5573,64.9295,1.82783,-1.80064,1.82783,-1.80064,97.2279,439.474,1.66246,0.0271953,470.726,43.7101,1.57475,-0.149761,429.577,405.171,
-2.04362,136.725,95.2284,136.725,95.2284,-2.12081,1.0237,-2.12081,1.0237,43.504,573.24,3.25612,1.09711,141.09,51.778,-2.04362,-0.513374,126.031,207.983,
0.415927,368.888,676.079,676.079,368.888,0.138276,-0.926026,-0.926026,0.138276,313.485,1141.88,3.01635,-0.787749,218.473,107.429,0.415927,-0.852794,179.691,345.385,
-1.23255,37.1404,77.0816,77.0816,37.1404,-0.770709,2.10226,2.10226,-0.770709,87.0374,224.832,4.75686,-1.33155,115.636,96.396,-1.23255,1.89845,44.2401,526.329,
0.816095,142.608,36.9568,142.608,36.9568,0.457105,1.14321,0.457105,1.14321,113.393,148.208,2.56648,-0.686107,113.246,107.178,0.816095,-0.185306,13.4335,249.222,
-1.78039,64.1443,165.956,165.956,64.1443,1.19453,-0.0640246,-0.0640246,1.19453,216.439,159.085,0.776332,1.13051,182.992,178.457,-1.78039,1.12593,229.179,783.618,
-1.16653,42.3926,178.446,178.446,42.3926,-1.94009,-1.89081,-1.89081,-1.94009,137.576,172.803,3.37683,0.0492798,573.612,214.845,-1.16653,-1.99753,366.229,775.868,
-0.0691828,418.786,221.67,418.786,221.67,0.331651,-0.416233,0.331651,-0.416233,212.973,647.469,3.40704,-0.0845815,398.266,110.628,-0.0691828,0.887639,288.495,469.502,
1.22092,77.6948,27.8427,77.6948,27.8427,-2.16212,0.191484,-2.16212,0.191484,50.0391,165.161,3.04863,1.97064,183.964,160.363,1.22092,-1.89544,71.6312,850.916,
-1.81738,287.007,185.446,287.007,185.446,-2.01788,1.80044,-2.01788,1.80044,106.422,1590.53,3.27953,0.21744,81.2168,76.3956,-1.81738,-1.00492,49.1354,167.829,
2.11603,98.8277,49.3201,98.8277,49.3201,-1.33026,2.48576,-1.33026,2.48576,68.5857,478.545,2.44789,-1.1555,154.002,81.6934,2.11603,-0.571126,73.9322,460.098,
-0.49602,67.8894,74.8015,74.8015,67.8894,-0.0926058,1.17137,1.17137,-0.0926058,16.2724,171.314,3.34868,-1.07877,430.921,250.463,-0.49602,1.23019,180.626,921.315,
1.13909,33.3006,93.3127,93.3127,33.3006,-1.76402,1.94789,1.94789,-1.76402,60.8352,365.214,3.32075,-0.183871,202.061,178.074,1.13909,-0.65277,49.7746,541.77,
1.60002,90.2121,102.785,102.785,90.2121,1.67525,-0.940508,-0.940508,1.67525,107.107,367.06,1.97135,0.734738,194.694,91.3781,1.60002,-0.612282,154.115,433.098,
-1.44044,136.711,121.742,136.711,121.742,-2.39807,1.31395,-2.39807,1.31395,34.8556,845,2.89699,1.08411,80.2555,55.2732,-1.44044,2.0422,83.9107,384.27,
1.63791,101.711,32.6158,101.711,32.6158,1.5115,-1.91788,1.5115,-1.91788,74.397,329.161,3.62519,-0.406376,230.843,201.873,1.63791,-1.88396,140.378,1286.08,
-0.887893,52.1903,27.2865,52.1903,27.2865,-0.0553091,-0.0688251,-0.0553091,-0.0688251,74.1031,28.733,0.780959,-0.0135161,409.444,328.993,-0.887893,1.80888,198.39,1499.15,
-1.10401,41.9038,132.715,132.715,41.9038,-0.774529,1.01793,1.01793,-0.774529,118.869,198.888,2.06128,-0.243402,431.792,86.2504,-1.10401,0.512903,357.362,512.47,
-2.07104,184.646,32.6368,184.646,32.6368,0.389939,-1.45723,0.389939,-1.45723,155.721,223.781,2.70271,-1.06729,293.996,231.296,-2.07104,-0.118904,266.44,748.918,
-1.72012,59.1522,187.069,187.069,59.1522,-2.04816,0.741924,0.741924,-2.04816,158.148,440.835,2.22588,1.30623,167.038,134.079,-1.72012,0.333808,74.6072,468.402,
0.429929,63.166,136.765,136.765,63.166,-0.139346,-0.111678,-0.111678,-0.139346,84.1161,181.394,2.69983,0.0276682,706.109,425.249,0.429929,-0.00114664,283.914,1131,
0.420686,205.34,157.829,205.34,157.829,0.767754,0.856338,0.767754,0.856338,53.745,359.524,3.28127,-0.0885841,465.382,149.71,0.420686,1.00268,337.704,539.156,
-0.395783,41.2867,204.843,204.843,41.2867,-0.68651,1.14857,1.14857,-0.68651,177.5,257.874,3.91026,-0.462058,423.069,161.452,-0.395783,0.482453,262.18,575.707,
-1.1572,139.287,25.5414,139.287,25.5414,1.07693,-0.259704,1.07693,-0.259704,119.272,142.489,2.53047,0.817222,124.23,57.781,-1.1572,2.05358,67.2444,439.458,
-1.00666,72.4814,68.2552,72.4814,68.2552,-1.30052,0.668732,-1.30052,0.668732,57.6714,206.701,2.29917,0.631786,429.724,258.859,-1.00666,0.245697,205.814,796.675,
1.01172,63.5681,222.511,222.511,63.5681,-2.37952,0.545584,0.545584,-2.37952,181.48,533.833,2.38735,1.83394,100.558,70.8628,1.01172,-2.33328,103.64,455.935,
1.97817,106.145,143.915,143.915,106.145,0.622412,2.20815,2.20815,0.622412,50.8689,327.275,3.41817,-1.58573,321.999,266.26,1.97817,0.0391546,101.881,880.964,
0.263455,256.44,26.5086,256.44,26.5086,0.648026,0.3295,0.648026,0.3295,235.893,158.46,3.7922,0.318526,515.115,439.182,0.263455,1.04927,80.1739,1029.55,
0.258942,82.8306,28.5667,82.8306,28.5667,-2.01595,1.30392,-2.01595,1.30392,97.8282,252.257,1.15918,0.712028,382.604,146.13,0.258942,-1.86379,236.732,766.04,
0.215883,150.426,294.383,294.383,150.426,-0.0494457,-1.52761,-1.52761,-0.0494457,158.036,537.204,2.83047,-1.47816,448.412,110.244,0.215883,-1.12863,372.451,533.417,
-0.301394,37.8703,52.9528,52.9528,37.8703,1.04136,-2.33165,-2.33165,1.04136,88.8741,234.299,0.421014,-1.29029,377.838,149.466,-0.301394,0.995393,260.364,566.78,
-1.28461,157.772,343.339,343.339,157.772,0.302924,-1.88242,-1.88242,0.302924,214.708,764.547,2.67328,-1.5795,121.652,117.213,-1.28461,-0.400899,14.7176,262.732,
-1.04575,225.595,94.8313,225.595,94.8313,0.938355,-1.19656,0.938355,-1.19656,146.908,470.897,2.67974,-0.258203,312.198,147.819,-1.04575,1.39965,187.08,789.266,
1.9942,103.843,37.9525,103.843,37.9525,-2.03132,1.20004,-2.03132,1.20004,71.2095,327.221,3.57516,0.831277,46.3197,39.0005,1.9942,-0.581348,42.4826,162.133,
1.37554,117.083,192.576,192.576,117.083,-0.391197,2.03087,2.03087,-0.391197,133.225,537.713,2.39321,-1.63967,220.088,75.1678,1.37554,-1.11778,211.439,462.64,
-0.672756,187.448,330.331,330.331,187.448,-0.578985,-0.23434,-0.23434,-0.578985,511.528,117.735,0.323752,0.344645,935.266,38.0457,-0.672756,0.152564,927.717,364.379,
0.721262,266.924,552.659,552.659,266.924,0.44501,-0.101338,-0.101338,0.44501,292.606,794.505,3.30591,0.343672,387.758,100.603,0.721262,-0.221069,297.922,436.732,
-2.13941,175.776,330.334,330.334,175.776,-2.38648,-0.167862,-0.167862,-2.38648,158.347,809.409,2.99858,2.21862,196.509,157.809,-2.13941,-0.515759,123.279,462.455,
-0.330358,194.805,36.2172,194.805,36.2172,-0.536705,0.48476,-0.536705,0.48476,191.62,157.09,1.75197,0.0519451,1802.09,73.993,-0.330358,1.44601,1789.26,971.207,
-1.2774,30.1112,91.0281,91.0281,30.1112,-1.94356,1.97635,1.97635,-1.94356,61.1321,379.005,3.23952,-0.0327921,237.103,146.524,-1.2774,1.98321,135.082,983.754,
0.950706,105.583,28.0891,105.583,28.0891,0.237148,-0.431351,0.237148,-0.431351,84.5922,109.945,2.50821,-0.194203,139.093,90.4703,0.950706,-1.36087,57.6662,391.647,
0.246969,381.839,203.303,381.839,203.303,1.16446,0.0279851,1.16446,0.0279851,187.285,647.184,2.93819,1.13648,61.6151,40.9216,0.246969,2.03827,25.0042,143.625,
-0.0984773,132.575,306.558,306.558,132.575,-0.126664,-1.48989,-1.48989,-0.126664,439.13,296.608,0.00747633,-1.36322,1222.01,383.282,-0.0984773,-0.167857,857.435,1362.31,
0.752643,149.577,306.937,306.937,149.577,1.70409,0.270496,0.270496,1.70409,159.62,542.761,3.0166,1.43359,157.934,64.1268,0.752643,2.18162,112.942,247.567,
-2.02096,51.6249,44.3782,51.6249,44.3782,-1.59367,2.4021,-1.59367,2.4021,53.2016,355.534,4.30769,-0.808432,123.252,103.444,-2.02096,1.12242,86.6111,562.271,
-1.28047,40.6341,57.7897,57.7897,40.6341,-1.70903,1.50386,1.50386,-1.70903,28.9938,250.2,2.65445,0.205175,294.222,101.309,-1.28047,1.19424,221.729,636.869,
1.62128,52.1444,86.96,86.96,52.1444,1.05139,0.405559,0.405559,1.05139,36.3777,141.367,2.98482,0.645832,560.679,70.7935,1.62128,0.771751,497.468,445.825,
