b_eta_lead,h_l_pt,h_lbar_pt,h_l_pt_lead,h_l_pt_trail,h_l_eta,h_lbar_eta,h_l_eta_lead,h_l_eta_trail,h_ll_pt,h_ll_m,h_l_abs_diff_phi,h_l_diff_abs_eta,h_b_pt_lead,h_b_pt_trail,h_b_eta_lead,h_b_eta_trail,h_bb_pt,h_bb_m,
1.92255,110.08,26.548,110.08,26.548,1.22094,-2.08437,1.22094,-2.08437,91.1447,290.306,3.82965,-0.863421,165.297,95.0122,1.92255,-1.89674,74.983,864.246,
-1.54385,245.958,109.664,245.958,109.664,-1.5414,0.57908,-1.5414,0.57908,138.794,530.391,3.30144,0.962319,109.927,86.4268,-1.54385,0.415252,27.694,296.079,
-1.46439,48.9926,29.1036,48.9926,29.1036,0.636051,-2.6431,0.636051,-2.6431,37.884,199.316,2.25937,-2.00705,143.881,33.3421,-1.46439,0.837827,110.539,241.454,
-0.576121,28.8571,64.6174,64.6174,28.8571,0.814986,-0.896161,-0.896161,0.814986,49.9702,114.759,2.30952,-0.0811753,289.425,256.777,-0.576121,0.53636,114.061,622.336,
-0.245297,64.8973,41.1836,64.8973,41.1836,-0.61171,1.42734,-0.61171,1.42734,105.936,124.773,0.107182,-0.815634,462.834,103.964,-0.245297,0.472658,368.378,460.032,
1.13164,37.5712,118.583,118.583,37.5712,-1.86077,1.61214,1.61214,-1.86077,106.707,384.475,2.0473,0.248633,221.469,147.098,1.13164,-0.644097,102.419,508.137,
0.443398,31.9226,163.486,163.486,31.9226,-0.699458,-2.18711,-2.18711,-0.699458,132.049,185.988,3.2983,-1.48765,185.727,167.593,0.443398,-2.06444,94.801,662.173,
0.749164,165.931,82.7695,165.931,82.7695,-2.3435,0.978154,-2.3435,0.978154,104.72,635.946,3.69156,1.36534,167.312,129.321,0.749164,-0.855757,148.709,367.16,
0.533217,45.644,90.3618,90.3618,45.644,-0.115363,0.145308,0.145308,-0.115363,45.9588,129.102,2.97623,-0.029945,314.028,122.818,0.533217,-0.934194,191.212,503.467,
-0.466373,207.552,45.6512,207.552,45.6512,-0.546998,0.0694701,-0.546998,0.0694701,169.785,197.487,2.60997,0.477528,285.872,80.4391,-0.466373,0.75146,229.668,346.623,
1.27346,68.0243,27.9625,68.0243,27.9625,-2.47401,0.389141,-2.47401,0.389141,62.7872,186.801,4.31651,2.08487,143.696,88.2542,1.27346,-1.60041,145.286,482.387,
0.581005,39.7954,136.88,136.88,39.7954,0.620797,-0.526179,-0.526179,0.620797,112.413,162.986,3.92965,0.0946179,126.076,100.911,0.581005,-0.613252,78.5269,256.664,
0.457746,296.601,114.683,296.601,114.683,0.383095,-0.0256283,0.383095,-0.0256283,205.424,364.304,2.61828,0.357466,253.288,101.548,0.457746,0.0797723,183.041,310.323,
-0.541905,255.954,126.429,255.954,126.429,-0.840105,1.06202,-0.840105,1.06202,131.531,534.641,3.0143,-0.221917,187.053,118.709,-0.541905,0.845916,207.755,317.068,
0.133117,81.2978,86.9573,86.9573,81.2978,-0.201926,-0.0349541,-0.0349541,-0.201926,108.072,129.722,1.74792,0.166972,733.169,45.4172,0.133117,-0.588488,709.819,347.723,
2.27415,73.1253,35.3203,73.1253,35.3203,1.4732,-3.56993,1.4732,-3.56993,63.8277,634.628,4.20258,-2.09673,36.7419,36.478,2.27415,-1.50996,24.1504,247.436,
1.24256,62.013,80.675,80.675,62.013,0.815504,-1.82314,-1.82314,0.815504,25.0055,283.016,3.37744,-1.00764,214.578,74.9185,1.24256,-1.25036,141.043,477.182,
-0.40401,81.3883,31.6648,81.3883,31.6648,-1.50606,-0.147081,-1.50606,-0.147081,69.9466,115.876,2.12995,1.35898,379.901,246.984,-0.40401,-1.9289,135.225,799.198,
-0.789996,103.165,86.6594,103.165,86.6594,-1.68193,-0.600099,-1.68193,-0.600099,134.916,171.333,1.56802,1.08183,184.132,119.784,-0.789996,-1.21722,208.588,230.336,
-0.687472,33.9807,183.848,183.848,33.9807,-0.615395,-1.32418,-1.32418,-0.615395,217.215,59.4899,0.207023,-0.708788,849.515,35.6967,-0.687472,1.43399,814.131,563.233,
-0.860123,154.565,75.4983,154.565,75.4983,1.57149,0.728313,1.57149,0.728313,149.949,198.102,4.40302,0.843174,324.944,42.9742,-0.860123,-0.0722424,348.073,153.966,
-1.16022,38.9559,59.4637,59.4637,38.9559,-1.92279,1.75811,1.75811,-1.92279,22.6269,310.68,2.94262,0.164684,197.396,109.021,-1.16022,1.08944,133.232,489.492,
1.05,87.3066,189.795,189.795,87.3066,1.32714,-2.44473,-2.44473,1.32714,102.944,868.097,3.06639,-1.11759,115.134,55.0422,1.05,-1.9476,126.969,357.178,
-1.33765,67.15,30.6693,67.15,30.6693,1.43069,1.54399,1.43069,1.54399,84.4188,49.6845,5.13167,-0.113303,259.1,90.1414,-1.33765,2.24396,176.845,940.195,
0.728085,183.487,63.0461,183.487,63.0461,-1.46591,0.678098,-1.46591,0.678098,187.426,320.291,1.67966,0.787809,304.247,46.1249,0.728085,-1.16315,263.308,347.394,
0.125736,362.395,97.1156,362.395,97.1156,-1.26172,1.66985,-1.26172,1.66985,271.386,853.887,2.83523,-0.408128,70.6954,50.7319,0.125736,2.22475,97.9438,166.838,
1.74766,108.146,45.8414,108.146,45.8414,1.52857,-1.2005,1.52857,-1.2005,91.7184,285.747,2.1449,0.32807,176.479,164.382,1.74766,-0.507471,92.7831,573.965,
-1.44653,68.7831,129.365,129.365,68.7831,-1.00151,1.94722,1.94722,-1.00151,64.143,433.139,2.91769,-0.945709,113.712,37.0537,-1.44653,2.22448,105.584,411.017,
-1.24458,235.589,47.8646,235.589,47.8646,0.780732,-1.69064,0.780732,-1.69064,190.322,394.994,2.8454,-0.909906,314.321,58.0687,-1.24458,0.868346,266.549,429.626,
-0.939595,66.1144,192.993,192.993,66.1144,0.832327,-1.78057,-1.78057,0.832327,132.052,446.248,2.81616,-0.948243,45.2099,33.2679,-0.939595,2.1639,30.8713,189.47,
-0.0189534,65.9972,410.592,410.592,65.9972,1.22667,-0.0433626,-0.0433626,1.22667,386.376,357.435,4.26071,1.18331,356.521,81.4133,-0.0189534,0.991864,277.04,383.998,
1.32842,133.967,50.1251,133.967,50.1251,0.491428,-2.30535,0.491428,-2.30535,153.162,327.846,1.34561,-1.81392,147.226,32.3369,1.32842,-2.39399,171.721,436.359,
-0.695783,99.6729,186.767,186.767,99.6729,-1.06619,-0.953933,-0.953933,-1.06619,87.9353,273.039,3.23055,0.112262,138.024,49.5798,-0.695783,-1.8767,93.5865,193.016,
0.613507,170.145,25.1317,170.145,25.1317,0.205444,-1.39954,0.205444,-1.39954,146.252,174.171,3.43308,-1.1941,103.924,68.003,0.613507,-1.39324,43.9205,259.102,
1.646,94.0556,106.595,106.595,94.0556,-1.80572,1.16546,1.16546,-1.80572,43.2249,463.15,2.72547,0.640256,78.1741,72.1248,1.646,-1.27887,15.3994,341.391,
0.712689,95.4576,30.9313,95.4576,30.9313,0.931895,-1.64743,0.931895,-1.64743,85.5227,204.74,4.22707,-0.715533,223.991,82.2084,0.712689,-2.40605,142.373,673.856,
-1.81877,82.9517,32.8233,82.9517,32.8233,1.73147,-1.39334,1.73147,-1.39334,69.1012,255.462,2.19517,0.338139,166.609,104.56,-1.81877,1.44304,62.6908,700.129,
-2.03179,67.81,125.732,125.732,67.81,-1.34532,1.27635,1.27635,-1.34532,58.2395,367.342,3.20735,0.0689682,150.196,124.913,-2.03179,1.02215,60.1219,658.255,
-0.700661,101.246,26.6163,101.246,26.6163,-1.90548,-0.17291,-1.90548,-0.17291,75.1157,145.027,3.30613,1.73257,256.456,47.8916,-0.700661,-0.99847,214.761,218.601,
-1.69699,29.62,313.328,313.328,29.62,2.47709,-1.18288,-1.18288,2.47709,298.669,608.884,2.13007,1.29422,210.434,186.285,-1.69699,2.3269,57.3525,1506.17,
-1.79095,95.2124,40.1419,95.2124,40.1419,1.64961,-1.91233,1.64961,-1.91233,55.2785,377.338,3.2191,-0.262716,45.5967,42.388,-1.79095,0.626513,12.3785,160.369,
0.388065,174.995,43.2716,174.995,43.2716,-1.79698,-0.322254,-1.79698,-0.322254,131.727,223.532,3.15276,1.47473,189.433,120.174,0.388065,-2.06626,73.9158,558.483,
-1.23204,83.6252,178.873,178.873,83.6252,-1.16275,1.43094,1.43094,-1.16275,133.821,471.513,2.35271,-0.268191,130.382,66.4259,-1.23204,1.11751,93.4084,323.134,
2.05511,36.4903,46.038,46.038,36.4903,-1.10022,1.60967,1.60967,-1.10022,46.1425,163.338,4.30802,-0.509454,212.44,74.2146,2.05511,0.0351945,150.519,386.386,
-1.84063,51.2271,31.9957,51.2271,31.9957,-1.97246,1.30059,-1.97246,1.30059,20.8208,215.717,3.33899,0.671871,427.863,414.621,-1.84063,0.240962,33.1305,1341.06,
0.143947,72.9849,47.6501,72.9849,47.6501,0.692933,-1.44814,0.692933,-1.44814,26.0525,192.14,3.24462,-0.755205,348.866,41.9559,0.143947,-0.733011,308.373,264.384,
-1.71001,50.7275,128.785,128.785,50.7275,-0.806968,-1.94604,-1.94604,-0.806968,138.22,150.179,1.57494,-1.13908,259.303,85.2281,-1.71001,0.515367,193.936,494.106,
1.4625,174.038,40.0449,174.038,40.0449,0.691954,0.459479,0.691954,0.459479,134.378,167.786,3.26356,0.232475,393.69,183.858,1.4625,0.248032,212.89,639.515,
-0.0191719,263.379,35.7837,263.379,35.7837,-0.441864,1.47524,-0.441864,1.47524,227.67,290.345,3.20161,-1.03337,72.1078,32.8133,-0.0191719,1.09326,39.8025,113.055,
-0.760568,97.9682,72.6005,97.9682,72.6005,-0.259313,-1.15739,-0.259313,-1.15739,40.7831,183.202,3.52254,-0.898078,141.294,54.2444,-0.760568,-0.704678,91.9019,173.115,
0.0416581,34.6274,67.4444,67.4444,34.6274,-1.41782,-0.138661,-0.138661,-1.41782,49.5281,111.073,2.35377,1.27916,268.413,57.3535,0.0416581,-2.13855,213.01,409.912,
-1.35436,49.8589,77.9379,77.9379,49.8589,2.32826,-1.31502,-1.31502,2.32826,37.2182,394.694,2.74716,1.01324,189.387,67.496,-1.35436,0.883832,121.937,383.344,
-0.698431,95.3527,51.6686,95.3527,51.6686,1.77106,-0.0814092,1.77106,-0.0814092,102.308,182.97,4.5806,1.68965,289.874,255.843,-0.698431,-0.244329,69.3816,555.578,
-0.324632,558.415,500.006,558.415,500.006,0.310102,0.808492,0.310102,0.808492,74.8615,1088.79,3.05295,-0.49839,75.9555,61.0334,-0.324632,0.25343,26.0945,140.745,
1.63909,335.179,105.703,335.179,105.703,-0.573156,1.77152,-0.573156,1.77152,244.462,660.818,3.59315,-1.19837,48.4071,45.1416,1.63909,-0.609372,74.7473,140.958,
-0.465128,478.648,369.314,478.648,369.314,1.43802,0.0665364,1.43802,0.0665364,122.182,1045.04,3.2714,1.37149,61.2841,43.3597,-0.465128,1.70657,28.0978,169.072,
0.13103,74.3423,195.438,195.438,74.3423,-0.619424,-2.02702,-2.02702,-0.619424,135.64,297.067,2.62904,-1.40759,178.414,31.993,0.13103,-1.72975,163.501,209.362,
-0.474789,86.5451,89.7349,89.7349,86.5451,-0.839802,1.45964,1.45964,-0.839802,28.1436,304.872,2.82295,-0.619837,151.819,51.116,-0.474789,2.14791,107.948,348.668,
-0.608925,41.046,153.195,153.195,41.046,-0.0297674,-0.916323,-0.916323,-0.0297674,118.858,169.933,3.64329,-0.886555,412.503,186.107,-0.608925,-0.833627,241.89,551.218,
-1.16515,37.5652,101.792,101.792,37.5652,-1.81203,0.626695,0.626695,-1.81203,68.3322,226.389,3.52113,1.18533,321.409,299.543,-1.16515,0.587976,28.6762,874.51,
-0.624985,123.646,118.236,123.646,118.236,-0.795406,-1.91313,-0.795406,-1.91313,74.2808,270.621,2.51887,-1.11772,468.762,135.494,-0.624985,-1.96487,379.776,594.272,
1.12522,102.195,29.3108,102.195,29.3108,-0.605189,0.462963,-0.605189,0.462963,75.3721,123.967,3.49436,0.142226,330.309,77.1818,1.12522,0.106912,253.174,361.969,
-2.15819,189.365,153.024,189.365,153.024,-1.79698,0.838895,-1.79698,0.838895,95.3693,675.761,2.61764,0.958086,83.8707,60.9336,-2.15819,1.81571,72.2328,526.866,
-1.11605,93.4692,90.2931,93.4692,90.2931,-2.18984,-0.215411,-2.18984,-0.215411,124.594,251.642,4.6314,1.97443,115.301,66.9183,-1.11605,1.6429,53.2501,370.564,
2.08455,20.4282,245.665,245.665,20.4282,1.46442,1.36862,1.36862,1.46442,239.592,115.963,1.91261,0.0957993,261.247,71.2683,2.08455,-0.965494,323.805,602.374,
-0.327803,285.657,54.4481,285.657,54.4481,2.17037,0.461814,2.17037,0.461814,243.467,337.603,2.51998,1.70855,217.735,178.636,-0.327803,2.08677,49.2501,718.034,
2.2797,327.584,79.1257,327.584,79.1257,-0.548078,1.66097,-0.548078,1.66097,249.447,538.751,3.27949,-1.11289,120.909,31.3759,2.2797,-0.278251,104.69,233.399,
1.20944,86.1752,26.2406,86.1752,26.2406,-1.59301,0.00948399,-1.59301,0.00948399,76.2743,118.24,2.10353,1.58353,212.847,100.342,1.20944,-1.62995,124.703,637.586,
-1.73014,47.1808,30.3258,47.1808,30.3258,-2.37508,1.87721,-2.37508,1.87721,76.0836,312.912,0.393357,0.497868,223.872,87.1894,-1.73014,0.874859,136.737,552.088,
-1.41829,79.7531,32.6513,79.7531,32.6513,1.54363,-1.50801,1.54363,-1.50801,66.9457,241.13,4.1114,0.0356233,108.875,78.5199,-1.41829,1.09983,66.9799,346.98,
-1.40797,257.375,59.7252,257.375,59.7252,-1.72914,0.589705,-1.72914,0.589705,220.682,422.918,3.95558,1.13944,165.606,141.51,-1.40797,0.420311,155.86,415.81,
-0.679949,39.4305,154.132,154.132,39.4305,-0.218628,0.225225,0.225225,-0.218628,137.153,140.97,2.13507,-0.00659716,517.314,171.741,-0.679949,-0.598616,449.294,523.148,
-0.563353,78.0561,382.64,382.64,78.0561,1.51881,0.536393,0.536393,1.51881,345.022,352.733,2.16546,0.982417,824.71,33.3032,-0.563353,0.625676,803.126,368.173,
-1.73616,171.167,179.567,179.567,171.167,0.916871,-2.05716,-2.05716,0.916871,78.0947,811.503,2.69503,-1.14029,97.8907,52.041,-1.73616,1.61397,76.8027,389.772,
-1.23334,126.804,470.995,470.995,126.804,0.706569,0.367155,0.367155,0.706569,378.864,469.863,2.48179,0.339414,381.373,236.552,-1.23334,0.156499,450.969,618.839,
0.468999,190.806,82.2945,190.806,82.2945,-1.66674,-1.39364,-1.66674,-1.39364,108.941,252.773,3.21878,0.273095,429.577,158.626,0.468999,-1.15755,580.235,482.849,
-0.466703,77.8923,94.2541,94.2541,77.8923,0.14985,-0.0368401,-0.0368401,0.14985,72.1646,157.109,2.29637,0.11301,132.178,89.0496,-0.466703,0.604218,48.3653,248.113,
-1.54266,97.2318,169.697,169.697,97.2318,-1.36491,1.44202,1.44202,-1.36491,78.5694,553.441,3.37854,-0.077114,83.643,52.6104,-1.54266,0.938739,90.4099,233.92,
-0.460282,141.049,34.8406,141.049,34.8406,-0.380694,0.478222,-0.380694,0.478222,109.923,150.692,3.54856,-0.0975271,206.072,62.3934,-0.460282,-0.105564,149.237,227.167,
1.18346,45.2741,110.66,110.66,45.2741,-1.34682,1.11441,1.11441,-1.34682,109.338,247.955,4.47661,0.232408,242.596,148.798,1.18346,-1.78354,137.828,874.918,
0.187439,94.6685,324.492,324.492,94.6685,0.834597,-1.00984,-1.00984,0.834597,232.673,509.177,3.34907,-0.17524,310.17,164.529,0.187439,-0.743548,149.753,500.551,
-0.250897,314.111,510.437,510.437,314.111,1.8062,-0.123722,-0.123722,1.8062,272.982,1188.49,3.61982,1.68248,36.1722,34.0188,-0.250897,1.43003,9.31316,96.6819,
2.05238,64.7623,736.007,736.007,64.7623,-0.681708,-0.249297,-0.249297,-0.681708,796.572,125.525,0.377274,0.432411,191.142,47.3796,2.05238,-0.813052,151.157,419.33,
-0.185037,42.9392,237.649,237.649,42.9392,0.561391,-0.385854,-0.385854,0.561391,227.719,191.666,1.89313,0.175537,575.176,84.1414,-0.185037,0.0812729,524.873,403.626,
0.697708,26.5412,173.427,173.427,26.5412,-0.0412878,-0.49055,-0.49055,-0.0412878,148.853,137.022,3.499,-0.449262,145.525,32.0395,0.697708,-1.22796,121.981,200.353,
-1.68474,27.5005,62.1535,62.1535,27.5005,-1.65735,1.39305,1.39305,-1.65735,57.4881,193.652,1.96548,0.264296,135.868,126.314,-1.68474,1.83043,23.6318,781.983,
0.598092,27.9643,41.0241,41.0241,27.9643,-0.100545,0.626654,0.626654,-0.100545,26.8509,68.3543,3.84891,-0.526109,353.509,269.303,0.598092,-0.00791743,89.4671,645.023,
1.75578,51.6113,182.39,182.39,51.6113,1.24747,-1.20791,-1.20791,1.24747,146.91,353.311,2.4373,0.0395542,196.163,30.3119,1.75578,-0.0714092,170.835,220.757,
0.153388,59.013,78.931,78.931,59.013,0.690356,0.0642839,0.0642839,0.690356,86.5357,115.872,1.81188,0.626072,257.06,113.285,0.153388,1.05083,305.005,263.306,
-1.72337,139.662,47.8067,139.662,47.8067,1.01916,-0.964009,1.01916,-0.964009,116.801,239.956,2.22712,0.055152,427.619,184.481,-1.72337,-0.862984,245.41,613.784,
1.18957,112.889,57.4474,112.889,57.4474,-1.24128,1.80882,-1.24128,1.80882,79.6082,383.359,2.4164,-0.567532,155.442,105.481,1.18957,-0.763596,54.7432,387.761,
1.43818,103.36,129.065,129.065,103.36,2.06541,-1.87281,-1.87281,2.06541,51.6845,842.403,3.53229,0.192592,169.125,53.2015,1.43818,-0.767368,115.957,317.686,
-0.298518,54.4615,338,338,54.4615,-0.788525,1.12782,1.12782,-0.788525,307.461,387.929,4.04876,-0.339295,206.726,76.0029,-0.298518,-0.235667,187.569,212.036,
0.988436,278.134,162.849,278.134,162.849,-0.109516,0.383281,-0.109516,0.383281,116.033,438.436,3.2034,-0.273765,110.889,45.9615,0.988436,-0.0939053,119.575,130.564,
-1.6196,53.6391,150.793,150.793,53.6391,-0.344637,0.682883,0.682883,-0.344637,108.991,198.069,2.58519,-0.338246,203.627,102.089,-1.6196,-0.870825,155.313,285.934,
1.08964,110.912,112.345,112.345,110.912,1.34763,-0.0394439,-0.0394439,1.34763,62.3236,272.088,2.5759,1.30818,484.945,139.766,1.08964,0.120786,351.287,579.609,
-0.90952,81.0292,39.3596,81.0292,39.3596,-0.836341,2.0204,-0.836341,2.0204,44.9717,248.564,3.44223,-1.18406,181.586,47.7394,-0.90952,1.19409,140.378,296.316,
-2.18497,66.4488,75.4852,75.4852,66.4488,-1.78181,-0.213729,-0.213729,-1.78181,32.1571,184.901,2.70232,1.56808,81.1183,59.9319,-2.18497,0.198934,23.6311,251.05,
-0.265899,49.6073,72.5861,72.5861,49.6073,0.275913,-0.129224,-0.129224,0.275913,49.5691,114.339,3.89094,0.146689,339.547,286.714,-0.265899,1.1007,55.3734,775.374,
1.23784,206.867,143.468,206.867,143.468,-1.43467,1.17818,-1.43467,1.17818,139.39,671.474,3.87875,0.256492,145.664,113.742,1.23784,-1.91557,91.4265,643.873,
-0.358792,236.582,57.0497,236.582,57.0497,-0.0678345,-1.02092,-0.0678345,-1.02092,180.089,258.852,3.26341,-0.953085,206.462,153.574,-0.358792,-1.42299,314.402,265.188,
0.836454,158.839,138.398,158.839,138.398,-1.08641,1.74209,-1.08641,1.74209,59.539,643.498,2.76216,-0.655678,53.0621,43.6972,0.836454,-0.567688,9.48239,121.501,
1.80248,76.0551,22.6606,76.0551,22.6606,-1.07335,1.36357,-1.07335,1.36357,72.838,144.415,1.86287,-0.290226,176.239,78.2165,1.80248,-1.37541,122.022,594.813,
1.58543,57.8451,80.91,80.91,57.8451,-2.94997,2.0341,2.0341,-2.94997,115.074,824.816,1.20484,0.915872,80.4281,54.8322,1.58543,-1.93817,89.6119,388.867,
-0.114095,113.36,292.331,292.331,113.36,1.67479,-0.125998,-0.125998,1.67479,206.961,511.452,2.5626,1.54879,192.337,102.609,-0.114095,2.15527,184.803,454.39,
1.1179,124.567,299.43,299.43,124.567,-0.717811,1.14003,1.14003,-0.717811,183.472,562.509,2.85299,-0.422223,111.799,46.1417,1.1179,-0.910551,88.391,216.479,
0.840494,188.021,26.4541,188.021,26.4541,0.16638,0.49033,0.16638,0.49033,213.488,30.8063,0.292474,-0.32395,636.912,108.919,0.840494,0.475219,542.755,520.87,
-0.0939719,147.677,25.1039,147.677,25.1039,0.0940077,-1.68419,0.0940077,-1.68419,163.335,135.391,0.962094,-1.59018,308.045,77.2165,-0.0939719,-0.820369,284.513,284.15,
-0.747891,174.598,33.6623,174.598,33.6623,-0.691136,-0.918244,-0.691136,-0.918244,153.218,142.13,2.33593,-0.227108,200.44,172.164,-0.747891,-0.792619,99.6813,359.277,
1.09649,116.965,94.7256,116.965,94.7256,-1.47245,0.341444,-1.47245,0.341444,68.5669,296.182,2.51521,1.13101,236.913,34.0545,1.09649,-1.96528,202.865,434.789,
-0.00774684,62.4557,290.003,290.003,62.4557,-0.223894,0.337689,0.337689,-0.223894,235.161,273.478,3.58627,-0.113795,398.662,276.33,-0.00774684,0.121231,189.088,649.478,
2.06397,46.9881,43.1392,46.9881,43.1392,-2.21715,1.68539,-2.21715,1.68539,5.17601,323.231,3.06471,0.531764,150.133,97.5949,2.06397,-0.9744,77.5982,576.91,
-0.785094,52.197,28.7968,52.197,28.7968,0.939573,-0.954127,0.939573,-0.954127,23.4004,114.974,3.13947,-0.0145543,206.467,34.2369,-0.785094,-0.0167887,182.191,171.486,
-2.03098,32.1104,113.75,113.75,32.1104,1.19438,-1.3002,-1.3002,1.19438,96.3891,221.896,4.01716,-0.105819,253.793,128.991,-2.03098,0.402619,127.533,664.166,
-1.4132,59.9059,389.727,389.727,59.9059,0.610843,0.596062,0.596062,0.610843,407.241,190.603,1.34685,0.0147815,586.076,49.6478,-1.4132,1.11195,634.649,556.331,
2.04047,33.4011,21.1493,33.4011,21.1493,1.21135,0.272493,1.21135,0.272493,13.8924,58.7583,2.89455,0.938861,198.009,159.353,2.04047,-0.480491,42.4191,676.815,
1.85319,87.1597,56.9276,87.1597,56.9276,1.8867,0.865097,1.8867,0.865097,30.283,159.653,3.1665,1.02161,315.053,297.732,1.85319,0.549026,77.9855,743.674,
0.15844,67.7552,425.346,425.346,67.7552,-1.53703,-0.311507,-0.311507,-1.53703,358.068,404.865,3.25057,1.22553,457.04,123.027,0.15844,1.87157,566.251,474.861,
-0.816123,26.3824,82.4524,82.4524,26.3824,-1.0873,2.1656,2.1656,-1.0873,65.0334,244.159,2.4196,-1.0783,195.157,120.455,-0.816123,2.22905,78.1329,736.035,
-0.584425,73.7184,216.851,216.851,73.7184,1.56693,-1.97665,-1.97665,1.56693,158.306,762.115,2.6001,-0.409722,291.677,69.236,-0.584425,0.646706,233.522,332.536,
-2.03997,38.9885,138.382,138.382,38.9885,-0.0754359,-1.32576,-1.32576,-0.0754359,100.396,175.992,2.94857,-1.25033,114.13,102.651,-2.03997,1.56673,74.3109,670.919,
0.54089,29.5787,173.502,173.502,29.5787,-1.79439,0.464581,0.464581,-1.79439,174.776,223.823,1.61283,1.32981,98.2785,59.1472,0.54089,-1.89561,94.4089,267.163,
2.30417,126.075,68.7385,126.075,68.7385,0.667106,-0.202071,0.667106,-0.202071,58.9601,203.583,2.99386,0.465035,412.12,200.334,2.30417,0.601828,594.321,570.188,
1.84026,85.829,71.491,85.829,71.491,2.35011,-0.369261,2.35011,-0.369261,28.4532,324.285,2.82654,1.98085,162.737,43.1285,1.84026,-1.04782,168.76,355.774,
1.24515,70.8627,229.526,229.526,70.8627,1.63857,-0.448544,-0.448544,1.63857,223.116,375.581,1.81682,1.19003,226.21,49.0203,1.24515,-0.166898,200.599,248.687,
1.02266,227.967,67.5425,227.967,67.5425,-1.48807,1.94307,-1.48807,1.94307,169.77,710.048,3.59309,-0.454997,149.147,66.0324,1.02266,-2.45944,90.9327,582.333,
-0.609377,69.6203,162.428,162.428,69.6203,2.66306,-1.5104,-1.5104,2.66306,181.525,856.043,1.49461,1.15266,393.197,78.7615,-0.609377,1.34604,465.103,409.719,
-0.387707,92.1829,296.867,296.867,92.1829,-1.09372,0.414882,0.414882,-1.09372,204.705,429.516,3.15914,0.678843,80.8062,69.9015,-0.387707,0.289701,26.2502,157.575,
-0.122587,59.3571,581.837,581.837,59.3571,-0.204829,0.0655908,0.0655908,-0.204829,545.155,341.287,2.27775,0.139238,764.389,370.038,-0.122587,0.3489,541.03,1028.79,
-1.12242,100.808,92.8485,100.808,92.8485,-1.75,1.48945,-1.75,1.48945,76.5613,502.145,3.95054,0.260545,102.774,39.621,-1.12242,2.15679,64.64,341.105,
1.45032,35.8001,117.934,117.934,35.8001,-1.91923,-0.311008,-0.311008,-1.91923,144.974,126.896,0.809146,1.60822,135.252,59.0505,1.45032,-2.09718,183.531,515.549,
1.34946,258.114,30.4681,258.114,30.4681,1.87833,-0.511056,1.87833,-0.511056,245.309,306.383,2.05883,1.36728,250.816,160.796,1.34946,-0.276568,91.1164,541.831,
1.30058,93.1893,105.716,105.716,93.1893,-1.8905,1.17509,1.17509,-1.8905,78.5923,474.797,3.9447,0.715411,106.221,89.4793,1.30058,-2.24187,64.8708,586.417,
-1.15377,59.1762,169.944,169.944,59.1762,-1.34348,0.260014,0.260014,-1.34348,111.879,268.094,3.29859,1.08347,105.049,68.3587,-1.15377,0.974602,55.152,271.979,
-1.26394,64.4531,44.443,64.4531,44.443,0.437834,-1.69242,0.437834,-1.69242,64.9574,162.36,4.3725,-1.25459,205.199,204.579,-1.26394,-2.05642,263.519,355.54,
-1.15991,81.5535,130.8,130.8,81.5535,1.98519,-0.941343,-0.941343,1.98519,60.7118,468.749,3.48709,1.04385,203.97,135.907,-1.15991,2.16986,116.081,906.667,
1.82394,100.342,166.94,166.94,100.342,2.17953,-0.527923,-0.527923,2.17953,106.466,528.05,2.48824,1.65161,232.151,58.4834,1.82394,-0.876826,193.594,472.48,
-1.0285,134.446,174.94,174.94,134.446,-0.356341,1.01144,1.01144,-0.356341,53.2287,379.724,2.91584,-0.655101,265.25,45.5634,-1.0285,0.610269,225.367,294.108,
1.31569,205.648,325.578,325.578,205.648,-1.00412,0.994573,0.994573,-1.00412,140.606,794.784,2.85699,0.00955051,113.531,76.7195,1.31569,-1.27376,82.8043,358.789,
-2.44307,49.0451,37.2908,49.0451,37.2908,-2.05225,1.14892,-2.05225,1.14892,33.6399,218.311,2.38678,0.903327,122.238,75.7075,-2.44307,0.641602,50.0638,470.29,
0.644598,29.556,237.118,237.118,29.556,0.455051,-0.404177,-0.404177,0.455051,217.5,171.198,2.34425,0.0508737,240.83,41.6809,0.644598,-1.00115,199.318,272.418,
-0.186756,27.0453,225.415,225.415,27.0453,-0.716931,0.95774,0.95774,-0.716931,200.213,212.454,2.79262,-0.240809,347.216,221.606,-0.186756,1.57787,126.764,785,
1.01598,20.5252,269.157,269.157,20.5252,1.241,-0.219419,-0.219419,1.241,261.194,172.41,2.00464,1.02158,441.515,108.676,1.01598,-0.588767,333.758,586.511,
1.09584,47.2908,68.4427,68.4427,47.2908,1.91303,-2.31954,-2.31954,1.91303,21.9947,479.032,3.24764,-0.406511,64.2615,47.5334,1.09584,-2.37196,24.6279,322.44,
0.199179,149.606,53.017,149.606,53.017,-1.10428,0.955268,-1.10428,0.955268,122.323,271.006,4.01154,0.149013,125.578,75.4525,0.199179,-1.15202,76.1912,234.131,
-1.30514,41.0056,159.126,159.126,41.0056,-0.84123,0.991996,0.991996,-0.84123,145.639,218.273,2.03066,-0.150766,190.358,81.0725,-1.30514,1.4634,111.558,526.674,
