PdfType: replica
Format: lhagrid1
---
1.0000000e-09 1.2805087e-09 1.6397027e-09 2.0996536e-09 2.6886248e-09 3.4428076e-09 4.4085452e-09 5.6451808e-09 7.2287034e-09 9.2564179e-09 1.1852924e-08 1.5177773e-08 1.9435271e-08 2.4887035e-08 3.1868066e-08 4.0807337e-08 5.2254152e-08 6.6911899e-08 8.5681272e-08 1.0971562e-07 1.4049181e-07 1.7990099e-07 2.3036479e-07 2.9498413e-07 3.7772976e-07 4.8368627e-07 6.1936450e-07 7.9310166e-07 1.0155736e-06 1.3004509e-06 1.6652388e-06 2.1323528e-06 2.7304964e-06 3.4964246e-06 4.4772022e-06 5.7330966e-06 7.3412804e-06 9.4005738e-06 1.2037517e-05 1.5414146e-05 1.9737949e-05 2.5274616e-05 3.2364367e-05 4.1442855e-05 5.3067938e-05 6.7953959e-05 8.7015639e-05 1.1142429e-04 1.4267978e-04 1.8270270e-04 2.3395241e-04 2.9957810e-04 3.8361238e-04 4.9121901e-04 6.2901024e-04 8.0545312e-04 1.0313898e-03 1.3207036e-03 1.6911725e-03 2.1655612e-03 2.7730201e-03 3.5508765e-03 4.5469285e-03 5.8223817e-03 7.4556107e-03 9.5469747e-03 1.2224985e-02 1.5654200e-02 2.0045340e-02 2.5668233e-02 3.2868397e-02 4.2088270e-02 5.3894398e-02 6.9012248e-02 8.8370787e-02 1.0000000e-01 1.1216216e-01 1.2432432e-01 1.3648649e-01 1.4864865e-01 1.6081081e-01 1.7297297e-01 1.8513514e-01 1.9729730e-01 2.0945946e-01 2.2162162e-01 2.3378378e-01 2.4594595e-01 2.5810811e-01 2.7027027e-01 2.8243243e-01 2.9459459e-01 3.0675676e-01 3.1891892e-01 3.3108108e-01 3.4324324e-01 3.5540541e-01 3.6756757e-01 3.7972973e-01 3.9189189e-01 4.0405405e-01 4.1621622e-01 4.2837838e-01 4.4054054e-01 4.5270270e-01 4.6486486e-01 4.7702703e-01 4.8918919e-01 5.0135135e-01 5.1351351e-01 5.2567568e-01 5.3783784e-01 5.5000000e-01 5.6216216e-01 5.7432432e-01 5.8648649e-01 5.9864865e-01 6.1081081e-01 6.2297297e-01 6.3513514e-01 6.4729730e-01 6.5945946e-01 6.7162162e-01 6.8378378e-01 6.9594595e-01 7.0810811e-01 7.2027027e-01 7.3243243e-01 7.4459459e-01 7.5675676e-01 7.6891892e-01 7.8108108e-01 7.9324324e-01 8.0540541e-01 8.1756757e-01 8.2972973e-01 8.4189189e-01 8.5405405e-01 8.6621622e-01 8.7837838e-01 8.9054054e-01 9.0270270e-01 9.1486486e-01 9.2702703e-01 9.3918919e-01 9.5135135e-01 9.6351351e-01 9.7567568e-01 9.8783784e-01 1.0000000e+00 
1.6500000e+00 1.7874388e+00 1.9429053e+00 2.1193749e+00 2.3204100e+00 2.5502945e+00 2.8142025e+00 3.1184123e+00 3.4705775e+00 3.8800752e+00 4.3584516e+00 4.9200000e+00 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
 -2.5431413e-07  1.2715367e-07  9.2034359e+00  1.4294069e+02 -1.2140955e+02  1.3127959e+01 -1.2140880e+02  1.4294141e+02  9.2029009e+00  1.2715948e-07 -2.5431217e-07 
 -3.8146973e-07  4.0021133e-02  9.2048807e+00  1.4225859e+02 -1.2071921e+02  2.3459734e+01 -1.2071844e+02  1.4225931e+02  9.2043419e+00  4.0021133e-02 -3.8146973e-07 
 -6.9936118e-07  1.0398998e-01  9.2299166e+00  1.4159605e+02 -1.2000119e+02  3.6076435e+01 -1.2000040e+02  1.4159677e+02  9.2293711e+00  1.0398998e-01 -6.9936118e-07 
  6.3578291e-08  1.9741613e-01  9.2840643e+00  1.4095883e+02 -1.1925017e+02  5.1403778e+01 -1.1924939e+02  1.4095955e+02  9.2835112e+00  1.9741610e-01  6.3578291e-08 
 -6.3578291e-08  3.2682553e-01  9.3738594e+00  1.4035370e+02 -1.1845987e+02  6.9929504e+01 -1.1845909e+02  1.4035445e+02  9.3733025e+00  3.2682553e-01 -6.3578291e-08 
  0.0000000e+00  4.9991813e-01  9.5070190e+00  1.3978859e+02 -1.1762289e+02  9.2210121e+01 -1.1762209e+02  1.3978940e+02  9.5064516e+00  4.9991807e-01  0.0000000e+00 
  0.0000000e+00  7.2572428e-01  9.6925783e+00  1.3927287e+02 -1.1673036e+02  1.1887828e+02 -1.1672957e+02  1.3927368e+02  9.6920023e+00  7.2572428e-01  0.0000000e+00 
  0.0000000e+00  1.0147856e+00  9.9410868e+00  1.3881728e+02 -1.1577199e+02  1.5065051e+02 -1.1577119e+02  1.3881808e+02  9.9405069e+00  1.0147859e+00  0.0000000e+00 
  3.8146973e-07  1.3793517e+00  1.0264812e+01  1.3843433e+02 -1.1473576e+02  1.8833563e+02 -1.1473495e+02  1.3843513e+02  1.0264226e+01  1.3793517e+00  3.8146973e-07 
  1.2715658e-07  1.8335921e+00  1.0677935e+01  1.3813846e+02 -1.1360777e+02  2.3284344e+02 -1.1360695e+02  1.3813927e+02  1.0677339e+01  1.8335921e+00  1.2715658e-07 
 -2.5431316e-07  2.3938344e+00  1.1196791e+01  1.3794618e+02 -1.1237185e+02  2.8519431e+02 -1.1237102e+02  1.3794702e+02  1.1196188e+01  2.3938344e+00 -2.5431316e-07 
  0.0000000e+00  3.0788202e+00  1.1840134e+01  1.3787650e+02 -1.1100951e+02  3.4652893e+02 -1.1100868e+02  1.3787735e+02  1.1839523e+01  3.0788202e+00  0.0000000e+00 
 -6.3584110e-08  3.1788949e-07  8.6946516e+00  1.3262607e+02 -1.1204800e+02  1.2940335e+01 -1.1204720e+02  1.3262688e+02  8.6940575e+00  3.1789338e-07 -6.3572465e-08 
  6.3578291e-08  3.9177384e-02  8.6961937e+00  1.3199532e+02 -1.1140870e+02  2.2849039e+01 -1.1140788e+02  1.3199614e+02  8.6955957e+00  3.9177384e-02  6.3578291e-08 
 -3.8146973e-07  1.0131467e-01  8.7203569e+00  1.3138345e+02 -1.1074297e+02  3.4938530e+01 -1.1074216e+02  1.3138426e+02  8.7197514e+00  1.0131467e-01 -3.8146973e-07 
 -1.9073487e-07  1.9166036e-01  8.7723932e+00  1.3079593e+02 -1.1004581e+02  4.9610558e+01 -1.1004498e+02  1.3079675e+02  8.7717800e+00  1.9166039e-01 -1.9073487e-07 
  2.5431316e-07  3.1642750e-01  8.8585291e+00  1.3023923e+02 -1.0931119e+02  6.7324455e+01 -1.0931036e+02  1.3024007e+02  8.8579063e+00  3.1642750e-01  2.5431316e-07 
  2.5431316e-07  4.8292530e-01  8.9860773e+00  1.2972089e+02 -1.0853201e+02  8.8603264e+01 -1.0853117e+02  1.2972173e+02  8.9854498e+00  4.8292530e-01  2.5431316e-07 
  6.3578291e-08  6.9971126e-01  9.1636162e+00  1.2924973e+02 -1.0769998e+02  1.1404039e+02 -1.0769912e+02  1.2925058e+02  9.1629810e+00  6.9971126e-01  6.3578291e-08 
